,Entity,Code,Year,Prevalence - Depressive disorders - Sex: Male - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Female - Age: Age-standardized (Percent),Population (historical estimates),Continent
37596,Oman,OMN,1940,,,440760.0,
37597,Oman,OMN,1941,,,441816.0,
37598,Oman,OMN,1942,,,442874.0,
37599,Oman,OMN,1943,,,443935.0,
37600,Oman,OMN,1944,,,444999.0,
37601,Oman,OMN,1945,,,446064.0,
37602,Oman,OMN,1946,,,447133.0,
37603,Oman,OMN,1947,,,448204.0,
37604,Oman,OMN,1948,,,449277.0,
37605,Oman,OMN,1949,,,452000.0,
37606,Oman,OMN,1950,,,456410.0,
37607,Oman,OMN,1951,,,462255.0,
37608,Oman,OMN,1952,,,469346.0,
37609,Oman,OMN,1953,,,477443.0,
37610,Oman,OMN,1954,,,486315.0,
37611,Oman,OMN,1955,,,495825.0,
37612,Oman,OMN,1956,,,505888.0,
37613,Oman,OMN,1957,,,516467.0,
37614,Oman,OMN,1958,,,527591.0,
37615,Oman,OMN,1959,,,539320.0,
37616,Oman,OMN,1960,,,551735.0,
37617,Oman,OMN,1961,,,564891.0,
37618,Oman,OMN,1962,,,578827.0,
37619,Oman,OMN,1963,,,593498.0,
37620,Oman,OMN,1964,,,608890.0,
37621,Oman,OMN,1965,,,625006.0,
37622,Oman,OMN,1966,,,642007.0,
37623,Oman,OMN,1967,,,660117.0,
37624,Oman,OMN,1968,,,679592.0,
37625,Oman,OMN,1969,,,700725.0,
37626,Oman,OMN,1970,,,723842.0,
37627,Oman,OMN,1971,,,748968.0,
37628,Oman,OMN,1972,,,776385.0,
37629,Oman,OMN,1973,,,806985.0,
37630,Oman,OMN,1974,,,841952.0,
37631,Oman,OMN,1975,,,882038.0,
37632,Oman,OMN,1976,,,927434.0,
37633,Oman,OMN,1977,,,977804.0,
37634,Oman,OMN,1978,,,1032797.0,
37635,Oman,OMN,1979,,,1091858.0,
37636,Oman,OMN,1980,,,1154373.0,
37637,Oman,OMN,1981,,,1220578.0,
37638,Oman,OMN,1982,,,1290121.0,
37639,Oman,OMN,1983,,,1361085.0,
37640,Oman,OMN,1984,,,1431066.0,
37641,Oman,OMN,1985,,,1498413.0,
37642,Oman,OMN,1986,,,1561180.0,
37643,Oman,OMN,1987,,,1619871.0,
37644,Oman,OMN,1988,,,1678119.0,
37645,Oman,OMN,1989,,,1741155.0,
37646,Oman,OMN,2020,,,5106622.0,
37647,Oman,OMN,2021,,,5223376.0,
37648,Pakistan,PAK,1990,3.23986563903019,5.113664526557,107647918.0,
37649,Pakistan,PAK,1991,3.2343326762424303,5.04154214517164,110778655.0,
37650,Pakistan,PAK,1992,3.22762799712035,4.98543511632166,113911126.0,
37651,Pakistan,PAK,1993,3.2204279906384805,4.94516158856194,117086680.0,
37652,Pakistan,PAK,1994,3.21236755172008,4.92079053232116,120362764.0,
37653,Pakistan,PAK,1995,3.20297941752052,4.91173846684021,123776835.0,
37654,Pakistan,PAK,1996,3.1892309744269904,4.93231307146869,127349293.0,
37655,Pakistan,PAK,1997,3.16575013982438,4.98497462258062,131057432.0,
37656,Pakistan,PAK,1998,3.1394040094454496,5.04728348547528,134843233.0,
37657,Pakistan,PAK,1999,3.11473658606777,5.10223395789316,138624625.0,
37658,Pakistan,PAK,2000,3.0995401992908898,5.12894524281401,142343583.0,
37659,Pakistan,PAK,2001,3.09078926915513,5.1384259102606,145978408.0,
37660,Pakistan,PAK,2002,3.0825417813702,5.14735969025367,149549695.0,
37661,Pakistan,PAK,2003,3.07432078122617,5.15508916183473,153093371.0,
37662,Pakistan,PAK,2004,3.0651748394473097,5.16126803490765,156664698.0,
37663,Pakistan,PAK,2005,3.0546205277358003,5.16531095714633,160304007.0,
37664,Pakistan,PAK,2006,3.03515951568034,5.15693417815937,164022626.0,
37665,Pakistan,PAK,2007,3.0063413149408,5.13115369358786,167808106.0,
37666,Pakistan,PAK,2008,2.97602617663598,5.095967136407769,171648984.0,
37667,Pakistan,PAK,2009,2.95204991419565,5.0635603199658,175525610.0,
37668,Pakistan,PAK,2010,2.94249144587711,5.03404028148588,179424643.0,
37669,Pakistan,PAK,2011,2.95707901909123,5.00434555704304,183340168.0,
37670,Pakistan,PAK,2012,2.99569662191834,4.9667437744040495,187280125.0,
37671,Pakistan,PAK,2013,3.04097891300622,4.92912945569409,191260799.0,
37672,Pakistan,PAK,2014,3.08172980816908,4.90106190694758,195305012.0,
37673,Pakistan,PAK,2015,3.09862676312127,4.89053606376196,199426953.0,Asia
37674,Pakistan,PAK,2016,3.089321476378,4.88927982922467,203631356.0,
37675,Pakistan,PAK,2017,3.08100478227735,4.89697096860547,207906210.0,
37676,Pakistan,PAK,2018,3.100172526683,4.95847813819491,212228288.0,
37677,Pakistan,PAK,2019,3.14337538424698,5.07709922108621,216565317.0,
37678,Pakistan,PAK,-10000,,,8500.0,
37679,Pakistan,PAK,-9000,,,29124.0,
37680,Pakistan,PAK,-8000,,,48540.0,
37681,Pakistan,PAK,-7000,,,80901.0,
37682,Pakistan,PAK,-6000,,,134835.0,
37683,Pakistan,PAK,-5000,,,224726.0,
37684,Pakistan,PAK,-4000,,,374544.0,
37685,Pakistan,PAK,-3000,,,624241.0,
37686,Pakistan,PAK,-2000,,,1040402.0,
37687,Pakistan,PAK,-1000,,,1733998.0,
37688,Pakistan,PAK,0,,,2889996.0,
37689,Pakistan,PAK,100,,,3102494.0,
37690,Pakistan,PAK,200,,,3314999.0,
37691,Pakistan,PAK,300,,,3569998.0,
37692,Pakistan,PAK,400,,,3824996.0,
37693,Pakistan,PAK,500,,,4080007.0,
37694,Pakistan,PAK,600,,,4335006.0,
37695,Pakistan,PAK,700,,,4802498.0,
37696,Pakistan,PAK,800,,,5270002.0,
37697,Pakistan,PAK,900,,,5907496.0,
37698,Pakistan,PAK,1000,,,6544995.0,
37699,Pakistan,PAK,1100,,,6799986.0,
37700,Pakistan,PAK,1200,,,7055010.0,
37701,Pakistan,PAK,1300,,,7055010.0,
37702,Pakistan,PAK,1400,,,7990016.0,
37703,Pakistan,PAK,1500,,,8499982.0,
37704,Pakistan,PAK,1600,,,11049964.0,
37705,Pakistan,PAK,1700,,,13599971.0,
37706,Pakistan,PAK,1710,,,13739416.0,
37707,Pakistan,PAK,1720,,,14019782.0,
37708,Pakistan,PAK,1730,,,14305897.0,
37709,Pakistan,PAK,1740,,,14597840.0,
37710,Pakistan,PAK,1750,,,14895715.0,
37711,Pakistan,PAK,1760,,,15199720.0,
37712,Pakistan,PAK,1770,,,15509988.0,
37713,Pakistan,PAK,1780,,,15826502.0,
37714,Pakistan,PAK,1790,,,16149458.0,
37715,Pakistan,PAK,1800,,,13119841.0,
37716,Pakistan,PAK,1801,,,13145712.0,
37717,Pakistan,PAK,1802,,,13171633.0,
37718,Pakistan,PAK,1803,,,13197606.0,
37719,Pakistan,PAK,1804,,,13223629.0,
37720,Pakistan,PAK,1805,,,13249704.0,
37721,Pakistan,PAK,1806,,,13275830.0,
37722,Pakistan,PAK,1807,,,13302008.0,
37723,Pakistan,PAK,1808,,,13328238.0,
37724,Pakistan,PAK,1809,,,13354519.0,
37725,Pakistan,PAK,1810,,,13381804.0,
37726,Pakistan,PAK,1811,,,13409050.0,
37727,Pakistan,PAK,1812,,,13437210.0,
37728,Pakistan,PAK,1813,,,13466291.0,
37729,Pakistan,PAK,1814,,,13496296.0,
37730,Pakistan,PAK,1815,,,13527230.0,
37731,Pakistan,PAK,1816,,,13559098.0,
37732,Pakistan,PAK,1817,,,13591905.0,
37733,Pakistan,PAK,1818,,,13625655.0,
37734,Pakistan,PAK,1819,,,13660353.0,
37735,Pakistan,PAK,1820,,,13696004.0,
37736,Pakistan,PAK,1821,,,13718580.0,
37737,Pakistan,PAK,1822,,,13741205.0,
37738,Pakistan,PAK,1823,,,13786457.0,
37739,Pakistan,PAK,1824,,,13831857.0,
37740,Pakistan,PAK,1825,,,13877407.0,
37741,Pakistan,PAK,1826,,,13923107.0,
37742,Pakistan,PAK,1827,,,13968957.0,
37743,Pakistan,PAK,1828,,,14014958.0,
37744,Pakistan,PAK,1829,,,14061111.0,
37745,Pakistan,PAK,1830,,,14107416.0,
37746,Pakistan,PAK,1831,,,14153873.0,
37747,Pakistan,PAK,1832,,,14200484.0,
37748,Pakistan,PAK,1833,,,14247248.0,
37749,Pakistan,PAK,1834,,,14294165.0,
37750,Pakistan,PAK,1835,,,14341238.0,
37751,Pakistan,PAK,1836,,,14388465.0,
37752,Pakistan,PAK,1837,,,14435848.0,
37753,Pakistan,PAK,1838,,,14483387.0,
37754,Pakistan,PAK,1839,,,14531082.0,
37755,Pakistan,PAK,1840,,,14578935.0,
37756,Pakistan,PAK,1841,,,14626945.0,
37757,Pakistan,PAK,1842,,,14675113.0,
37758,Pakistan,PAK,1843,,,14723440.0,
37759,Pakistan,PAK,1844,,,14771926.0,
37760,Pakistan,PAK,1845,,,14820571.0,
37761,Pakistan,PAK,1846,,,14869377.0,
37762,Pakistan,PAK,1847,,,14918344.0,
37763,Pakistan,PAK,1848,,,14967472.0,
37764,Pakistan,PAK,1849,,,15016761.0,
37765,Pakistan,PAK,1850,,,15066213.0,
37766,Pakistan,PAK,1851,,,15104030.0,
37767,Pakistan,PAK,1852,,,15141933.0,
37768,Pakistan,PAK,1853,,,15179922.0,
37769,Pakistan,PAK,1854,,,15217996.0,
37770,Pakistan,PAK,1855,,,15256157.0,
37771,Pakistan,PAK,1856,,,15294404.0,
37772,Pakistan,PAK,1857,,,15332737.0,
37773,Pakistan,PAK,1858,,,15371157.0,
37774,Pakistan,PAK,1859,,,15409664.0,
37775,Pakistan,PAK,1860,,,15448258.0,
37776,Pakistan,PAK,1861,,,15486939.0,
37777,Pakistan,PAK,1862,,,15525707.0,
37778,Pakistan,PAK,1863,,,15564562.0,
37779,Pakistan,PAK,1864,,,15603505.0,
37780,Pakistan,PAK,1865,,,15642536.0,
37781,Pakistan,PAK,1866,,,15681655.0,
37782,Pakistan,PAK,1867,,,15720861.0,
37783,Pakistan,PAK,1868,,,15760156.0,
37784,Pakistan,PAK,1869,,,15806419.0,
37785,Pakistan,PAK,1870,,,15859694.0,
37786,Pakistan,PAK,1871,,,15920025.0,
37787,Pakistan,PAK,1872,,,15987458.0,
37788,Pakistan,PAK,1873,,,16062035.0,
37789,Pakistan,PAK,1874,,,16136951.0,
37790,Pakistan,PAK,1875,,,16212205.0,
37791,Pakistan,PAK,1876,,,16287801.0,
37792,Pakistan,PAK,1877,,,16363738.0,
37793,Pakistan,PAK,1878,,,16440019.0,
37794,Pakistan,PAK,1879,,,16516645.0,
37795,Pakistan,PAK,1880,,,16593617.0,
37796,Pakistan,PAK,1881,,,16670938.0,
37797,Pakistan,PAK,1882,,,16748608.0,
37798,Pakistan,PAK,1883,,,16826629.0,
37799,Pakistan,PAK,1884,,,16905003.0,
37800,Pakistan,PAK,1885,,,16983731.0,
37801,Pakistan,PAK,1886,,,17062815.0,
37802,Pakistan,PAK,1887,,,17142256.0,
37803,Pakistan,PAK,1888,,,17222055.0,
37804,Pakistan,PAK,1889,,,17302215.0,
37805,Pakistan,PAK,1890,,,17382737.0,
37806,Pakistan,PAK,1891,,,17463622.0,
37807,Pakistan,PAK,1892,,,17544872.0,
37808,Pakistan,PAK,1893,,,17626489.0,
37809,Pakistan,PAK,1894,,,17708473.0,
37810,Pakistan,PAK,1895,,,17790828.0,
37811,Pakistan,PAK,1896,,,17873554.0,
37812,Pakistan,PAK,1897,,,17956652.0,
37813,Pakistan,PAK,1898,,,18040125.0,
37814,Pakistan,PAK,1899,,,18123975.0,
37815,Pakistan,PAK,1900,,,18208202.0,
37816,Pakistan,PAK,1901,,,18292808.0,
37817,Pakistan,PAK,1902,,,18377795.0,
37818,Pakistan,PAK,1903,,,18463165.0,
37819,Pakistan,PAK,1904,,,18548919.0,
37820,Pakistan,PAK,1905,,,18635060.0,
37821,Pakistan,PAK,1906,,,18721587.0,
37822,Pakistan,PAK,1907,,,18808504.0,
37823,Pakistan,PAK,1908,,,18895812.0,
37824,Pakistan,PAK,1909,,,19013053.0,
37825,Pakistan,PAK,1910,,,19160708.0,
37826,Pakistan,PAK,1911,,,19339263.0,
37827,Pakistan,PAK,1912,,,19549211.0,
37828,Pakistan,PAK,1913,,,19791051.0,
37829,Pakistan,PAK,1914,,,20035869.0,
37830,Pakistan,PAK,1915,,,20283702.0,
37831,Pakistan,PAK,1916,,,20534587.0,
37832,Pakistan,PAK,1917,,,20788561.0,
37833,Pakistan,PAK,1918,,,21063008.0,
37834,Pakistan,PAK,1919,,,21363660.0,
37835,Pakistan,PAK,1920,,,21691279.0,
37836,Pakistan,PAK,1921,,,22046644.0,
37837,Pakistan,PAK,1922,,,22430553.0,
37838,Pakistan,PAK,1923,,,22843823.0,
37839,Pakistan,PAK,1924,,,23264707.0,
37840,Pakistan,PAK,1925,,,23693346.0,
37841,Pakistan,PAK,1926,,,24129882.0,
37842,Pakistan,PAK,1927,,,24574462.0,
37843,Pakistan,PAK,1928,,,25027232.0,
37844,Pakistan,PAK,1929,,,25488344.0,
37845,Pakistan,PAK,1930,,,25957952.0,
37846,Pakistan,PAK,1931,,,26436212.0,
37847,Pakistan,PAK,1932,,,26923284.0,
37848,Pakistan,PAK,1933,,,27419330.0,
37849,Pakistan,PAK,1934,,,27924516.0,
37850,Pakistan,PAK,1935,,,28439009.0,
37851,Pakistan,PAK,1936,,,28962981.0,
37852,Pakistan,PAK,1937,,,29496607.0,
37853,Pakistan,PAK,1938,,,30040065.0,
37854,Pakistan,PAK,1939,,,30593536.0,
37855,Pakistan,PAK,1940,,,31157204.0,
37856,Pakistan,PAK,1941,,,31731258.0,
37857,Pakistan,PAK,1942,,,32315888.0,
37858,Pakistan,PAK,1943,,,32911289.0,
37859,Pakistan,PAK,1944,,,33517661.0,
37860,Pakistan,PAK,1945,,,34135204.0,
37861,Pakistan,PAK,1946,,,34764126.0,
37862,Pakistan,PAK,1947,,,35404635.0,
37863,Pakistan,PAK,1948,,,36056945.0,
37864,Pakistan,PAK,1949,,,36768765.0,
37865,Pakistan,PAK,1950,,,37542370.0,
37866,Pakistan,PAK,1951,,,37992884.0,
37867,Pakistan,PAK,1952,,,38516514.0,
37868,Pakistan,PAK,1953,,,39109090.0,
37869,Pakistan,PAK,1954,,,39767169.0,
37870,Pakistan,PAK,1955,,,40488032.0,
37871,Pakistan,PAK,1956,,,41269721.0,
37872,Pakistan,PAK,1957,,,42111011.0,
37873,Pakistan,PAK,1958,,,43011324.0,
37874,Pakistan,PAK,1959,,,43970560.0,
37875,Pakistan,PAK,1960,,,44988690.0,
37876,Pakistan,PAK,1961,,,46065229.0,
37877,Pakistan,PAK,1962,,,47198886.0,
37878,Pakistan,PAK,1963,,,48387293.0,
37879,Pakistan,PAK,1964,,,49627623.0,
37880,Pakistan,PAK,1965,,,50917975.0,
37881,Pakistan,PAK,1966,,,52260183.0,
37882,Pakistan,PAK,1967,,,53655783.0,
37883,Pakistan,PAK,1968,,,55102690.0,
37884,Pakistan,PAK,1969,,,56598148.0,
37885,Pakistan,PAK,1970,,,58142062.0,
37886,Pakistan,PAK,1971,,,59734479.0,
37887,Pakistan,PAK,1972,,,61381982.0,
37888,Pakistan,PAK,1973,,,63099404.0,
37889,Pakistan,PAK,1974,,,64905996.0,
37890,Pakistan,PAK,1975,,,66816875.0,
37891,Pakistan,PAK,1976,,,68834324.0,
37892,Pakistan,PAK,1977,,,70958168.0,
37893,Pakistan,PAK,1978,,,73197254.0,
37894,Pakistan,PAK,1979,,,75561128.0,
37895,Pakistan,PAK,1980,,,78054346.0,
37896,Pakistan,PAK,1981,,,80680461.0,
37897,Pakistan,PAK,1982,,,83431597.0,
37898,Pakistan,PAK,1983,,,86285936.0,
37899,Pakistan,PAK,1984,,,89213708.0,
37900,Pakistan,PAK,1985,,,92191505.0,
37901,Pakistan,PAK,1986,,,95215375.0,
37902,Pakistan,PAK,1987,,,98285762.0,
37903,Pakistan,PAK,1988,,,101389603.0,
37904,Pakistan,PAK,1989,,,104512874.0,
37905,Pakistan,PAK,2020,,,220892331.0,
37906,Pakistan,PAK,2021,,,225199929.0,
37907,Palau,PLW,1990,2.79192667880065,3.75954832441324,15063.0,
37908,Palau,PLW,1991,2.79451288663158,3.76849427406424,15442.0,
37909,Palau,PLW,1992,2.7984102520873098,3.7723648496293296,15859.0,
37910,Palau,PLW,1993,2.80046197065831,3.77509358142452,16285.0,
37911,Palau,PLW,1994,2.80189451550409,3.77842203802471,16735.0,
37912,Palau,PLW,1995,2.80414098090967,3.78146357508727,17158.0,
37913,Palau,PLW,1996,2.80037498568142,3.7789094148485103,17599.0,
37914,Palau,PLW,1997,2.79896220922052,3.7764744373345103,18016.0,
37915,Palau,PLW,1998,2.7987791221905303,3.77189607708427,18409.0,
37916,Palau,PLW,1999,2.79690197039926,3.7703052619562,18773.0,
37917,Palau,PLW,2000,2.7947434840011502,3.76753027262722,19104.0,
37918,Palau,PLW,2001,2.79525281225613,3.76674515539328,19390.0,
37919,Palau,PLW,2002,2.79596859435578,3.76629511108821,19642.0,
37920,Palau,PLW,2003,2.79829155488702,3.76923628761484,19812.0,
37921,Palau,PLW,2004,2.79893686622768,3.7678765903458,19861.0,
37922,Palau,PLW,2005,2.79854041853498,3.76976942294492,19784.0,
37923,Palau,PLW,2006,2.79742726517175,3.77233397122497,19545.0,
37924,Palau,PLW,2007,2.79698644666912,3.774359875343461,19159.0,
37925,Palau,PLW,2008,2.79582049182034,3.7818080299363697,18708.0,
37926,Palau,PLW,2009,2.79597483116601,3.7851385343489,18290.0,
37927,Palau,PLW,2010,2.79565178282266,3.7897403209065104,17954.0,
37928,Palau,PLW,2011,2.79437585852252,3.78710436445888,17748.0,
37929,Palau,PLW,2012,2.79541561809551,3.78218648822264,17635.0,
37930,Palau,PLW,2013,2.79713992052021,3.77625201133962,17603.0,
37931,Palau,PLW,2014,2.79807993701046,3.7706534038990105,17625.0,
37932,Palau,PLW,2015,2.79892551546029,3.76795243589818,17665.0,Oceania
37933,Palau,PLW,2016,2.79517580273574,3.76245038458374,17718.0,
37934,Palau,PLW,2017,2.7933489470155,3.75992423103909,17809.0,
37935,Palau,PLW,2018,2.7946366343109,3.76348190806778,17911.0,
37936,Palau,PLW,2019,2.79918450915337,3.76923152569746,18001.0,
37937,Palau,PLW,1800,,,3875.0,
37938,Palau,PLW,1801,,,3875.0,
37939,Palau,PLW,1802,,,3875.0,
37940,Palau,PLW,1803,,,3875.0,
37941,Palau,PLW,1804,,,3875.0,
37942,Palau,PLW,1805,,,3875.0,
37943,Palau,PLW,1806,,,3875.0,
37944,Palau,PLW,1807,,,3875.0,
37945,Palau,PLW,1808,,,3875.0,
37946,Palau,PLW,1809,,,3875.0,
37947,Palau,PLW,1810,,,3875.0,
37948,Palau,PLW,1811,,,3875.0,
37949,Palau,PLW,1812,,,3875.0,
37950,Palau,PLW,1813,,,3875.0,
37951,Palau,PLW,1814,,,3875.0,
37952,Palau,PLW,1815,,,3875.0,
37953,Palau,PLW,1816,,,3875.0,
37954,Palau,PLW,1817,,,3875.0,
37955,Palau,PLW,1818,,,3875.0,
37956,Palau,PLW,1819,,,3879.0,
37957,Palau,PLW,1820,,,3886.0,
37958,Palau,PLW,1821,,,3898.0,
37959,Palau,PLW,1822,,,3913.0,
37960,Palau,PLW,1823,,,3932.0,
37961,Palau,PLW,1824,,,3951.0,
37962,Palau,PLW,1825,,,3970.0,
37963,Palau,PLW,1826,,,3989.0,
37964,Palau,PLW,1827,,,4008.0,
37965,Palau,PLW,1828,,,4027.0,
37966,Palau,PLW,1829,,,4047.0,
37967,Palau,PLW,1830,,,4066.0,
37968,Palau,PLW,1831,,,4086.0,
37969,Palau,PLW,1832,,,4106.0,
37970,Palau,PLW,1833,,,4126.0,
37971,Palau,PLW,1834,,,4146.0,
37972,Palau,PLW,1835,,,4166.0,
37973,Palau,PLW,1836,,,4186.0,
37974,Palau,PLW,1837,,,4206.0,
37975,Palau,PLW,1838,,,4226.0,
37976,Palau,PLW,1839,,,4247.0,
37977,Palau,PLW,1840,,,4267.0,
37978,Palau,PLW,1841,,,4288.0,
37979,Palau,PLW,1842,,,4309.0,
37980,Palau,PLW,1843,,,4329.0,
37981,Palau,PLW,1844,,,4350.0,
37982,Palau,PLW,1845,,,4371.0,
37983,Palau,PLW,1846,,,4392.0,
37984,Palau,PLW,1847,,,4414.0,
37985,Palau,PLW,1848,,,4435.0,
37986,Palau,PLW,1849,,,4456.0,
37987,Palau,PLW,1850,,,4478.0,
37988,Palau,PLW,1851,,,4500.0,
37989,Palau,PLW,1852,,,4523.0,
37990,Palau,PLW,1853,,,4545.0,
37991,Palau,PLW,1854,,,4568.0,
37992,Palau,PLW,1855,,,4591.0,
37993,Palau,PLW,1856,,,4614.0,
37994,Palau,PLW,1857,,,4637.0,
37995,Palau,PLW,1858,,,4660.0,
37996,Palau,PLW,1859,,,4683.0,
37997,Palau,PLW,1860,,,4707.0,
37998,Palau,PLW,1861,,,4730.0,
37999,Palau,PLW,1862,,,4754.0,
38000,Palau,PLW,1863,,,4778.0,
38001,Palau,PLW,1864,,,4802.0,
38002,Palau,PLW,1865,,,4826.0,
38003,Palau,PLW,1866,,,4850.0,
38004,Palau,PLW,1867,,,4874.0,
38005,Palau,PLW,1868,,,4898.0,
38006,Palau,PLW,1869,,,4923.0,
38007,Palau,PLW,1870,,,4947.0,
38008,Palau,PLW,1871,,,4972.0,
38009,Palau,PLW,1872,,,4997.0,
38010,Palau,PLW,1873,,,5022.0,
38011,Palau,PLW,1874,,,5047.0,
38012,Palau,PLW,1875,,,5072.0,
38013,Palau,PLW,1876,,,5098.0,
38014,Palau,PLW,1877,,,5123.0,
38015,Palau,PLW,1878,,,5149.0,
38016,Palau,PLW,1879,,,5174.0,
38017,Palau,PLW,1880,,,5200.0,
38018,Palau,PLW,1881,,,5226.0,
38019,Palau,PLW,1882,,,5252.0,
38020,Palau,PLW,1883,,,5279.0,
38021,Palau,PLW,1884,,,5305.0,
38022,Palau,PLW,1885,,,5332.0,
38023,Palau,PLW,1886,,,5358.0,
38024,Palau,PLW,1887,,,5385.0,
38025,Palau,PLW,1888,,,5412.0,
38026,Palau,PLW,1889,,,5439.0,
38027,Palau,PLW,1890,,,5466.0,
38028,Palau,PLW,1891,,,5493.0,
38029,Palau,PLW,1892,,,5521.0,
38030,Palau,PLW,1893,,,5548.0,
38031,Palau,PLW,1894,,,5576.0,
38032,Palau,PLW,1895,,,5604.0,
38033,Palau,PLW,1896,,,5632.0,
38034,Palau,PLW,1897,,,5660.0,
38035,Palau,PLW,1898,,,5688.0,
38036,Palau,PLW,1899,,,5717.0,
38037,Palau,PLW,1900,,,5745.0,
38038,Palau,PLW,1901,,,5774.0,
38039,Palau,PLW,1902,,,5803.0,
38040,Palau,PLW,1903,,,5832.0,
38041,Palau,PLW,1904,,,5861.0,
38042,Palau,PLW,1905,,,5890.0,
38043,Palau,PLW,1906,,,5920.0,
38044,Palau,PLW,1907,,,5949.0,
38045,Palau,PLW,1908,,,5979.0,
38046,Palau,PLW,1909,,,6009.0,
38047,Palau,PLW,1910,,,6039.0,
38048,Palau,PLW,1911,,,6069.0,
38049,Palau,PLW,1912,,,6100.0,
38050,Palau,PLW,1913,,,6130.0,
38051,Palau,PLW,1914,,,6161.0,
38052,Palau,PLW,1915,,,6191.0,
38053,Palau,PLW,1916,,,6222.0,
38054,Palau,PLW,1917,,,6253.0,
38055,Palau,PLW,1918,,,6284.0,
38056,Palau,PLW,1919,,,6314.0,
38057,Palau,PLW,1920,,,6345.0,
38058,Palau,PLW,1921,,,6375.0,
38059,Palau,PLW,1922,,,6406.0,
38060,Palau,PLW,1923,,,6437.0,
38061,Palau,PLW,1924,,,6468.0,
38062,Palau,PLW,1925,,,6499.0,
38063,Palau,PLW,1926,,,6531.0,
38064,Palau,PLW,1927,,,6562.0,
38065,Palau,PLW,1928,,,6594.0,
38066,Palau,PLW,1929,,,6626.0,
38067,Palau,PLW,1930,,,6658.0,
38068,Palau,PLW,1931,,,6690.0,
38069,Palau,PLW,1932,,,6722.0,
38070,Palau,PLW,1933,,,6755.0,
38071,Palau,PLW,1934,,,6787.0,
38072,Palau,PLW,1935,,,6820.0,
38073,Palau,PLW,1936,,,6853.0,
38074,Palau,PLW,1937,,,6886.0,
38075,Palau,PLW,1938,,,6920.0,
38076,Palau,PLW,1939,,,6953.0,
38077,Palau,PLW,1940,,,6987.0,
38078,Palau,PLW,1941,,,7020.0,
38079,Palau,PLW,1942,,,7054.0,
38080,Palau,PLW,1943,,,7088.0,
38081,Palau,PLW,1944,,,7123.0,
38082,Palau,PLW,1945,,,7157.0,
38083,Palau,PLW,1946,,,7192.0,
38084,Palau,PLW,1947,,,7226.0,
38085,Palau,PLW,1948,,,7261.0,
38086,Palau,PLW,1949,,,7329.0,
38087,Palau,PLW,1950,,,7431.0,
38088,Palau,PLW,1951,,,7493.0,
38089,Palau,PLW,1952,,,7630.0,
38090,Palau,PLW,1953,,,7821.0,
38091,Palau,PLW,1954,,,8051.0,
38092,Palau,PLW,1955,,,8315.0,
38093,Palau,PLW,1956,,,8592.0,
38094,Palau,PLW,1957,,,8895.0,
38095,Palau,PLW,1958,,,9188.0,
38096,Palau,PLW,1959,,,9480.0,
38097,Palau,PLW,1960,,,9769.0,
38098,Palau,PLW,1961,,,10046.0,
38099,Palau,PLW,1962,,,10329.0,
38100,Palau,PLW,1963,,,10566.0,
38101,Palau,PLW,1964,,,10792.0,
38102,Palau,PLW,1965,,,11005.0,
38103,Palau,PLW,1966,,,11178.0,
38104,Palau,PLW,1967,,,11329.0,
38105,Palau,PLW,1968,,,11460.0,
38106,Palau,PLW,1969,,,11617.0,
38107,Palau,PLW,1970,,,11803.0,
38108,Palau,PLW,1971,,,12051.0,
38109,Palau,PLW,1972,,,12342.0,
38110,Palau,PLW,1973,,,12625.0,
38111,Palau,PLW,1974,,,12823.0,
38112,Palau,PLW,1975,,,12898.0,
38113,Palau,PLW,1976,,,12835.0,
38114,Palau,PLW,1977,,,12646.0,
38115,Palau,PLW,1978,,,12409.0,
38116,Palau,PLW,1979,,,12231.0,
38117,Palau,PLW,1980,,,12178.0,
38118,Palau,PLW,1981,,,12281.0,
38119,Palau,PLW,1982,,,12519.0,
38120,Palau,PLW,1983,,,12842.0,
38121,Palau,PLW,1984,,,13190.0,
38122,Palau,PLW,1985,,,13534.0,
38123,Palau,PLW,1986,,,13835.0,
38124,Palau,PLW,1987,,,14121.0,
38125,Palau,PLW,1988,,,14400.0,
38126,Palau,PLW,1989,,,14704.0,
38127,Palau,PLW,2020,,,18092.0,
38128,Palau,PLW,2021,,,18174.0,
38129,Palestine,PSE,1990,6.0464148306795,7.00377017870087,2101445.0,
38130,Palestine,PSE,1991,6.02722223027695,6.98916505199874,2191000.0,
38131,Palestine,PSE,1992,6.01570654905713,6.9850507589079,2287676.0,
38132,Palestine,PSE,1993,6.01253489218688,6.98594191229652,2391399.0,
38133,Palestine,PSE,1994,6.012087577388639,6.99464396939296,2501973.0,
38134,Palestine,PSE,1995,6.0148561499901,7.00601773710882,2618671.0,
38135,Palestine,PSE,1996,6.12984583038527,7.06569531514597,2742534.0,
38136,Palestine,PSE,1997,6.38856985670289,7.19547256441543,2872006.0,
38137,Palestine,PSE,1998,6.704240185751301,7.34754549008786,3000624.0,
38138,Palestine,PSE,1999,6.97554236109899,7.47978199026087,3119868.0,
38139,Palestine,PSE,2000,7.10588667118902,7.536807257458721,3224009.0,
38140,Palestine,PSE,2001,7.1314110728371,7.542846330530869,3309908.0,
38141,Palestine,PSE,2002,7.1585607197724,7.53960294555774,3380161.0,
38142,Palestine,PSE,2003,7.179468813364751,7.53692624989745,3441868.0,
