,Entity,Code,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
4601,Paraguay,PRY,2001,15.44456548252937
4602,Paraguay,PRY,2002,15.46220352686547
4603,Paraguay,PRY,2003,15.48637425292856
4604,Paraguay,PRY,2004,15.49873182722184
4605,Paraguay,PRY,2005,15.51535055224865
4606,Paraguay,PRY,2006,15.52531810206495
4607,Paraguay,PRY,2007,15.542043314232028
4608,Paraguay,PRY,2008,15.55559636670508
4609,Paraguay,PRY,2009,15.57018203681883
4610,Paraguay,PRY,2010,15.58728480473029
4611,Paraguay,PRY,2011,15.61623683657304
4612,Paraguay,PRY,2012,15.66949988880319
4613,Paraguay,PRY,2013,15.72878569898368
4614,Paraguay,PRY,2014,15.78130444646274
4615,Paraguay,PRY,2015,15.81544713637596
4616,Paraguay,PRY,2016,15.8283964855954
4617,Paraguay,PRY,2017,15.835756712241162
4618,Paraguay,PRY,2018,15.838342021887089
4619,Paraguay,PRY,2019,15.83606551323358
4620,Peru,PER,1990,13.85331337576534
4621,Peru,PER,1991,13.85705339096672
4622,Peru,PER,1992,13.85771045759161
4623,Peru,PER,1993,13.859433770034348
4624,Peru,PER,1994,13.86068014769633
4625,Peru,PER,1995,13.86374380869534
4626,Peru,PER,1996,13.8605346912827
4627,Peru,PER,1997,13.8587720210921
4628,Peru,PER,1998,13.84878187045219
4629,Peru,PER,1999,13.841238093237878
4630,Peru,PER,2000,13.833396575552689
4631,Peru,PER,2001,13.831200063233329
4632,Peru,PER,2002,13.827236463099853
4633,Peru,PER,2003,13.83215693736743
4634,Peru,PER,2004,13.829372639963418
4635,Peru,PER,2005,13.82749591031863
4636,Peru,PER,2006,13.81535897419963
4637,Peru,PER,2007,13.79295233866031
4638,Peru,PER,2008,13.7731800632517
4639,Peru,PER,2009,13.76028470056752
4640,Peru,PER,2010,13.75587804263082
4641,Peru,PER,2011,13.76440508163213
4642,Peru,PER,2012,13.7809565249367
4643,Peru,PER,2013,13.80489089773597
4644,Peru,PER,2014,13.820784457845289
4645,Peru,PER,2015,13.82833731174444
4646,Peru,PER,2016,13.82902180424912
4647,Peru,PER,2017,13.8273263868226
4648,Peru,PER,2018,13.82598887229336
4649,Peru,PER,2019,13.82143110318422
4650,Philippines,PHL,1990,12.45789729321327
4651,Philippines,PHL,1991,12.43099025790195
4652,Philippines,PHL,1992,12.40188030400861
4653,Philippines,PHL,1993,12.37035598353763
4654,Philippines,PHL,1994,12.33830485295469
4655,Philippines,PHL,1995,12.30590496008935
4656,Philippines,PHL,1996,12.26652921860631
4657,Philippines,PHL,1997,12.21850290126936
4658,Philippines,PHL,1998,12.16824587873213
4659,Philippines,PHL,1999,12.12341874681527
4660,Philippines,PHL,2000,12.09184884301277
4661,Philippines,PHL,2001,12.08002454267858
4662,Philippines,PHL,2002,12.08604976994118
4663,Philippines,PHL,2003,12.10203133429772
4664,Philippines,PHL,2004,12.11855982979104
4665,Philippines,PHL,2005,12.12129431806575
4666,Philippines,PHL,2006,12.10857218910236
4667,Philippines,PHL,2007,12.09084525982719
4668,Philippines,PHL,2008,12.06958922570914
4669,Philippines,PHL,2009,12.04793069905798
4670,Philippines,PHL,2010,12.028016107057873
4671,Philippines,PHL,2011,12.01145539453612
4672,Philippines,PHL,2012,11.99702148598338
4673,Philippines,PHL,2013,11.983975758918987
4674,Philippines,PHL,2014,11.97054555931256
4675,Philippines,PHL,2015,11.95612710455336
4676,Philippines,PHL,2016,11.94412823059202
4677,Philippines,PHL,2017,11.934266994068327
4678,Philippines,PHL,2018,11.93376416634127
4679,Philippines,PHL,2019,11.94447294585134
4680,Poland,POL,1990,10.69319363997431
4681,Poland,POL,1991,10.711004629839907
4682,Poland,POL,1992,10.72727373141304
4683,Poland,POL,1993,10.74159229375992
4684,Poland,POL,1994,10.75229668701079
4685,Poland,POL,1995,10.76195446619706
4686,Poland,POL,1996,10.76796994269648
4687,Poland,POL,1997,10.76600233154881
4688,Poland,POL,1998,10.7604697502537
4689,Poland,POL,1999,10.75146765108279
4690,Poland,POL,2000,10.74127429952492
4691,Poland,POL,2001,10.71579566937447
4692,Poland,POL,2002,10.66795508789173
4693,Poland,POL,2003,10.61244411106466
4694,Poland,POL,2004,10.56306201778598
4695,Poland,POL,2005,10.53499326249093
4696,Poland,POL,2006,10.52647821853971
4697,Poland,POL,2007,10.5245710039917
4698,Poland,POL,2008,10.527538729774651
4699,Poland,POL,2009,10.52846312419177
4700,Poland,POL,2010,10.52444333350137
4701,Poland,POL,2011,10.51748924519936
4702,Poland,POL,2012,10.50817307314062
4703,Poland,POL,2013,10.50017571294149
4704,Poland,POL,2014,10.49031117001481
4705,Poland,POL,2015,10.4795700714983
4706,Poland,POL,2016,10.46987042389168
4707,Poland,POL,2017,10.46187299309251
4708,Poland,POL,2018,10.50271166174363
4709,Poland,POL,2019,10.60162367233335
4710,Portugal,PRT,1990,18.65201594947618
4711,Portugal,PRT,1991,18.63235682619538
4712,Portugal,PRT,1992,18.62193085795682
4713,Portugal,PRT,1993,18.61640077288794
4714,Portugal,PRT,1994,18.61355792062633
4715,Portugal,PRT,1995,18.60933402642812
4716,Portugal,PRT,1996,18.65909673168837
4717,Portugal,PRT,1997,18.78450014466413
4718,Portugal,PRT,1998,18.932247953523028
4719,Portugal,PRT,1999,19.05811908031901
4720,Portugal,PRT,2000,19.11750516486955
4721,Portugal,PRT,2001,19.08230409100337
4722,Portugal,PRT,2002,18.99888378509359
4723,Portugal,PRT,2003,18.89999306619726
4724,Portugal,PRT,2004,18.8122877174469
4725,Portugal,PRT,2005,18.773988754212
4726,Portugal,PRT,2006,18.78960567767208
4727,Portugal,PRT,2007,18.8156293364591
4728,Portugal,PRT,2008,18.84770818561687
4729,Portugal,PRT,2009,18.874463328218567
4730,Portugal,PRT,2010,18.87206807733269
4731,Portugal,PRT,2011,18.80015527007754
4732,Portugal,PRT,2012,18.65842276126514
4733,Portugal,PRT,2013,18.48672875770555
4734,Portugal,PRT,2014,18.348049669318
4735,Portugal,PRT,2015,18.28341670946011
4736,Portugal,PRT,2016,18.36335289212731
4737,Portugal,PRT,2017,18.46452406294501
4738,Portugal,PRT,2018,18.4731976471389
4739,Portugal,PRT,2019,18.45128785304269
4740,Puerto Rico,PRI,1990,14.08786222879711
4741,Puerto Rico,PRI,1991,14.10637423099799
4742,Puerto Rico,PRI,1992,14.12606961479759
4743,Puerto Rico,PRI,1993,14.14681632652833
4744,Puerto Rico,PRI,1994,14.1602283237425
4745,Puerto Rico,PRI,1995,14.16411310848636
4746,Puerto Rico,PRI,1996,14.15997448178038
4747,Puerto Rico,PRI,1997,14.14930566080242
4748,Puerto Rico,PRI,1998,14.138287212267912
4749,Puerto Rico,PRI,1999,14.12550104250014
4750,Puerto Rico,PRI,2000,14.11790760083735
4751,Puerto Rico,PRI,2001,14.11774854640171
4752,Puerto Rico,PRI,2002,14.11930185351005
4753,Puerto Rico,PRI,2003,14.11893170734021
4754,Puerto Rico,PRI,2004,14.11876926642103
4755,Puerto Rico,PRI,2005,14.1177117069277
4756,Puerto Rico,PRI,2006,14.1003018713059
4757,Puerto Rico,PRI,2007,14.059670775420392
4758,Puerto Rico,PRI,2008,14.01714433553964
4759,Puerto Rico,PRI,2009,13.9845643522061
4760,Puerto Rico,PRI,2010,13.97576049984507
4761,Puerto Rico,PRI,2011,13.99673187049672
4762,Puerto Rico,PRI,2012,14.0437342196452
4763,Puerto Rico,PRI,2013,14.0988641345172
4764,Puerto Rico,PRI,2014,14.14934598432862
4765,Puerto Rico,PRI,2015,14.17372269516515
4766,Puerto Rico,PRI,2016,14.17739530044988
4767,Puerto Rico,PRI,2017,14.18046015665109
4768,Puerto Rico,PRI,2018,14.20089620283312
4769,Puerto Rico,PRI,2019,14.24313683037147
4770,Qatar,QAT,1990,13.78287579768805
4771,Qatar,QAT,1991,13.79439170258752
4772,Qatar,QAT,1992,13.80767245442048
4773,Qatar,QAT,1993,13.819272492753102
4774,Qatar,QAT,1994,13.82694098116749
4775,Qatar,QAT,1995,13.83975970206073
4776,Qatar,QAT,1996,13.84873057590098
4777,Qatar,QAT,1997,13.85919936222792
4778,Qatar,QAT,1998,13.86822554576487
4779,Qatar,QAT,1999,13.87060790739344
4780,Qatar,QAT,2000,13.87215691179544
4781,Qatar,QAT,2001,13.863255138693532
4782,Qatar,QAT,2002,13.84501905811744
4783,Qatar,QAT,2003,13.819763227482351
4784,Qatar,QAT,2004,13.78008212576359
4785,Qatar,QAT,2005,13.743218526465888
4786,Qatar,QAT,2006,13.69577794784701
4787,Qatar,QAT,2007,13.631312355508248
4788,Qatar,QAT,2008,13.56705433621859
4789,Qatar,QAT,2009,13.51749906142
4790,Qatar,QAT,2010,13.49035861519538
4791,Qatar,QAT,2011,13.48117106942158
4792,Qatar,QAT,2012,13.489396501394069
4793,Qatar,QAT,2013,13.49584128910104
4794,Qatar,QAT,2014,13.50575373775413
4795,Qatar,QAT,2015,13.51222766455578
4796,Qatar,QAT,2016,13.50122678010568
4797,Qatar,QAT,2017,13.48888823546148
4798,Qatar,QAT,2018,13.53061684009762
4799,Qatar,QAT,2019,13.62765279058072
4800,Region of the Americas (WHO),,1990,14.37268632539839
4801,Region of the Americas (WHO),,1991,14.44026366982374
4802,Region of the Americas (WHO),,1992,14.50904067196086
4803,Region of the Americas (WHO),,1993,14.574400867347808
4804,Region of the Americas (WHO),,1994,14.63324379505847
4805,Region of the Americas (WHO),,1995,14.680440781916207
4806,Region of the Americas (WHO),,1996,14.79143059108522
4807,Region of the Americas (WHO),,1997,14.99793906372987
4808,Region of the Americas (WHO),,1998,15.2372094052536
4809,Region of the Americas (WHO),,1999,15.448289094831418
4810,Region of the Americas (WHO),,2000,15.56915028129556
4811,Region of the Americas (WHO),,2001,15.61676185452173
4812,Region of the Americas (WHO),,2002,15.64703103576689
4813,Region of the Americas (WHO),,2003,15.66158482144934
4814,Region of the Americas (WHO),,2004,15.662175953453051
4815,Region of the Americas (WHO),,2005,15.6480261086093
4816,Region of the Americas (WHO),,2006,15.61723687358214
4817,Region of the Americas (WHO),,2007,15.57011057983059
4818,Region of the Americas (WHO),,2008,15.51624356883688
4819,Region of the Americas (WHO),,2009,15.4636416509448
4820,Region of the Americas (WHO),,2010,15.42162052205772
4821,Region of the Americas (WHO),,2011,15.353151885535448
4822,Region of the Americas (WHO),,2012,15.23509018720561
4823,Region of the Americas (WHO),,2013,15.10459964660129
4824,Region of the Americas (WHO),,2014,14.996878204176287
4825,Region of the Americas (WHO),,2015,14.946538314805167
4826,Region of the Americas (WHO),,2016,14.96550967839366
4827,Region of the Americas (WHO),,2017,14.9911463632211
4828,Region of the Americas (WHO),,2018,15.04199441113712
4829,Region of the Americas (WHO),,2019,15.14687903387742
4830,Romania,ROU,1990,11.13208330945797
4831,Romania,ROU,1991,11.14683379968842
4832,Romania,ROU,1992,11.15780449819465
4833,Romania,ROU,1993,11.16922304144284
4834,Romania,ROU,1994,11.17801998919192
4835,Romania,ROU,1995,11.18271994721034
4836,Romania,ROU,1996,11.1929740136102
4837,Romania,ROU,1997,11.20820227553745
4838,Romania,ROU,1998,11.22561121272146
4839,Romania,ROU,1999,11.241665895238109
4840,Romania,ROU,2000,11.2513895276564
4841,Romania,ROU,2001,11.25343540912551
4842,Romania,ROU,2002,11.25158975740152
4843,Romania,ROU,2003,11.24105942201489
4844,Romania,ROU,2004,11.23321580258589
4845,Romania,ROU,2005,11.22144369497085
4846,Romania,ROU,2006,11.20278491136892
4847,Romania,ROU,2007,11.17619702105274
4848,Romania,ROU,2008,11.14938821957768
4849,Romania,ROU,2009,11.12994569875879
4850,Romania,ROU,2010,11.11019874891853
4851,Romania,ROU,2011,11.11314670145662
4852,Romania,ROU,2012,11.12596931835453
4853,Romania,ROU,2013,11.14321172127592
4854,Romania,ROU,2014,11.15386390393844
4855,Romania,ROU,2015,11.15419222959576
4856,Romania,ROU,2016,11.13722933795985
4857,Romania,ROU,2017,11.12238647806149
4858,Romania,ROU,2018,11.11292607982357
4859,Romania,ROU,2019,11.10257338806637
4860,Russia,RUS,1990,11.409786622892067
4861,Russia,RUS,1991,11.43533944516111
4862,Russia,RUS,1992,11.46009585595119
4863,Russia,RUS,1993,11.48469564981712
4864,Russia,RUS,1994,11.50943394922022
4865,Russia,RUS,1995,11.53397538692335
4866,Russia,RUS,1996,11.56400766292876
4867,Russia,RUS,1997,11.599614709961829
4868,Russia,RUS,1998,11.6348211940667
4869,Russia,RUS,1999,11.66049190422121
4870,Russia,RUS,2000,11.6701245785451
4871,Russia,RUS,2001,11.65651632756166
4872,Russia,RUS,2002,11.62652384062892
4873,Russia,RUS,2003,11.5874142618764
4874,Russia,RUS,2004,11.5470297529884
4875,Russia,RUS,2005,11.51280290584549
4876,Russia,RUS,2006,11.47527316596911
4877,Russia,RUS,2007,11.42532258454179
4878,Russia,RUS,2008,11.37363117540321
4879,Russia,RUS,2009,11.32953810946084
4880,Russia,RUS,2010,11.3033846156579
4881,Russia,RUS,2011,11.30282262943116
4882,Russia,RUS,2012,11.32013699121714
4883,Russia,RUS,2013,11.3458917085259
4884,Russia,RUS,2014,11.36862836377645
4885,Russia,RUS,2015,11.3765859834761
4886,Russia,RUS,2016,11.370562275993
4887,Russia,RUS,2017,11.36239304352523
4888,Russia,RUS,2018,11.34798780320863
4889,Russia,RUS,2019,11.32027708589342
4890,Rwanda,RWA,1990,13.704785606142533
4891,Rwanda,RWA,1991,13.77180198768688
4892,Rwanda,RWA,1992,13.82406770002184
4893,Rwanda,RWA,1993,13.863956681278488
4894,Rwanda,RWA,1994,13.926124221437131
4895,Rwanda,RWA,1995,13.96514207675035
4896,Rwanda,RWA,1996,13.96500475818672
4897,Rwanda,RWA,1997,13.95012202104482
4898,Rwanda,RWA,1998,13.92936035097285
4899,Rwanda,RWA,1999,13.90286823895956
4900,Rwanda,RWA,2000,13.87129806235308
4901,Rwanda,RWA,2001,13.83018224556377
4902,Rwanda,RWA,2002,13.772965960341429
4903,Rwanda,RWA,2003,13.709078519166908
4904,Rwanda,RWA,2004,13.63792271575896
4905,Rwanda,RWA,2005,13.5669624474928
4906,Rwanda,RWA,2006,13.48705641237916
4907,Rwanda,RWA,2007,13.3835407843852
4908,Rwanda,RWA,2008,13.281293572054608
4909,Rwanda,RWA,2009,13.189837329335772
4910,Rwanda,RWA,2010,13.137931515232202
4911,Rwanda,RWA,2011,13.105354802491387
4912,Rwanda,RWA,2012,13.07909373449421
4913,Rwanda,RWA,2013,13.06866222410015
4914,Rwanda,RWA,2014,13.05664322347248
4915,Rwanda,RWA,2015,13.053185592741931
4916,Rwanda,RWA,2016,13.06964502052448
4917,Rwanda,RWA,2017,13.08807783022814
4918,Rwanda,RWA,2018,13.084699589553589
4919,Rwanda,RWA,2019,13.079750109942308
4920,Saint Kitts and Nevis,KNA,1990,15.03363685240232
4921,Saint Kitts and Nevis,KNA,1991,15.01471616964524
4922,Saint Kitts and Nevis,KNA,1992,15.00264427025815
4923,Saint Kitts and Nevis,KNA,1993,14.988168976865673
4924,Saint Kitts and Nevis,KNA,1994,14.978343493824308
4925,Saint Kitts and Nevis,KNA,1995,14.97252522738426
4926,Saint Kitts and Nevis,KNA,1996,14.97516243143948
4927,Saint Kitts and Nevis,KNA,1997,14.98327393659071
4928,Saint Kitts and Nevis,KNA,1998,14.99321553909041
4929,Saint Kitts and Nevis,KNA,1999,15.00298111447089
4930,Saint Kitts and Nevis,KNA,2000,15.00388470615985
4931,Saint Kitts and Nevis,KNA,2001,15.00400429845618
4932,Saint Kitts and Nevis,KNA,2002,15.00596688710727
4933,Saint Kitts and Nevis,KNA,2003,15.00484386678495
4934,Saint Kitts and Nevis,KNA,2004,15.007999125200138
4935,Saint Kitts and Nevis,KNA,2005,15.00761827223916
4936,Saint Kitts and Nevis,KNA,2006,15.00874063449743
4937,Saint Kitts and Nevis,KNA,2007,15.00797402488288
4938,Saint Kitts and Nevis,KNA,2008,15.01100543756682
4939,Saint Kitts and Nevis,KNA,2009,15.016516266785928
4940,Saint Kitts and Nevis,KNA,2010,15.01899921111789
4941,Saint Kitts and Nevis,KNA,2011,15.030371475001388
4942,Saint Kitts and Nevis,KNA,2012,15.04555186851529
4943,Saint Kitts and Nevis,KNA,2013,15.06444466788787
4944,Saint Kitts and Nevis,KNA,2014,15.07583014976974
4945,Saint Kitts and Nevis,KNA,2015,15.081887185617171
4946,Saint Kitts and Nevis,KNA,2016,15.07519020424879
4947,Saint Kitts and Nevis,KNA,2017,15.066368888625862
4948,Saint Kitts and Nevis,KNA,2018,15.07755419674514
4949,Saint Kitts and Nevis,KNA,2019,15.098794137568389
4950,Saint Lucia,LCA,1990,14.29483828430592
4951,Saint Lucia,LCA,1991,14.2691207362427
4952,Saint Lucia,LCA,1992,14.24687255355486
4953,Saint Lucia,LCA,1993,14.23024037861698
4954,Saint Lucia,LCA,1994,14.21791634613577
4955,Saint Lucia,LCA,1995,14.21494454477042
4956,Saint Lucia,LCA,1996,14.220332912680462
4957,Saint Lucia,LCA,1997,14.229806816099162
4958,Saint Lucia,LCA,1998,14.24396176646511
4959,Saint Lucia,LCA,1999,14.255259383510218
4960,Saint Lucia,LCA,2000,14.26293625492774
4961,Saint Lucia,LCA,2001,14.26640854137585
4962,Saint Lucia,LCA,2002,14.268990830750692
4963,Saint Lucia,LCA,2003,14.27007929265834
4964,Saint Lucia,LCA,2004,14.27049789565559
4965,Saint Lucia,LCA,2005,14.27412769846989
4966,Saint Lucia,LCA,2006,14.27622235105122
4967,Saint Lucia,LCA,2007,14.27893804848854
4968,Saint Lucia,LCA,2008,14.27989870107366
4969,Saint Lucia,LCA,2009,14.290516454206289
4970,Saint Lucia,LCA,2010,14.29859735934494
4971,Saint Lucia,LCA,2011,14.31411995592232
4972,Saint Lucia,LCA,2012,14.3370043449454
4973,Saint Lucia,LCA,2013,14.36218528279096
4974,Saint Lucia,LCA,2014,14.384824679242
4975,Saint Lucia,LCA,2015,14.40053454356914
4976,Saint Lucia,LCA,2016,14.40277090881443
4977,Saint Lucia,LCA,2017,14.401272773506548
4978,Saint Lucia,LCA,2018,14.425132485510533
4979,Saint Lucia,LCA,2019,14.46568253296039
4980,Saint Vincent and the Grenadines,VCT,1990,14.2263964322172
4981,Saint Vincent and the Grenadines,VCT,1991,14.18475981770566
4982,Saint Vincent and the Grenadines,VCT,1992,14.153114560682187
4983,Saint Vincent and the Grenadines,VCT,1993,14.1287715847171
4984,Saint Vincent and the Grenadines,VCT,1994,14.11372085310858
4985,Saint Vincent and the Grenadines,VCT,1995,14.10477353463915
4986,Saint Vincent and the Grenadines,VCT,1996,14.114357221304047
4987,Saint Vincent and the Grenadines,VCT,1997,14.143981523154888
4988,Saint Vincent and the Grenadines,VCT,1998,14.18232307262344
4989,Saint Vincent and the Grenadines,VCT,1999,14.22268870612235
4990,Saint Vincent and the Grenadines,VCT,2000,14.23711557966794
4991,Saint Vincent and the Grenadines,VCT,2001,14.245128101322347
4992,Saint Vincent and the Grenadines,VCT,2002,14.24990085322126
4993,Saint Vincent and the Grenadines,VCT,2003,14.25505543819735
4994,Saint Vincent and the Grenadines,VCT,2004,14.26296117358064
4995,Saint Vincent and the Grenadines,VCT,2005,14.26144118736519
4996,Saint Vincent and the Grenadines,VCT,2006,14.2640456935663
4997,Saint Vincent and the Grenadines,VCT,2007,14.264561881115933
4998,Saint Vincent and the Grenadines,VCT,2008,14.26677993937669
4999,Saint Vincent and the Grenadines,VCT,2009,14.27021939830126
5000,Saint Vincent and the Grenadines,VCT,2010,14.27417956547869
5001,Saint Vincent and the Grenadines,VCT,2011,14.29146198772755
5002,Saint Vincent and the Grenadines,VCT,2012,14.31290791117858
5003,Saint Vincent and the Grenadines,VCT,2013,14.341398509657347
5004,Saint Vincent and the Grenadines,VCT,2014,14.36556757312965
5005,Saint Vincent and the Grenadines,VCT,2015,14.37602634050437
5006,Saint Vincent and the Grenadines,VCT,2016,14.36933794477596
5007,Saint Vincent and the Grenadines,VCT,2017,14.36505158288854
5008,Saint Vincent and the Grenadines,VCT,2018,14.3870533881467
5009,Saint Vincent and the Grenadines,VCT,2019,14.44503451303567
5010,Samoa,WSM,1990,11.79497628376042
5011,Samoa,WSM,1991,11.79628215427728
5012,Samoa,WSM,1992,11.8008580692189
5013,Samoa,WSM,1993,11.8001960181874
5014,Samoa,WSM,1994,11.79657825062214
5015,Samoa,WSM,1995,11.79326162843148
5016,Samoa,WSM,1996,11.78757236370298
5017,Samoa,WSM,1997,11.78164800184686
5018,Samoa,WSM,1998,11.76958159915537
5019,Samoa,WSM,1999,11.757576566265367
5020,Samoa,WSM,2000,11.74186914049386
5021,Samoa,WSM,2001,11.72004788622283
5022,Samoa,WSM,2002,11.694508772379027
5023,Samoa,WSM,2003,11.66655693301761
5024,Samoa,WSM,2004,11.64059000069415
5025,Samoa,WSM,2005,11.62071490911394
5026,Samoa,WSM,2006,11.603263232924
5027,Samoa,WSM,2007,11.58616182505398
5028,Samoa,WSM,2008,11.57243575850757
5029,Samoa,WSM,2009,11.56722320478084
5030,Samoa,WSM,2010,11.56473087033306
5031,Samoa,WSM,2011,11.56650920066085
5032,Samoa,WSM,2012,11.57125317006728
5033,Samoa,WSM,2013,11.574235137020631
5034,Samoa,WSM,2014,11.57715275165879
5035,Samoa,WSM,2015,11.577260454269153
5036,Samoa,WSM,2016,11.56199200163646
5037,Samoa,WSM,2017,11.54693900243606
5038,Samoa,WSM,2018,11.56264964340559
5039,Samoa,WSM,2019,11.59383420032179
5040,San Marino,SMR,1990,15.769790850824569
5041,San Marino,SMR,1991,15.777907274117888
5042,San Marino,SMR,1992,15.78572395109285
5043,San Marino,SMR,1993,15.795129714010962
5044,San Marino,SMR,1994,15.80306407478112
5045,San Marino,SMR,1995,15.80795560883044
5046,San Marino,SMR,1996,15.816609905989573
5047,San Marino,SMR,1997,15.82572085837132
5048,San Marino,SMR,1998,15.829646657581712
5049,San Marino,SMR,1999,15.83732736235047
5050,San Marino,SMR,2000,15.84513260109339
5051,San Marino,SMR,2001,15.851419925566502
5052,San Marino,SMR,2002,15.86097332115613
5053,San Marino,SMR,2003,15.869385843183782
5054,San Marino,SMR,2004,15.879756387209
5055,San Marino,SMR,2005,15.88551639787596
5056,San Marino,SMR,2006,15.88682876715098
5057,San Marino,SMR,2007,15.885407879695029
5058,San Marino,SMR,2008,15.8808455713839
5059,San Marino,SMR,2009,15.88152775617099
5060,San Marino,SMR,2010,15.88273158293858
5061,San Marino,SMR,2011,15.89125819676214
5062,San Marino,SMR,2012,15.903579538522411
5063,San Marino,SMR,2013,15.91503862620534
5064,San Marino,SMR,2014,15.92638187725173
5065,San Marino,SMR,2015,15.93491240181012
5066,San Marino,SMR,2016,15.941415020409492
5067,San Marino,SMR,2017,15.94262088812582
5068,San Marino,SMR,2018,15.943052460644038
5069,San Marino,SMR,2019,15.93950855392209
5070,Sao Tome and Principe,STP,1990,10.86822980852339
5071,Sao Tome and Principe,STP,1991,10.86043678727293
5072,Sao Tome and Principe,STP,1992,10.85277908962892
5073,Sao Tome and Principe,STP,1993,10.84472121533492
5074,Sao Tome and Principe,STP,1994,10.84345598448705
5075,Sao Tome and Principe,STP,1995,10.84386450694702
5076,Sao Tome and Principe,STP,1996,10.83808568204862
5077,Sao Tome and Principe,STP,1997,10.83369758725802
5078,Sao Tome and Principe,STP,1998,10.82607457615493
5079,Sao Tome and Principe,STP,1999,10.81943092441748
5080,Sao Tome and Principe,STP,2000,10.82007153682744
5081,Sao Tome and Principe,STP,2001,10.8278242372923
5082,Sao Tome and Principe,STP,2002,10.8474369079053
5083,Sao Tome and Principe,STP,2003,10.87210581801838
5084,Sao Tome and Principe,STP,2004,10.9019699368693
5085,Sao Tome and Principe,STP,2005,10.91791230956548
