,Entity,Code,Year,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent)
2424,Guatemala,GTM,2014,5.2849349556553005
2425,Guatemala,GTM,2015,5.36174000843382
2426,Guatemala,GTM,2016,5.44668904473697
2427,Guatemala,GTM,2017,5.56601121203212
2428,Guatemala,GTM,2018,5.60437708554059
2429,Guatemala,GTM,2019,5.660382788027111
2430,Guinea,GIN,1990,1.01069940578871
2431,Guinea,GIN,1991,1.03848760320661
2432,Guinea,GIN,1992,1.05616257207027
2433,Guinea,GIN,1993,1.08359895265585
2434,Guinea,GIN,1994,1.10828951493565
2435,Guinea,GIN,1995,1.13109438767311
2436,Guinea,GIN,1996,1.16872917907584
2437,Guinea,GIN,1997,1.20784774718333
2438,Guinea,GIN,1998,1.23399008820608
2439,Guinea,GIN,1999,1.25720043366502
2440,Guinea,GIN,2000,1.2762517975691
2441,Guinea,GIN,2001,1.32307661314596
2442,Guinea,GIN,2002,1.37237948397901
2443,Guinea,GIN,2003,1.41647373762832
2444,Guinea,GIN,2004,1.4525405057796
2445,Guinea,GIN,2005,1.48958115691899
2446,Guinea,GIN,2006,1.52331705845999
2447,Guinea,GIN,2007,1.55815171625187
2448,Guinea,GIN,2008,1.5990571251583998
2449,Guinea,GIN,2009,1.63408046816922
2450,Guinea,GIN,2010,1.67826471129803
2451,Guinea,GIN,2011,1.72242594793917
2452,Guinea,GIN,2012,1.7634946378598402
2453,Guinea,GIN,2013,1.80336409075248
2454,Guinea,GIN,2014,1.80083694166023
2455,Guinea,GIN,2015,1.86071220195631
2456,Guinea,GIN,2016,1.94090123784598
2457,Guinea,GIN,2017,2.03282673230611
2458,Guinea,GIN,2018,2.13007191797914
2459,Guinea,GIN,2019,2.22948413470565
2460,Guinea-Bissau,GNB,1990,1.02849480368413
2461,Guinea-Bissau,GNB,1991,1.05258261443575
2462,Guinea-Bissau,GNB,1992,1.07534046678811
2463,Guinea-Bissau,GNB,1993,1.09997295732622
2464,Guinea-Bissau,GNB,1994,1.1103831956179
2465,Guinea-Bissau,GNB,1995,1.15143979872671
2466,Guinea-Bissau,GNB,1996,1.10610368510194
2467,Guinea-Bissau,GNB,1997,1.151214567585
2468,Guinea-Bissau,GNB,1998,1.18332436755002
2469,Guinea-Bissau,GNB,1999,1.19240972840612
2470,Guinea-Bissau,GNB,2000,1.29999517781697
2471,Guinea-Bissau,GNB,2001,1.33727545136159
2472,Guinea-Bissau,GNB,2002,1.37688390299786
2473,Guinea-Bissau,GNB,2003,1.42022799558238
2474,Guinea-Bissau,GNB,2004,1.46431288641852
2475,Guinea-Bissau,GNB,2005,1.4754585391545
2476,Guinea-Bissau,GNB,2006,1.57010385346615
2477,Guinea-Bissau,GNB,2007,1.6396481451885998
2478,Guinea-Bissau,GNB,2008,1.68915567104462
2479,Guinea-Bissau,GNB,2009,1.78422689418592
2480,Guinea-Bissau,GNB,2010,1.86752589196708
2481,Guinea-Bissau,GNB,2011,1.95484717401296
2482,Guinea-Bissau,GNB,2012,2.03393727298619
2483,Guinea-Bissau,GNB,2013,2.11458196836655
2484,Guinea-Bissau,GNB,2014,2.18295301381677
2485,Guinea-Bissau,GNB,2015,2.27052790288379
2486,Guinea-Bissau,GNB,2016,2.37036438172003
2487,Guinea-Bissau,GNB,2017,2.47756255869954
2488,Guinea-Bissau,GNB,2018,2.5820962849016302
2489,Guinea-Bissau,GNB,2019,2.69854446928911
2490,Guyana,GUY,1990,3.83582858949928
2491,Guyana,GUY,1991,3.96106455374088
2492,Guyana,GUY,1992,4.1159067303229
2493,Guyana,GUY,1993,4.10348866560984
2494,Guyana,GUY,1994,4.16938288868722
2495,Guyana,GUY,1995,4.13257705124658
2496,Guyana,GUY,1996,4.1309159903084005
2497,Guyana,GUY,1997,4.2172853603431895
2498,Guyana,GUY,1998,4.26936505693109
2499,Guyana,GUY,1999,4.38729959893416
2500,Guyana,GUY,2000,4.39166061852668
2501,Guyana,GUY,2001,4.43658885330666
2502,Guyana,GUY,2002,4.45724200648349
2503,Guyana,GUY,2003,4.54478099724638
2504,Guyana,GUY,2004,4.609837164502499
2505,Guyana,GUY,2005,4.63498598695477
2506,Guyana,GUY,2006,4.77428513924186
2507,Guyana,GUY,2007,4.84229110247463
2508,Guyana,GUY,2008,4.84975382014449
2509,Guyana,GUY,2009,4.97394687707728
2510,Guyana,GUY,2010,4.93373175707108
2511,Guyana,GUY,2011,4.90876640023633
2512,Guyana,GUY,2012,4.871935860306309
2513,Guyana,GUY,2013,4.92394277345078
2514,Guyana,GUY,2014,4.90829493555749
2515,Guyana,GUY,2015,4.98126011557647
2516,Guyana,GUY,2016,5.03821800345143
2517,Guyana,GUY,2017,5.10555720633382
2518,Guyana,GUY,2018,5.13745852407988
2519,Guyana,GUY,2019,5.132051529768591
2520,Haiti,HTI,1990,1.74837924482943
2521,Haiti,HTI,1991,1.7791925138359002
2522,Haiti,HTI,1992,1.82764003000748
2523,Haiti,HTI,1993,1.83130891401891
2524,Haiti,HTI,1994,1.8789238455153
2525,Haiti,HTI,1995,1.95778833269106
2526,Haiti,HTI,1996,2.02017724294759
2527,Haiti,HTI,1997,2.08314585136397
2528,Haiti,HTI,1998,2.15848842029354
2529,Haiti,HTI,1999,2.2345756633809
2530,Haiti,HTI,2000,2.30753998537164
2531,Haiti,HTI,2001,2.3726344253273
2532,Haiti,HTI,2002,2.43675603316763
2533,Haiti,HTI,2003,2.4904392328413403
2534,Haiti,HTI,2004,2.3992738682919903
2535,Haiti,HTI,2005,2.5969163559239403
2536,Haiti,HTI,2006,2.66266674077582
2537,Haiti,HTI,2007,2.73044299811034
2538,Haiti,HTI,2008,2.7756302646365
2539,Haiti,HTI,2009,2.85709985575572
2540,Haiti,HTI,2010,0.85838928904562
2541,Haiti,HTI,2011,2.67632600061928
2542,Haiti,HTI,2012,2.94894586763278
2543,Haiti,HTI,2013,2.98912091489093
2544,Haiti,HTI,2014,3.0627847353628
2545,Haiti,HTI,2015,3.12395188483947
2546,Haiti,HTI,2016,3.17863506724256
2547,Haiti,HTI,2017,3.3341321237796104
2548,Haiti,HTI,2018,3.4251413230292203
2549,Haiti,HTI,2019,3.50053136352028
2550,Honduras,HND,1990,3.0903490813416203
2551,Honduras,HND,1991,3.1998926555630898
2552,Honduras,HND,1992,3.27784174978688
2553,Honduras,HND,1993,3.33198741179738
2554,Honduras,HND,1994,3.46874633080543
2555,Honduras,HND,1995,3.53789683771863
2556,Honduras,HND,1996,3.66457943828186
2557,Honduras,HND,1997,3.7819689255877504
2558,Honduras,HND,1998,2.6575597843174403
2559,Honduras,HND,1999,3.99301819861272
2560,Honduras,HND,2000,4.12602520906023
2561,Honduras,HND,2001,4.23872827406869
2562,Honduras,HND,2002,4.36624987122415
2563,Honduras,HND,2003,4.45848306140377
2564,Honduras,HND,2004,4.59134877177578
2565,Honduras,HND,2005,4.70216468629305
2566,Honduras,HND,2006,4.78735925122043
2567,Honduras,HND,2007,4.87112447034162
2568,Honduras,HND,2008,4.96270584636618
2569,Honduras,HND,2009,5.05954180472146
2570,Honduras,HND,2010,5.09737658198465
2571,Honduras,HND,2011,5.20207269393434
2572,Honduras,HND,2012,4.73848137204038
2573,Honduras,HND,2013,4.8621839894373
2574,Honduras,HND,2014,4.9364634759050405
2575,Honduras,HND,2015,4.94612279485365
2576,Honduras,HND,2016,5.622479006609169
2577,Honduras,HND,2017,5.69109119199252
2578,Honduras,HND,2018,5.7432856188595
2579,Honduras,HND,2019,5.76201326936102
2580,Hungary,HUN,1990,3.6843182491895
2581,Hungary,HUN,1991,3.68107368582394
2582,Hungary,HUN,1992,3.58688181221162
2583,Hungary,HUN,1993,3.57178919268195
2584,Hungary,HUN,1994,3.6249811046153697
2585,Hungary,HUN,1995,3.67556786395942
2586,Hungary,HUN,1996,3.81791573496622
2587,Hungary,HUN,1997,3.83555372046988
2588,Hungary,HUN,1998,3.78288756001288
2589,Hungary,HUN,1999,3.77285564605159
2590,Hungary,HUN,2000,3.90480000485014
2591,Hungary,HUN,2001,3.98111055322532
2592,Hungary,HUN,2002,3.9755714878202
2593,Hungary,HUN,2003,3.95112563813592
2594,Hungary,HUN,2004,3.98520730362545
2595,Hungary,HUN,2005,3.9414131335984703
2596,Hungary,HUN,2006,3.99601196570278
2597,Hungary,HUN,2007,3.97570399151522
2598,Hungary,HUN,2008,4.06263562282295
2599,Hungary,HUN,2009,4.06347022586972
2600,Hungary,HUN,2010,4.1181725464261705
2601,Hungary,HUN,2011,4.15804677432082
2602,Hungary,HUN,2012,4.19320462673438
2603,Hungary,HUN,2013,4.27338791048619
2604,Hungary,HUN,2014,4.263856856052469
2605,Hungary,HUN,2015,4.20622751572071
2606,Hungary,HUN,2016,4.27110584499839
2607,Hungary,HUN,2017,4.237666108968989
2608,Hungary,HUN,2018,4.198929621189
2609,Hungary,HUN,2019,4.22523159757315
2610,Iceland,ISL,1990,7.42768701685042
2611,Iceland,ISL,1991,7.46167892981702
2612,Iceland,ISL,1992,7.51924072334195
2613,Iceland,ISL,1993,7.56320308404035
2614,Iceland,ISL,1994,7.569073245617659
2615,Iceland,ISL,1995,7.406378083205491
2616,Iceland,ISL,1996,7.596550674676241
2617,Iceland,ISL,1997,7.644705222172201
2618,Iceland,ISL,1998,7.71338894273131
2619,Iceland,ISL,1999,7.79617702462701
2620,Iceland,ISL,2000,7.912030513530411
2621,Iceland,ISL,2001,7.98200428485945
2622,Iceland,ISL,2002,8.02005338426947
2623,Iceland,ISL,2003,8.07925694168803
2624,Iceland,ISL,2004,8.11389408489228
2625,Iceland,ISL,2005,8.14087512272402
2626,Iceland,ISL,2006,8.14475413236157
2627,Iceland,ISL,2007,8.18808772288945
2628,Iceland,ISL,2008,8.25310028366102
2629,Iceland,ISL,2009,8.268744022091159
2630,Iceland,ISL,2010,8.27455792706983
2631,Iceland,ISL,2011,8.27502439500778
2632,Iceland,ISL,2012,8.25377711483753
2633,Iceland,ISL,2013,8.28506131080147
2634,Iceland,ISL,2014,8.413948550629941
2635,Iceland,ISL,2015,8.39015925962831
2636,Iceland,ISL,2016,8.36384068137308
2637,Iceland,ISL,2017,8.31969623711568
2638,Iceland,ISL,2018,8.30435670242807
2639,Iceland,ISL,2019,8.268291934267861
2640,India,IND,1990,2.31208134297223
2641,India,IND,1991,2.40306230107113
2642,India,IND,1992,2.49119818198615
2643,India,IND,1993,2.6117081100049
2644,India,IND,1994,2.73139546413339
2645,India,IND,1995,2.8236507007334
2646,India,IND,1996,2.89344801517072
2647,India,IND,1997,2.89944453865626
2648,India,IND,1998,2.93215613207405
2649,India,IND,1999,2.99054868564014
2650,India,IND,2000,3.06340297111317
2651,India,IND,2001,3.1510044301334
2652,India,IND,2002,3.27624223928977
2653,India,IND,2003,3.41517202261028
2654,India,IND,2004,3.5352056352913497
2655,India,IND,2005,3.6031692335303305
2656,India,IND,2006,3.648998787645832
2657,India,IND,2007,3.65968556296386
2658,India,IND,2008,3.6466968838857694
2659,India,IND,2009,3.70326861251964
2660,India,IND,2010,3.7581933726000702
2661,India,IND,2011,3.83220626450828
2662,India,IND,2012,3.95057190950662
2663,India,IND,2013,4.07386956586644
2664,India,IND,2014,4.25066902132388
2665,India,IND,2015,4.35228884770346
2666,India,IND,2016,4.5114832040102
2667,India,IND,2017,4.61244924656063
2668,India,IND,2018,4.633943402865319
2669,India,IND,2019,4.66904653398704
2670,Indonesia,IDN,1990,2.51020849773523
2671,Indonesia,IDN,1991,2.60001999553124
2672,Indonesia,IDN,1992,2.6862991090674
2673,Indonesia,IDN,1993,2.7722194852953503
2674,Indonesia,IDN,1994,2.85553911156518
2675,Indonesia,IDN,1995,2.93776525772077
2676,Indonesia,IDN,1996,3.01594413319236
2677,Indonesia,IDN,1997,3.07771114414154
2678,Indonesia,IDN,1998,3.1213722834756803
2679,Indonesia,IDN,1999,3.17052026813279
2680,Indonesia,IDN,2000,3.2333407647720303
2681,Indonesia,IDN,2001,3.28517359845734
2682,Indonesia,IDN,2002,3.34248892265644
2683,Indonesia,IDN,2003,3.40262184566606
2684,Indonesia,IDN,2004,3.09843066347331
2685,Indonesia,IDN,2005,3.5373071172146697
2686,Indonesia,IDN,2006,3.5815037968010297
2687,Indonesia,IDN,2007,3.6587807015690696
2688,Indonesia,IDN,2008,3.71833455396423
2689,Indonesia,IDN,2009,3.77108931218538
2690,Indonesia,IDN,2010,3.8411616261193
2691,Indonesia,IDN,2011,3.91677816836629
2692,Indonesia,IDN,2012,3.9827100168157097
2693,Indonesia,IDN,2013,4.04079990882444
2694,Indonesia,IDN,2014,4.102612140436071
2695,Indonesia,IDN,2015,4.15205010990623
2696,Indonesia,IDN,2016,4.20970281679024
2697,Indonesia,IDN,2017,4.2456786961776505
2698,Indonesia,IDN,2018,4.289444895978449
2699,Indonesia,IDN,2019,4.36464417045878
2700,Iran,IRN,1990,4.62910120952521
2701,Iran,IRN,1991,5.43307682519483
2702,Iran,IRN,1992,5.713893567928221
2703,Iran,IRN,1993,5.94824366066396
2704,Iran,IRN,1994,6.18673512650076
2705,Iran,IRN,1995,6.40257734743781
2706,Iran,IRN,1996,6.61433127212267
2707,Iran,IRN,1997,6.76042386202394
2708,Iran,IRN,1998,7.03258334515084
2709,Iran,IRN,1999,7.25684211798165
2710,Iran,IRN,2000,7.504493791997829
2711,Iran,IRN,2001,7.72050239485194
2712,Iran,IRN,2002,7.95523956799877
2713,Iran,IRN,2003,7.54406429985788
2714,Iran,IRN,2004,8.30816584966885
2715,Iran,IRN,2005,8.46969982229669
2716,Iran,IRN,2006,8.648521166837279
2717,Iran,IRN,2007,8.84144099762954
2718,Iran,IRN,2008,9.03456390697148
2719,Iran,IRN,2009,9.20599772250787
2720,Iran,IRN,2010,9.32308797548745
2721,Iran,IRN,2011,9.42951814177064
2722,Iran,IRN,2012,9.52893837841389
2723,Iran,IRN,2013,9.638030715668927
2724,Iran,IRN,2014,9.80328725850052
2725,Iran,IRN,2015,9.99689148026429
2726,Iran,IRN,2016,10.2214212284616
2727,Iran,IRN,2017,10.260154179804973
2728,Iran,IRN,2018,10.29938812249929
2729,Iran,IRN,2019,10.31473206520086
2730,Iraq,IRQ,1990,3.47650135368422
2731,Iraq,IRQ,1991,3.5621219066475
2732,Iraq,IRQ,1992,3.65126630353056
2733,Iraq,IRQ,1993,3.72820449627448
2734,Iraq,IRQ,1994,3.77474249342647
2735,Iraq,IRQ,1995,3.83956726739306
2736,Iraq,IRQ,1996,3.92042502031646
2737,Iraq,IRQ,1997,3.98213014855869
2738,Iraq,IRQ,1998,4.08602551468579
2739,Iraq,IRQ,1999,4.205028899735179
2740,Iraq,IRQ,2000,4.3467140124836
2741,Iraq,IRQ,2001,4.53166048949781
2742,Iraq,IRQ,2002,4.69117429874284
2743,Iraq,IRQ,2003,4.3547304580540205
2744,Iraq,IRQ,2004,4.45052368337816
2745,Iraq,IRQ,2005,4.53409390853272
2746,Iraq,IRQ,2006,4.32593023878654
2747,Iraq,IRQ,2007,4.244534294474691
2748,Iraq,IRQ,2008,5.02361487061275
2749,Iraq,IRQ,2009,5.38371953758491
2750,Iraq,IRQ,2010,5.6385133854482
2751,Iraq,IRQ,2011,5.88666227488851
2752,Iraq,IRQ,2012,6.111582235332571
2753,Iraq,IRQ,2013,5.96544301772101
2754,Iraq,IRQ,2014,5.55728507618711
2755,Iraq,IRQ,2015,5.93790433794719
2756,Iraq,IRQ,2016,5.97878178289599
2757,Iraq,IRQ,2017,6.20150125518175
2758,Iraq,IRQ,2018,7.347669596569551
2759,Iraq,IRQ,2019,7.456860473417059
2760,Ireland,IRL,1990,7.38802251617876
2761,Ireland,IRL,1991,7.470023366408079
2762,Ireland,IRL,1992,7.561312126530501
2763,Ireland,IRL,1993,7.60885272016648
2764,Ireland,IRL,1994,7.71300753359288
2765,Ireland,IRL,1995,7.690675895851689
2766,Ireland,IRL,1996,7.77593665984632
2767,Ireland,IRL,1997,7.82795149728087
2768,Ireland,IRL,1998,7.89618595309973
2769,Ireland,IRL,1999,7.93464440713422
2770,Ireland,IRL,2000,8.07609679375446
2771,Ireland,IRL,2001,8.29394272599796
2772,Ireland,IRL,2002,8.48706884026511
2773,Ireland,IRL,2003,8.681845096323231
2774,Ireland,IRL,2004,8.82468798547646
2775,Ireland,IRL,2005,8.99360833826814
2776,Ireland,IRL,2006,9.11409422164677
2777,Ireland,IRL,2007,9.29616814255775
2778,Ireland,IRL,2008,9.41643585090156
2779,Ireland,IRL,2009,9.515604121975429
2780,Ireland,IRL,2010,9.763956936982847
2781,Ireland,IRL,2011,9.70204286840745
2782,Ireland,IRL,2012,9.72038497437302
2783,Ireland,IRL,2013,9.73082568133885
2784,Ireland,IRL,2014,9.75353273817578
2785,Ireland,IRL,2015,9.73268548824988
2786,Ireland,IRL,2016,9.81271260127097
2787,Ireland,IRL,2017,9.81652632352274
2788,Ireland,IRL,2018,9.69299542214649
2789,Ireland,IRL,2019,9.52930046766311
2790,Israel,ISR,1990,8.07313170149466
2791,Israel,ISR,1991,8.119086425312
2792,Israel,ISR,1992,8.13477626702592
2793,Israel,ISR,1993,8.344787435441429
2794,Israel,ISR,1994,8.430278216198591
2795,Israel,ISR,1995,8.505563873654209
2796,Israel,ISR,1996,8.52742798859428
2797,Israel,ISR,1997,8.59008455006901
2798,Israel,ISR,1998,8.64349975952615
2799,Israel,ISR,1999,8.70789176503055
2800,Israel,ISR,2000,8.69979212352673
2801,Israel,ISR,2001,8.669719416464341
2802,Israel,ISR,2002,8.46522476549256
2803,Israel,ISR,2003,8.77279585702612
2804,Israel,ISR,2004,8.92698818463896
2805,Israel,ISR,2005,9.10282172135295
2806,Israel,ISR,2006,9.08189154658256
2807,Israel,ISR,2007,9.32767239634175
2808,Israel,ISR,2008,9.3849321257863
2809,Israel,ISR,2009,9.57195214726302
2810,Israel,ISR,2010,9.87716093738633
2811,Israel,ISR,2011,9.85387658267058
2812,Israel,ISR,2012,9.84731232959183
2813,Israel,ISR,2013,9.84117927455894
2814,Israel,ISR,2014,9.25194802170808
2815,Israel,ISR,2015,9.72712248565587
2816,Israel,ISR,2016,9.72644545780853
2817,Israel,ISR,2017,9.69720921362267
2818,Israel,ISR,2018,9.62340117680466
2819,Israel,ISR,2019,9.62697210680271
2820,Italy,ITA,1990,6.912742500712479
2821,Italy,ITA,1991,6.84728346302845
2822,Italy,ITA,1992,6.8578081324045
2823,Italy,ITA,1993,6.865892681386759
2824,Italy,ITA,1994,6.84903743882909
2825,Italy,ITA,1995,6.8446599178643
2826,Italy,ITA,1996,6.842813362742841
2827,Italy,ITA,1997,6.86809161828707
2828,Italy,ITA,1998,6.849262791176559
2829,Italy,ITA,1999,6.895408119805441
2830,Italy,ITA,2000,6.95996878533024
2831,Italy,ITA,2001,6.99637574887282
2832,Italy,ITA,2002,7.012024205619739
2833,Italy,ITA,2003,6.993244502293609
2834,Italy,ITA,2004,7.10995476212836
2835,Italy,ITA,2005,7.14236905139595
2836,Italy,ITA,2006,7.182849477218619
2837,Italy,ITA,2007,7.20692799633362
2838,Italy,ITA,2008,7.237271079274429
2839,Italy,ITA,2009,7.268872662317009
2840,Italy,ITA,2010,7.34191189689702
2841,Italy,ITA,2011,7.34508510930921
2842,Italy,ITA,2012,7.35070832130083
2843,Italy,ITA,2013,7.401043686382799
2844,Italy,ITA,2014,7.423364174905089
2845,Italy,ITA,2015,7.3273986253952
2846,Italy,ITA,2016,7.35226259078447
2847,Italy,ITA,2017,7.294353353614779
2848,Italy,ITA,2018,7.209466352111779
2849,Italy,ITA,2019,7.14909335096507
2850,Jamaica,JAM,1990,5.91311369402691
2851,Jamaica,JAM,1991,6.07013247302083
2852,Jamaica,JAM,1992,5.98786787354642
2853,Jamaica,JAM,1993,5.94424236896908
2854,Jamaica,JAM,1994,5.92413756502243
2855,Jamaica,JAM,1995,5.928116880674271
2856,Jamaica,JAM,1996,5.9056780888813405
2857,Jamaica,JAM,1997,5.85623658153183
2858,Jamaica,JAM,1998,5.83915986622366
2859,Jamaica,JAM,1999,5.76550248894866
2860,Jamaica,JAM,2000,5.84813112204708
2861,Jamaica,JAM,2001,5.89998997524802
2862,Jamaica,JAM,2002,6.15959099070355
2863,Jamaica,JAM,2003,6.41631610482208
2864,Jamaica,JAM,2004,6.58483800645658
2865,Jamaica,JAM,2005,6.78719346627104
2866,Jamaica,JAM,2006,6.781656593742801
2867,Jamaica,JAM,2007,6.4365902081060895
2868,Jamaica,JAM,2008,6.10704054569887
2869,Jamaica,JAM,2009,5.93535683964753
2870,Jamaica,JAM,2010,6.40967209640967
2871,Jamaica,JAM,2011,6.25390418286592
2872,Jamaica,JAM,2012,6.600321388327619
2873,Jamaica,JAM,2013,6.66964734390147
2874,Jamaica,JAM,2014,6.42771913780904
2875,Jamaica,JAM,2015,6.400258676567069
2876,Jamaica,JAM,2016,6.391873847995801
2877,Jamaica,JAM,2017,6.37887789741273
2878,Jamaica,JAM,2018,6.39626102031728
2879,Jamaica,JAM,2019,6.39836193360081
2880,Japan,JPN,1990,5.89495330573086
2881,Japan,JPN,1991,5.82469759537672
2882,Japan,JPN,1992,5.74776108283478
