,Entity,Code,Year,Prevalence - Mental and substance use disorders - Sex: Male - Age: Age-standardized (Percent),Prevalence - Mental and substance use disorders - Sex: Female - Age: Age-standardized (Percent),Population (historical estimates),Continent
37752,Oman,OMN,1842,,,338700.0,
37753,Oman,OMN,1843,,,339673.0,
37754,Oman,OMN,1844,,,340648.0,
37755,Oman,OMN,1845,,,341625.0,
37756,Oman,OMN,1846,,,342606.0,
37757,Oman,OMN,1847,,,343589.0,
37758,Oman,OMN,1848,,,344576.0,
37759,Oman,OMN,1849,,,345565.0,
37760,Oman,OMN,1850,,,346557.0,
37761,Oman,OMN,1851,,,347157.0,
37762,Oman,OMN,1852,,,347758.0,
37763,Oman,OMN,1853,,,348359.0,
37764,Oman,OMN,1854,,,348961.0,
37765,Oman,OMN,1855,,,349563.0,
37766,Oman,OMN,1856,,,350167.0,
37767,Oman,OMN,1857,,,350770.0,
37768,Oman,OMN,1858,,,351375.0,
37769,Oman,OMN,1859,,,351980.0,
37770,Oman,OMN,1860,,,352585.0,
37771,Oman,OMN,1861,,,353191.0,
37772,Oman,OMN,1862,,,353798.0,
37773,Oman,OMN,1863,,,354405.0,
37774,Oman,OMN,1864,,,355013.0,
37775,Oman,OMN,1865,,,355621.0,
37776,Oman,OMN,1866,,,356230.0,
37777,Oman,OMN,1867,,,356839.0,
37778,Oman,OMN,1868,,,357449.0,
37779,Oman,OMN,1869,,,358060.0,
37780,Oman,OMN,1870,,,358672.0,
37781,Oman,OMN,1871,,,359285.0,
37782,Oman,OMN,1872,,,359898.0,
37783,Oman,OMN,1873,,,360512.0,
37784,Oman,OMN,1874,,,361127.0,
37785,Oman,OMN,1875,,,361742.0,
37786,Oman,OMN,1876,,,362358.0,
37787,Oman,OMN,1877,,,362975.0,
37788,Oman,OMN,1878,,,363592.0,
37789,Oman,OMN,1879,,,364209.0,
37790,Oman,OMN,1880,,,364827.0,
37791,Oman,OMN,1881,,,365446.0,
37792,Oman,OMN,1882,,,366065.0,
37793,Oman,OMN,1883,,,366685.0,
37794,Oman,OMN,1884,,,367305.0,
37795,Oman,OMN,1885,,,367926.0,
37796,Oman,OMN,1886,,,368547.0,
37797,Oman,OMN,1887,,,369169.0,
37798,Oman,OMN,1888,,,369792.0,
37799,Oman,OMN,1889,,,370415.0,
37800,Oman,OMN,1890,,,371038.0,
37801,Oman,OMN,1891,,,371662.0,
37802,Oman,OMN,1892,,,372286.0,
37803,Oman,OMN,1893,,,372911.0,
37804,Oman,OMN,1894,,,373537.0,
37805,Oman,OMN,1895,,,374163.0,
37806,Oman,OMN,1896,,,374790.0,
37807,Oman,OMN,1897,,,375417.0,
37808,Oman,OMN,1898,,,376044.0,
37809,Oman,OMN,1899,,,377248.0,
37810,Oman,OMN,1900,,,379033.0,
37811,Oman,OMN,1901,,,381405.0,
37812,Oman,OMN,1902,,,384370.0,
37813,Oman,OMN,1903,,,387934.0,
37814,Oman,OMN,1904,,,391530.0,
37815,Oman,OMN,1905,,,395159.0,
37816,Oman,OMN,1906,,,398821.0,
37817,Oman,OMN,1907,,,402516.0,
37818,Oman,OMN,1908,,,406246.0,
37819,Oman,OMN,1909,,,409338.0,
37820,Oman,OMN,1910,,,411787.0,
37821,Oman,OMN,1911,,,413588.0,
37822,Oman,OMN,1912,,,414735.0,
37823,Oman,OMN,1913,,,415220.0,
37824,Oman,OMN,1914,,,415706.0,
37825,Oman,OMN,1915,,,416192.0,
37826,Oman,OMN,1916,,,416677.0,
37827,Oman,OMN,1917,,,417163.0,
37828,Oman,OMN,1918,,,418162.0,
37829,Oman,OMN,1919,,,419164.0,
37830,Oman,OMN,1920,,,420168.0,
37831,Oman,OMN,1921,,,421174.0,
37832,Oman,OMN,1922,,,422183.0,
37833,Oman,OMN,1923,,,423194.0,
37834,Oman,OMN,1924,,,424208.0,
37835,Oman,OMN,1925,,,425224.0,
37836,Oman,OMN,1926,,,426242.0,
37837,Oman,OMN,1927,,,427263.0,
37838,Oman,OMN,1928,,,428287.0,
37839,Oman,OMN,1929,,,429313.0,
37840,Oman,OMN,1930,,,430341.0,
37841,Oman,OMN,1931,,,431372.0,
37842,Oman,OMN,1932,,,432405.0,
37843,Oman,OMN,1933,,,433441.0,
37844,Oman,OMN,1934,,,434479.0,
37845,Oman,OMN,1935,,,435520.0,
37846,Oman,OMN,1936,,,436563.0,
37847,Oman,OMN,1937,,,437608.0,
37848,Oman,OMN,1938,,,438657.0,
37849,Oman,OMN,1939,,,439707.0,
37850,Oman,OMN,1940,,,440760.0,
37851,Oman,OMN,1941,,,441816.0,
37852,Oman,OMN,1942,,,442874.0,
37853,Oman,OMN,1943,,,443935.0,
37854,Oman,OMN,1944,,,444999.0,
37855,Oman,OMN,1945,,,446064.0,
37856,Oman,OMN,1946,,,447133.0,
37857,Oman,OMN,1947,,,448204.0,
37858,Oman,OMN,1948,,,449277.0,
37859,Oman,OMN,1949,,,452000.0,
37860,Oman,OMN,1950,,,456410.0,
37861,Oman,OMN,1951,,,462255.0,
37862,Oman,OMN,1952,,,469346.0,
37863,Oman,OMN,1953,,,477443.0,
37864,Oman,OMN,1954,,,486315.0,
37865,Oman,OMN,1955,,,495825.0,
37866,Oman,OMN,1956,,,505888.0,
37867,Oman,OMN,1957,,,516467.0,
37868,Oman,OMN,1958,,,527591.0,
37869,Oman,OMN,1959,,,539320.0,
37870,Oman,OMN,1960,,,551735.0,
37871,Oman,OMN,1961,,,564891.0,
37872,Oman,OMN,1962,,,578827.0,
37873,Oman,OMN,1963,,,593498.0,
37874,Oman,OMN,1964,,,608890.0,
37875,Oman,OMN,1965,,,625006.0,
37876,Oman,OMN,1966,,,642007.0,
37877,Oman,OMN,1967,,,660117.0,
37878,Oman,OMN,1968,,,679592.0,
37879,Oman,OMN,1969,,,700725.0,
37880,Oman,OMN,1970,,,723842.0,
37881,Oman,OMN,1971,,,748968.0,
37882,Oman,OMN,1972,,,776385.0,
37883,Oman,OMN,1973,,,806985.0,
37884,Oman,OMN,1974,,,841952.0,
37885,Oman,OMN,1975,,,882038.0,
37886,Oman,OMN,1976,,,927434.0,
37887,Oman,OMN,1977,,,977804.0,
37888,Oman,OMN,1978,,,1032797.0,
37889,Oman,OMN,1979,,,1091858.0,
37890,Oman,OMN,1980,,,1154373.0,
37891,Oman,OMN,1981,,,1220578.0,
37892,Oman,OMN,1982,,,1290121.0,
37893,Oman,OMN,1983,,,1361085.0,
37894,Oman,OMN,1984,,,1431066.0,
37895,Oman,OMN,1985,,,1498413.0,
37896,Oman,OMN,1986,,,1561180.0,
37897,Oman,OMN,1987,,,1619871.0,
37898,Oman,OMN,1988,,,1678119.0,
37899,Oman,OMN,1989,,,1741155.0,
37900,Oman,OMN,2018,,,4829476.0,
37901,Oman,OMN,2019,,,4974992.0,
37902,Oman,OMN,2020,,,5106622.0,
37903,Oman,OMN,2021,,,5223376.0,
37904,Pakistan,PAK,1990,12.1905965241,12.9234606379,107647918.0,
37905,Pakistan,PAK,1991,12.1423937763,12.9367545344,110778655.0,
37906,Pakistan,PAK,1992,12.0999223535,12.952823168300002,113911126.0,
37907,Pakistan,PAK,1993,12.058393912900002,12.9634364984,117086680.0,
37908,Pakistan,PAK,1994,12.0171345831,12.9669389003,120362764.0,
37909,Pakistan,PAK,1995,11.9817459283,12.9530268892,123776835.0,
37910,Pakistan,PAK,1996,11.9505683548,12.9511108636,127349293.0,
37911,Pakistan,PAK,1997,11.9194332493,12.9383741303,131057432.0,
37912,Pakistan,PAK,1998,11.8861048352,12.9231590403,134843233.0,
37913,Pakistan,PAK,1999,11.8608100347,12.9124987743,138624625.0,
37914,Pakistan,PAK,2000,11.8347937793,12.9031606582,142343583.0,
37915,Pakistan,PAK,2001,11.8202328788,12.896759331499998,145978408.0,
37916,Pakistan,PAK,2002,11.8084921599,12.8914748048,149549695.0,
37917,Pakistan,PAK,2003,11.8046903026,12.8892032205,153093371.0,
37918,Pakistan,PAK,2004,11.804510533,12.8840214879,156664698.0,
37919,Pakistan,PAK,2005,11.793938965,12.8780624159,160304007.0,
37920,Pakistan,PAK,2006,11.7838928792,12.8357825273,164022626.0,
37921,Pakistan,PAK,2007,11.769139685,12.751791657299998,167808106.0,
37922,Pakistan,PAK,2008,11.7639044855,12.6524942614,171648984.0,
37923,Pakistan,PAK,2009,11.752580307,12.569943191,175525610.0,
37924,Pakistan,PAK,2010,11.739135791,12.526668615,179424643.0,
37925,Pakistan,PAK,2011,11.7187904675,12.5092697933,183340168.0,
37926,Pakistan,PAK,2012,11.6950986275,12.4923199146,187280125.0,
37927,Pakistan,PAK,2013,11.6715180026,12.4746344929,191260799.0,
37928,Pakistan,PAK,2014,11.6372990228,12.4583573668,195305012.0,
37929,Pakistan,PAK,2015,11.6049599333,12.4439019055,199426953.0,Asia
37930,Pakistan,PAK,2016,11.5625243793,12.4323585503,203631356.0,
37931,Pakistan,PAK,2017,11.5220936791,12.4289504973,207906210.0,
37932,Pakistan,PAK,-10000,,,8500.0,
37933,Pakistan,PAK,-9000,,,29124.0,
37934,Pakistan,PAK,-8000,,,48540.0,
37935,Pakistan,PAK,-7000,,,80901.0,
37936,Pakistan,PAK,-6000,,,134835.0,
37937,Pakistan,PAK,-5000,,,224726.0,
37938,Pakistan,PAK,-4000,,,374544.0,
37939,Pakistan,PAK,-3000,,,624241.0,
37940,Pakistan,PAK,-2000,,,1040402.0,
37941,Pakistan,PAK,-1000,,,1733998.0,
37942,Pakistan,PAK,0,,,2889996.0,
37943,Pakistan,PAK,100,,,3102494.0,
37944,Pakistan,PAK,200,,,3314999.0,
37945,Pakistan,PAK,300,,,3569998.0,
37946,Pakistan,PAK,400,,,3824996.0,
37947,Pakistan,PAK,500,,,4080007.0,
37948,Pakistan,PAK,600,,,4335006.0,
37949,Pakistan,PAK,700,,,4802498.0,
37950,Pakistan,PAK,800,,,5270002.0,
37951,Pakistan,PAK,900,,,5907496.0,
37952,Pakistan,PAK,1000,,,6544995.0,
37953,Pakistan,PAK,1100,,,6799986.0,
37954,Pakistan,PAK,1200,,,7055010.0,
37955,Pakistan,PAK,1300,,,7055010.0,
37956,Pakistan,PAK,1400,,,7990016.0,
37957,Pakistan,PAK,1500,,,8499982.0,
37958,Pakistan,PAK,1600,,,11049964.0,
37959,Pakistan,PAK,1700,,,13599971.0,
37960,Pakistan,PAK,1710,,,13739416.0,
37961,Pakistan,PAK,1720,,,14019782.0,
37962,Pakistan,PAK,1730,,,14305897.0,
37963,Pakistan,PAK,1740,,,14597840.0,
37964,Pakistan,PAK,1750,,,14895715.0,
37965,Pakistan,PAK,1760,,,15199720.0,
37966,Pakistan,PAK,1770,,,15509988.0,
37967,Pakistan,PAK,1780,,,15826502.0,
37968,Pakistan,PAK,1790,,,16149458.0,
37969,Pakistan,PAK,1800,,,13119841.0,
37970,Pakistan,PAK,1801,,,13145712.0,
37971,Pakistan,PAK,1802,,,13171633.0,
37972,Pakistan,PAK,1803,,,13197606.0,
37973,Pakistan,PAK,1804,,,13223629.0,
37974,Pakistan,PAK,1805,,,13249704.0,
37975,Pakistan,PAK,1806,,,13275830.0,
37976,Pakistan,PAK,1807,,,13302008.0,
37977,Pakistan,PAK,1808,,,13328238.0,
37978,Pakistan,PAK,1809,,,13354519.0,
37979,Pakistan,PAK,1810,,,13381804.0,
37980,Pakistan,PAK,1811,,,13409050.0,
37981,Pakistan,PAK,1812,,,13437210.0,
37982,Pakistan,PAK,1813,,,13466291.0,
37983,Pakistan,PAK,1814,,,13496296.0,
37984,Pakistan,PAK,1815,,,13527230.0,
37985,Pakistan,PAK,1816,,,13559098.0,
37986,Pakistan,PAK,1817,,,13591905.0,
37987,Pakistan,PAK,1818,,,13625655.0,
37988,Pakistan,PAK,1819,,,13660353.0,
37989,Pakistan,PAK,1820,,,13696004.0,
37990,Pakistan,PAK,1821,,,13718580.0,
37991,Pakistan,PAK,1822,,,13741205.0,
37992,Pakistan,PAK,1823,,,13786457.0,
37993,Pakistan,PAK,1824,,,13831857.0,
37994,Pakistan,PAK,1825,,,13877407.0,
37995,Pakistan,PAK,1826,,,13923107.0,
37996,Pakistan,PAK,1827,,,13968957.0,
37997,Pakistan,PAK,1828,,,14014958.0,
37998,Pakistan,PAK,1829,,,14061111.0,
37999,Pakistan,PAK,1830,,,14107416.0,
38000,Pakistan,PAK,1831,,,14153873.0,
38001,Pakistan,PAK,1832,,,14200484.0,
38002,Pakistan,PAK,1833,,,14247248.0,
38003,Pakistan,PAK,1834,,,14294165.0,
38004,Pakistan,PAK,1835,,,14341238.0,
38005,Pakistan,PAK,1836,,,14388465.0,
38006,Pakistan,PAK,1837,,,14435848.0,
38007,Pakistan,PAK,1838,,,14483387.0,
38008,Pakistan,PAK,1839,,,14531082.0,
38009,Pakistan,PAK,1840,,,14578935.0,
38010,Pakistan,PAK,1841,,,14626945.0,
38011,Pakistan,PAK,1842,,,14675113.0,
38012,Pakistan,PAK,1843,,,14723440.0,
38013,Pakistan,PAK,1844,,,14771926.0,
38014,Pakistan,PAK,1845,,,14820571.0,
38015,Pakistan,PAK,1846,,,14869377.0,
38016,Pakistan,PAK,1847,,,14918344.0,
38017,Pakistan,PAK,1848,,,14967472.0,
38018,Pakistan,PAK,1849,,,15016761.0,
38019,Pakistan,PAK,1850,,,15066213.0,
38020,Pakistan,PAK,1851,,,15104030.0,
38021,Pakistan,PAK,1852,,,15141933.0,
38022,Pakistan,PAK,1853,,,15179922.0,
38023,Pakistan,PAK,1854,,,15217996.0,
38024,Pakistan,PAK,1855,,,15256157.0,
38025,Pakistan,PAK,1856,,,15294404.0,
38026,Pakistan,PAK,1857,,,15332737.0,
38027,Pakistan,PAK,1858,,,15371157.0,
38028,Pakistan,PAK,1859,,,15409664.0,
38029,Pakistan,PAK,1860,,,15448258.0,
38030,Pakistan,PAK,1861,,,15486939.0,
38031,Pakistan,PAK,1862,,,15525707.0,
38032,Pakistan,PAK,1863,,,15564562.0,
38033,Pakistan,PAK,1864,,,15603505.0,
38034,Pakistan,PAK,1865,,,15642536.0,
38035,Pakistan,PAK,1866,,,15681655.0,
38036,Pakistan,PAK,1867,,,15720861.0,
38037,Pakistan,PAK,1868,,,15760156.0,
38038,Pakistan,PAK,1869,,,15806419.0,
38039,Pakistan,PAK,1870,,,15859694.0,
38040,Pakistan,PAK,1871,,,15920025.0,
38041,Pakistan,PAK,1872,,,15987458.0,
38042,Pakistan,PAK,1873,,,16062035.0,
38043,Pakistan,PAK,1874,,,16136951.0,
38044,Pakistan,PAK,1875,,,16212205.0,
38045,Pakistan,PAK,1876,,,16287801.0,
38046,Pakistan,PAK,1877,,,16363738.0,
38047,Pakistan,PAK,1878,,,16440019.0,
38048,Pakistan,PAK,1879,,,16516645.0,
38049,Pakistan,PAK,1880,,,16593617.0,
38050,Pakistan,PAK,1881,,,16670938.0,
38051,Pakistan,PAK,1882,,,16748608.0,
38052,Pakistan,PAK,1883,,,16826629.0,
38053,Pakistan,PAK,1884,,,16905003.0,
38054,Pakistan,PAK,1885,,,16983731.0,
38055,Pakistan,PAK,1886,,,17062815.0,
38056,Pakistan,PAK,1887,,,17142256.0,
38057,Pakistan,PAK,1888,,,17222055.0,
38058,Pakistan,PAK,1889,,,17302215.0,
38059,Pakistan,PAK,1890,,,17382737.0,
38060,Pakistan,PAK,1891,,,17463622.0,
38061,Pakistan,PAK,1892,,,17544872.0,
38062,Pakistan,PAK,1893,,,17626489.0,
38063,Pakistan,PAK,1894,,,17708473.0,
38064,Pakistan,PAK,1895,,,17790828.0,
38065,Pakistan,PAK,1896,,,17873554.0,
38066,Pakistan,PAK,1897,,,17956652.0,
38067,Pakistan,PAK,1898,,,18040125.0,
38068,Pakistan,PAK,1899,,,18123975.0,
38069,Pakistan,PAK,1900,,,18208202.0,
38070,Pakistan,PAK,1901,,,18292808.0,
38071,Pakistan,PAK,1902,,,18377795.0,
38072,Pakistan,PAK,1903,,,18463165.0,
38073,Pakistan,PAK,1904,,,18548919.0,
38074,Pakistan,PAK,1905,,,18635060.0,
38075,Pakistan,PAK,1906,,,18721587.0,
38076,Pakistan,PAK,1907,,,18808504.0,
38077,Pakistan,PAK,1908,,,18895812.0,
38078,Pakistan,PAK,1909,,,19013053.0,
38079,Pakistan,PAK,1910,,,19160708.0,
38080,Pakistan,PAK,1911,,,19339263.0,
38081,Pakistan,PAK,1912,,,19549211.0,
38082,Pakistan,PAK,1913,,,19791051.0,
38083,Pakistan,PAK,1914,,,20035869.0,
38084,Pakistan,PAK,1915,,,20283702.0,
38085,Pakistan,PAK,1916,,,20534587.0,
38086,Pakistan,PAK,1917,,,20788561.0,
38087,Pakistan,PAK,1918,,,21063008.0,
38088,Pakistan,PAK,1919,,,21363660.0,
38089,Pakistan,PAK,1920,,,21691279.0,
38090,Pakistan,PAK,1921,,,22046644.0,
38091,Pakistan,PAK,1922,,,22430553.0,
38092,Pakistan,PAK,1923,,,22843823.0,
38093,Pakistan,PAK,1924,,,23264707.0,
38094,Pakistan,PAK,1925,,,23693346.0,
38095,Pakistan,PAK,1926,,,24129882.0,
38096,Pakistan,PAK,1927,,,24574462.0,
38097,Pakistan,PAK,1928,,,25027232.0,
38098,Pakistan,PAK,1929,,,25488344.0,
38099,Pakistan,PAK,1930,,,25957952.0,
38100,Pakistan,PAK,1931,,,26436212.0,
38101,Pakistan,PAK,1932,,,26923284.0,
38102,Pakistan,PAK,1933,,,27419330.0,
38103,Pakistan,PAK,1934,,,27924516.0,
38104,Pakistan,PAK,1935,,,28439009.0,
38105,Pakistan,PAK,1936,,,28962981.0,
38106,Pakistan,PAK,1937,,,29496607.0,
38107,Pakistan,PAK,1938,,,30040065.0,
38108,Pakistan,PAK,1939,,,30593536.0,
38109,Pakistan,PAK,1940,,,31157204.0,
38110,Pakistan,PAK,1941,,,31731258.0,
38111,Pakistan,PAK,1942,,,32315888.0,
38112,Pakistan,PAK,1943,,,32911289.0,
38113,Pakistan,PAK,1944,,,33517661.0,
38114,Pakistan,PAK,1945,,,34135204.0,
38115,Pakistan,PAK,1946,,,34764126.0,
38116,Pakistan,PAK,1947,,,35404635.0,
38117,Pakistan,PAK,1948,,,36056945.0,
38118,Pakistan,PAK,1949,,,36768765.0,
38119,Pakistan,PAK,1950,,,37542370.0,
38120,Pakistan,PAK,1951,,,37992884.0,
38121,Pakistan,PAK,1952,,,38516514.0,
38122,Pakistan,PAK,1953,,,39109090.0,
38123,Pakistan,PAK,1954,,,39767169.0,
38124,Pakistan,PAK,1955,,,40488032.0,
38125,Pakistan,PAK,1956,,,41269721.0,
38126,Pakistan,PAK,1957,,,42111011.0,
38127,Pakistan,PAK,1958,,,43011324.0,
38128,Pakistan,PAK,1959,,,43970560.0,
38129,Pakistan,PAK,1960,,,44988690.0,
38130,Pakistan,PAK,1961,,,46065229.0,
38131,Pakistan,PAK,1962,,,47198886.0,
38132,Pakistan,PAK,1963,,,48387293.0,
38133,Pakistan,PAK,1964,,,49627623.0,
38134,Pakistan,PAK,1965,,,50917975.0,
38135,Pakistan,PAK,1966,,,52260183.0,
38136,Pakistan,PAK,1967,,,53655783.0,
38137,Pakistan,PAK,1968,,,55102690.0,
38138,Pakistan,PAK,1969,,,56598148.0,
38139,Pakistan,PAK,1970,,,58142062.0,
38140,Pakistan,PAK,1971,,,59734479.0,
38141,Pakistan,PAK,1972,,,61381982.0,
38142,Pakistan,PAK,1973,,,63099404.0,
38143,Pakistan,PAK,1974,,,64905996.0,
38144,Pakistan,PAK,1975,,,66816875.0,
38145,Pakistan,PAK,1976,,,68834324.0,
38146,Pakistan,PAK,1977,,,70958168.0,
38147,Pakistan,PAK,1978,,,73197254.0,
38148,Pakistan,PAK,1979,,,75561128.0,
38149,Pakistan,PAK,1980,,,78054346.0,
38150,Pakistan,PAK,1981,,,80680461.0,
38151,Pakistan,PAK,1982,,,83431597.0,
38152,Pakistan,PAK,1983,,,86285936.0,
38153,Pakistan,PAK,1984,,,89213708.0,
38154,Pakistan,PAK,1985,,,92191505.0,
38155,Pakistan,PAK,1986,,,95215375.0,
38156,Pakistan,PAK,1987,,,98285762.0,
38157,Pakistan,PAK,1988,,,101389603.0,
38158,Pakistan,PAK,1989,,,104512874.0,
38159,Pakistan,PAK,2018,,,212228288.0,
38160,Pakistan,PAK,2019,,,216565317.0,
38161,Pakistan,PAK,2020,,,220892331.0,
38162,Pakistan,PAK,2021,,,225199929.0,
38163,Palau,PLW,1800,,,3875.0,
38164,Palau,PLW,1801,,,3875.0,
38165,Palau,PLW,1802,,,3875.0,
38166,Palau,PLW,1803,,,3875.0,
38167,Palau,PLW,1804,,,3875.0,
38168,Palau,PLW,1805,,,3875.0,
38169,Palau,PLW,1806,,,3875.0,
38170,Palau,PLW,1807,,,3875.0,
38171,Palau,PLW,1808,,,3875.0,
38172,Palau,PLW,1809,,,3875.0,
38173,Palau,PLW,1810,,,3875.0,
38174,Palau,PLW,1811,,,3875.0,
38175,Palau,PLW,1812,,,3875.0,
38176,Palau,PLW,1813,,,3875.0,
38177,Palau,PLW,1814,,,3875.0,
38178,Palau,PLW,1815,,,3875.0,
38179,Palau,PLW,1816,,,3875.0,
38180,Palau,PLW,1817,,,3875.0,
38181,Palau,PLW,1818,,,3875.0,
38182,Palau,PLW,1819,,,3879.0,
38183,Palau,PLW,1820,,,3886.0,
38184,Palau,PLW,1821,,,3898.0,
38185,Palau,PLW,1822,,,3913.0,
38186,Palau,PLW,1823,,,3932.0,
38187,Palau,PLW,1824,,,3951.0,
38188,Palau,PLW,1825,,,3970.0,
38189,Palau,PLW,1826,,,3989.0,
38190,Palau,PLW,1827,,,4008.0,
38191,Palau,PLW,1828,,,4027.0,
38192,Palau,PLW,1829,,,4047.0,
38193,Palau,PLW,1830,,,4066.0,
38194,Palau,PLW,1831,,,4086.0,
38195,Palau,PLW,1832,,,4106.0,
38196,Palau,PLW,1833,,,4126.0,
38197,Palau,PLW,1834,,,4146.0,
38198,Palau,PLW,1835,,,4166.0,
38199,Palau,PLW,1836,,,4186.0,
38200,Palau,PLW,1837,,,4206.0,
38201,Palau,PLW,1838,,,4226.0,
38202,Palau,PLW,1839,,,4247.0,
38203,Palau,PLW,1840,,,4267.0,
38204,Palau,PLW,1841,,,4288.0,
38205,Palau,PLW,1842,,,4309.0,
38206,Palau,PLW,1843,,,4329.0,
38207,Palau,PLW,1844,,,4350.0,
38208,Palau,PLW,1845,,,4371.0,
38209,Palau,PLW,1846,,,4392.0,
38210,Palau,PLW,1847,,,4414.0,
38211,Palau,PLW,1848,,,4435.0,
38212,Palau,PLW,1849,,,4456.0,
38213,Palau,PLW,1850,,,4478.0,
38214,Palau,PLW,1851,,,4500.0,
38215,Palau,PLW,1852,,,4523.0,
38216,Palau,PLW,1853,,,4545.0,
38217,Palau,PLW,1854,,,4568.0,
38218,Palau,PLW,1855,,,4591.0,
38219,Palau,PLW,1856,,,4614.0,
38220,Palau,PLW,1857,,,4637.0,
38221,Palau,PLW,1858,,,4660.0,
38222,Palau,PLW,1859,,,4683.0,
38223,Palau,PLW,1860,,,4707.0,
38224,Palau,PLW,1861,,,4730.0,
38225,Palau,PLW,1862,,,4754.0,
38226,Palau,PLW,1863,,,4778.0,
38227,Palau,PLW,1864,,,4802.0,
38228,Palau,PLW,1865,,,4826.0,
38229,Palau,PLW,1866,,,4850.0,
38230,Palau,PLW,1867,,,4874.0,
38231,Palau,PLW,1868,,,4898.0,
38232,Palau,PLW,1869,,,4923.0,
38233,Palau,PLW,1870,,,4947.0,
38234,Palau,PLW,1871,,,4972.0,
38235,Palau,PLW,1872,,,4997.0,
38236,Palau,PLW,1873,,,5022.0,
38237,Palau,PLW,1874,,,5047.0,
38238,Palau,PLW,1875,,,5072.0,
38239,Palau,PLW,1876,,,5098.0,
38240,Palau,PLW,1877,,,5123.0,
38241,Palau,PLW,1878,,,5149.0,
38242,Palau,PLW,1879,,,5174.0,
38243,Palau,PLW,1880,,,5200.0,
38244,Palau,PLW,1881,,,5226.0,
38245,Palau,PLW,1882,,,5252.0,
38246,Palau,PLW,1883,,,5279.0,
38247,Palau,PLW,1884,,,5305.0,
38248,Palau,PLW,1885,,,5332.0,
38249,Palau,PLW,1886,,,5358.0,
38250,Palau,PLW,1887,,,5385.0,
38251,Palau,PLW,1888,,,5412.0,
38252,Palau,PLW,1889,,,5439.0,
38253,Palau,PLW,1890,,,5466.0,
38254,Palau,PLW,1891,,,5493.0,
38255,Palau,PLW,1892,,,5521.0,
38256,Palau,PLW,1893,,,5548.0,
38257,Palau,PLW,1894,,,5576.0,
38258,Palau,PLW,1895,,,5604.0,
38259,Palau,PLW,1896,,,5632.0,
38260,Palau,PLW,1897,,,5660.0,
38261,Palau,PLW,1898,,,5688.0,
38262,Palau,PLW,1899,,,5717.0,
38263,Palau,PLW,1900,,,5745.0,
38264,Palau,PLW,1901,,,5774.0,
38265,Palau,PLW,1902,,,5803.0,
38266,Palau,PLW,1903,,,5832.0,
38267,Palau,PLW,1904,,,5861.0,
38268,Palau,PLW,1905,,,5890.0,
38269,Palau,PLW,1906,,,5920.0,
38270,Palau,PLW,1907,,,5949.0,
38271,Palau,PLW,1908,,,5979.0,
38272,Palau,PLW,1909,,,6009.0,
38273,Palau,PLW,1910,,,6039.0,
38274,Palau,PLW,1911,,,6069.0,
38275,Palau,PLW,1912,,,6100.0,
38276,Palau,PLW,1913,,,6130.0,
38277,Palau,PLW,1914,,,6161.0,
38278,Palau,PLW,1915,,,6191.0,
38279,Palau,PLW,1916,,,6222.0,
38280,Palau,PLW,1917,,,6253.0,
38281,Palau,PLW,1918,,,6284.0,
38282,Palau,PLW,1919,,,6314.0,
38283,Palau,PLW,1920,,,6345.0,
38284,Palau,PLW,1921,,,6375.0,
38285,Palau,PLW,1922,,,6406.0,
38286,Palau,PLW,1923,,,6437.0,
38287,Palau,PLW,1924,,,6468.0,
38288,Palau,PLW,1925,,,6499.0,
38289,Palau,PLW,1926,,,6531.0,
38290,Palau,PLW,1927,,,6562.0,
38291,Palau,PLW,1928,,,6594.0,
38292,Palau,PLW,1929,,,6626.0,
38293,Palau,PLW,1930,,,6658.0,
38294,Palau,PLW,1931,,,6690.0,
38295,Palau,PLW,1932,,,6722.0,
38296,Palau,PLW,1933,,,6755.0,
38297,Palau,PLW,1934,,,6787.0,
38298,Palau,PLW,1935,,,6820.0,
38299,Palau,PLW,1936,,,6853.0,
38300,Palau,PLW,1937,,,6886.0,
38301,Palau,PLW,1938,,,6920.0,
38302,Palau,PLW,1939,,,6953.0,
38303,Palau,PLW,1940,,,6987.0,
38304,Palau,PLW,1941,,,7020.0,
38305,Palau,PLW,1942,,,7054.0,
38306,Palau,PLW,1943,,,7088.0,
38307,Palau,PLW,1944,,,7123.0,
38308,Palau,PLW,1945,,,7157.0,
38309,Palau,PLW,1946,,,7192.0,
38310,Palau,PLW,1947,,,7226.0,
38311,Palau,PLW,1948,,,7261.0,
38312,Palau,PLW,1949,,,7329.0,
38313,Palau,PLW,1950,,,7431.0,
38314,Palau,PLW,1951,,,7493.0,
38315,Palau,PLW,1952,,,7630.0,
38316,Palau,PLW,1953,,,7821.0,
38317,Palau,PLW,1954,,,8051.0,
38318,Palau,PLW,1955,,,8315.0,
38319,Palau,PLW,1956,,,8592.0,
38320,Palau,PLW,1957,,,8895.0,
38321,Palau,PLW,1958,,,9188.0,
38322,Palau,PLW,1959,,,9480.0,
38323,Palau,PLW,1960,,,9769.0,
38324,Palau,PLW,1961,,,10046.0,
38325,Palau,PLW,1962,,,10329.0,
38326,Palau,PLW,1963,,,10566.0,
38327,Palau,PLW,1964,,,10792.0,
38328,Palau,PLW,1965,,,11005.0,
38329,Palau,PLW,1966,,,11178.0,
38330,Palau,PLW,1967,,,11329.0,
38331,Palau,PLW,1968,,,11460.0,
