,Entity,Code,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
2379,Guam,GUM,1999,11.52686604268695
2380,Guam,GUM,2000,11.526224584412551
2381,Guam,GUM,2001,11.52316244049802
2382,Guam,GUM,2002,11.51620348519538
2383,Guam,GUM,2003,11.51462787809504
2384,Guam,GUM,2004,11.5116191972059
2385,Guam,GUM,2005,11.511728056315713
2386,Guam,GUM,2006,11.5195954669651
2387,Guam,GUM,2007,11.53189197621166
2388,Guam,GUM,2008,11.54631855791185
2389,Guam,GUM,2009,11.56200987799134
2390,Guam,GUM,2010,11.56906446958651
2391,Guam,GUM,2011,11.57560145111313
2392,Guam,GUM,2012,11.578838014825669
2393,Guam,GUM,2013,11.57987213480159
2394,Guam,GUM,2014,11.5821634136901
2395,Guam,GUM,2015,11.58120193250574
2396,Guam,GUM,2016,11.57714981267565
2397,Guam,GUM,2017,11.57060788269377
2398,Guam,GUM,2018,11.57848934321036
2399,Guam,GUM,2019,11.59326422098659
2400,Guatemala,GTM,1990,13.001706112149613
2401,Guatemala,GTM,1991,13.030072756386598
2402,Guatemala,GTM,1992,13.06521658742026
2403,Guatemala,GTM,1993,13.10151473461856
2404,Guatemala,GTM,1994,13.136966524213662
2405,Guatemala,GTM,1995,13.17371770074588
2406,Guatemala,GTM,1996,13.22626943702435
2407,Guatemala,GTM,1997,13.30226612702826
2408,Guatemala,GTM,1998,13.380319097967918
2409,Guatemala,GTM,1999,13.44460409367291
2410,Guatemala,GTM,2000,13.48230234974036
2411,Guatemala,GTM,2001,13.502026568973042
2412,Guatemala,GTM,2002,13.520866895196049
2413,Guatemala,GTM,2003,13.54000180200193
2414,Guatemala,GTM,2004,13.5549139470115
2415,Guatemala,GTM,2005,13.5593676797211
2416,Guatemala,GTM,2006,13.54510798030488
2417,Guatemala,GTM,2007,13.521605790495942
2418,Guatemala,GTM,2008,13.48612202584889
2419,Guatemala,GTM,2009,13.45036206698073
2420,Guatemala,GTM,2010,13.41638305909517
2421,Guatemala,GTM,2011,13.37709936956134
2422,Guatemala,GTM,2012,13.324499073621098
2423,Guatemala,GTM,2013,13.274946666056032
2424,Guatemala,GTM,2014,13.23840379833079
2425,Guatemala,GTM,2015,13.22604489175523
2426,Guatemala,GTM,2016,13.24884150230852
2427,Guatemala,GTM,2017,13.269220426300778
2428,Guatemala,GTM,2018,13.2596202269931
2429,Guatemala,GTM,2019,13.2304202712163
2430,Guinea,GIN,1990,11.67488376449906
2431,Guinea,GIN,1991,11.67606829340606
2432,Guinea,GIN,1992,11.68075363795495
2433,Guinea,GIN,1993,11.68300532672105
2434,Guinea,GIN,1994,11.68781039590912
2435,Guinea,GIN,1995,11.69783250949997
2436,Guinea,GIN,1996,11.70897575386103
2437,Guinea,GIN,1997,11.72680984613278
2438,Guinea,GIN,1998,11.74543176467181
2439,Guinea,GIN,1999,11.76664387102265
2440,Guinea,GIN,2000,11.7843570352358
2441,Guinea,GIN,2001,11.79664344355543
2442,Guinea,GIN,2002,11.8103583075225
2443,Guinea,GIN,2003,11.8258806321366
2444,Guinea,GIN,2004,11.83826404142794
2445,Guinea,GIN,2005,11.8471886377382
2446,Guinea,GIN,2006,11.85902736868336
2447,Guinea,GIN,2007,11.86914416527079
2448,Guinea,GIN,2008,11.87778117680398
2449,Guinea,GIN,2009,11.88665078321548
2450,Guinea,GIN,2010,11.88890234460928
2451,Guinea,GIN,2011,11.89306391026965
2452,Guinea,GIN,2012,11.8919715786427
2453,Guinea,GIN,2013,11.88943210038682
2454,Guinea,GIN,2014,11.88342684466674
2455,Guinea,GIN,2015,11.876063414288469
2456,Guinea,GIN,2016,11.86895397536013
2457,Guinea,GIN,2017,11.86291790421868
2458,Guinea,GIN,2018,11.85493600500401
2459,Guinea,GIN,2019,11.8473685995049
2460,Guinea-Bissau,GNB,1990,11.51840911438723
2461,Guinea-Bissau,GNB,1991,11.51449137157509
2462,Guinea-Bissau,GNB,1992,11.51104034341898
2463,Guinea-Bissau,GNB,1993,11.512883341072447
2464,Guinea-Bissau,GNB,1994,11.51407303507116
2465,Guinea-Bissau,GNB,1995,11.51993549968142
2466,Guinea-Bissau,GNB,1996,11.532118300377189
2467,Guinea-Bissau,GNB,1997,11.54613580955294
2468,Guinea-Bissau,GNB,1998,11.56860361320253
2469,Guinea-Bissau,GNB,1999,11.584074956255067
2470,Guinea-Bissau,GNB,2000,11.596271461967
2471,Guinea-Bissau,GNB,2001,11.61345854021918
2472,Guinea-Bissau,GNB,2002,11.63662838621244
2473,Guinea-Bissau,GNB,2003,11.66799514429768
2474,Guinea-Bissau,GNB,2004,11.69507692458362
2475,Guinea-Bissau,GNB,2005,11.71543849107492
2476,Guinea-Bissau,GNB,2006,11.7302744665291
2477,Guinea-Bissau,GNB,2007,11.747962686745533
2478,Guinea-Bissau,GNB,2008,11.76462360647315
2479,Guinea-Bissau,GNB,2009,11.77924258292121
2480,Guinea-Bissau,GNB,2010,11.78060879214816
2481,Guinea-Bissau,GNB,2011,11.78321286690013
2482,Guinea-Bissau,GNB,2012,11.78329312357739
2483,Guinea-Bissau,GNB,2013,11.78103285110973
2484,Guinea-Bissau,GNB,2014,11.77970434876581
2485,Guinea-Bissau,GNB,2015,11.7753268260552
2486,Guinea-Bissau,GNB,2016,11.77036982178637
2487,Guinea-Bissau,GNB,2017,11.771544290728093
2488,Guinea-Bissau,GNB,2018,11.76784987735962
2489,Guinea-Bissau,GNB,2019,11.77265092993968
2490,Guyana,GUY,1990,15.50417358594546
2491,Guyana,GUY,1991,15.50981957100404
2492,Guyana,GUY,1992,15.513434578043938
2493,Guyana,GUY,1993,15.52535055390413
2494,Guyana,GUY,1994,15.53524087441071
2495,Guyana,GUY,1995,15.54731662888535
2496,Guyana,GUY,1996,15.56972197948745
2497,Guyana,GUY,1997,15.6047866957121
2498,Guyana,GUY,1998,15.64998294561048
2499,Guyana,GUY,1999,15.69124277100826
2500,Guyana,GUY,2000,15.7283709860232
2501,Guyana,GUY,2001,15.76411255508002
2502,Guyana,GUY,2002,15.80800602254569
2503,Guyana,GUY,2003,15.85316247160474
2504,Guyana,GUY,2004,15.88815316463304
2505,Guyana,GUY,2005,15.90160317099802
2506,Guyana,GUY,2006,15.91047212746098
2507,Guyana,GUY,2007,15.91472939783686
2508,Guyana,GUY,2008,15.922432353892042
2509,Guyana,GUY,2009,15.920674498934808
2510,Guyana,GUY,2010,15.92558502122238
2511,Guyana,GUY,2011,15.92469966204694
2512,Guyana,GUY,2012,15.92350279791197
2513,Guyana,GUY,2013,15.914568239441149
2514,Guyana,GUY,2014,15.909571491038047
2515,Guyana,GUY,2015,15.90434065153428
2516,Guyana,GUY,2016,15.88726715961131
2517,Guyana,GUY,2017,15.8674759344068
2518,Guyana,GUY,2018,15.84497823456763
2519,Guyana,GUY,2019,15.81077976265846
2520,Haiti,HTI,1990,14.899186029398
2521,Haiti,HTI,1991,14.904034291730811
2522,Haiti,HTI,1992,14.91167991241027
2523,Haiti,HTI,1993,14.91482299236096
2524,Haiti,HTI,1994,14.920373942564549
2525,Haiti,HTI,1995,14.92032793972577
2526,Haiti,HTI,1996,14.92165583651476
2527,Haiti,HTI,1997,14.91662086455969
2528,Haiti,HTI,1998,14.91384513553442
2529,Haiti,HTI,1999,14.91120297641055
2530,Haiti,HTI,2000,14.91215253126702
2531,Haiti,HTI,2001,14.913426899199212
2532,Haiti,HTI,2002,14.91387163587186
2533,Haiti,HTI,2003,14.91630468287384
2534,Haiti,HTI,2004,14.921797876031151
2535,Haiti,HTI,2005,14.9250004191757
2536,Haiti,HTI,2006,14.93314010844357
2537,Haiti,HTI,2007,14.944986383261998
2538,Haiti,HTI,2008,14.96025787335364
2539,Haiti,HTI,2009,14.97965507456161
2540,Haiti,HTI,2010,14.994872320442193
2541,Haiti,HTI,2011,15.01185387337626
2542,Haiti,HTI,2012,15.03440428293479
2543,Haiti,HTI,2013,15.05850084192063
2544,Haiti,HTI,2014,15.08491857731062
2545,Haiti,HTI,2015,15.0945717377589
2546,Haiti,HTI,2016,15.10381245920495
2547,Haiti,HTI,2017,15.11136524516803
2548,Haiti,HTI,2018,15.12112865736586
2549,Haiti,HTI,2019,15.130035513561571
2550,Honduras,HND,1990,12.33262488984401
2551,Honduras,HND,1991,12.34685028488855
2552,Honduras,HND,1992,12.35981852297063
2553,Honduras,HND,1993,12.37618978584873
2554,Honduras,HND,1994,12.3893598818255
2555,Honduras,HND,1995,12.40341553395372
2556,Honduras,HND,1996,12.41403619745884
2557,Honduras,HND,1997,12.43212895347218
2558,Honduras,HND,1998,12.44973722435147
2559,Honduras,HND,1999,12.46602810663085
2560,Honduras,HND,2000,12.47935475253854
2561,Honduras,HND,2001,12.49429292051646
2562,Honduras,HND,2002,12.51470212307051
2563,Honduras,HND,2003,12.5366835936876
2564,Honduras,HND,2004,12.55602661697011
2565,Honduras,HND,2005,12.5676208417568
2566,Honduras,HND,2006,12.57205081025255
2567,Honduras,HND,2007,12.5841400718706
2568,Honduras,HND,2008,12.598155340106327
2569,Honduras,HND,2009,12.61043953656912
2570,Honduras,HND,2010,12.62087653221668
2571,Honduras,HND,2011,12.632357833954693
2572,Honduras,HND,2012,12.648886993409262
2573,Honduras,HND,2013,12.67221223626902
2574,Honduras,HND,2014,12.690721483523578
2575,Honduras,HND,2015,12.70484381558635
2576,Honduras,HND,2016,12.713876454697932
2577,Honduras,HND,2017,12.72148937644952
2578,Honduras,HND,2018,12.717340809017392
2579,Honduras,HND,2019,12.70646602001159
2580,Hungary,HUN,1990,11.83395791374528
2581,Hungary,HUN,1991,11.84390616894586
2582,Hungary,HUN,1992,11.84546660491312
2583,Hungary,HUN,1993,11.840801266253589
2584,Hungary,HUN,1994,11.83243287372886
2585,Hungary,HUN,1995,11.81983416303876
2586,Hungary,HUN,1996,11.7916087750643
2587,Hungary,HUN,1997,11.74470578118332
2588,Hungary,HUN,1998,11.68751876483733
2589,Hungary,HUN,1999,11.63605083566366
2590,Hungary,HUN,2000,11.59679859099204
2591,Hungary,HUN,2001,11.5668987309233
2592,Hungary,HUN,2002,11.53798980665845
2593,Hungary,HUN,2003,11.50785468116831
2594,Hungary,HUN,2004,11.48219512990107
2595,Hungary,HUN,2005,11.45746174537343
2596,Hungary,HUN,2006,11.43964623212209
2597,Hungary,HUN,2007,11.42865787739725
2598,Hungary,HUN,2008,11.42179762403256
2599,Hungary,HUN,2009,11.4135432954832
2600,Hungary,HUN,2010,11.40078474663211
2601,Hungary,HUN,2011,11.38752547807907
2602,Hungary,HUN,2012,11.37336301277071
2603,Hungary,HUN,2013,11.36294084621626
2604,Hungary,HUN,2014,11.35357930126486
2605,Hungary,HUN,2015,11.34404250677502
2606,Hungary,HUN,2016,11.34174824200008
2607,Hungary,HUN,2017,11.33784429027102
2608,Hungary,HUN,2018,11.32894597855191
2609,Hungary,HUN,2019,11.31090785165621
2610,Iceland,ISL,1990,14.72627194870966
2611,Iceland,ISL,1991,14.726678072860992
2612,Iceland,ISL,1992,14.72222232208943
2613,Iceland,ISL,1993,14.719017742537648
2614,Iceland,ISL,1994,14.715579804411542
2615,Iceland,ISL,1995,14.70780224745963
2616,Iceland,ISL,1996,14.69693497021995
2617,Iceland,ISL,1997,14.67898153209662
2618,Iceland,ISL,1998,14.65732978770122
2619,Iceland,ISL,1999,14.63512853779681
2620,Iceland,ISL,2000,14.61908902949903
2621,Iceland,ISL,2001,14.61124274483836
2622,Iceland,ISL,2002,14.59759430541458
2623,Iceland,ISL,2003,14.58447848360256
2624,Iceland,ISL,2004,14.573854341554398
2625,Iceland,ISL,2005,14.558635840407767
2626,Iceland,ISL,2006,14.530888169842452
2627,Iceland,ISL,2007,14.49791240041651
2628,Iceland,ISL,2008,14.4735648081467
2629,Iceland,ISL,2009,14.46104564742189
2630,Iceland,ISL,2010,14.46289673472562
2631,Iceland,ISL,2011,14.48070519585913
2632,Iceland,ISL,2012,14.51143174672972
2633,Iceland,ISL,2013,14.540102763627468
2634,Iceland,ISL,2014,14.56564293241717
2635,Iceland,ISL,2015,14.58237229964793
2636,Iceland,ISL,2016,14.57946280504448
2637,Iceland,ISL,2017,14.57312491280981
2638,Iceland,ISL,2018,14.58182391676931
2639,Iceland,ISL,2019,14.60112474364376
2640,India,IND,1990,14.28723053985847
2641,India,IND,1991,14.39425080262916
2642,India,IND,1992,14.481834135106489
2643,India,IND,1993,14.54560471862101
2644,India,IND,1994,14.58039724148677
2645,India,IND,1995,14.5785722851882
2646,India,IND,1996,14.52871169198047
2647,India,IND,1997,14.43921587266642
2648,India,IND,1998,14.339363673488508
2649,India,IND,1999,14.25671905261014
2650,India,IND,2000,14.22137368992303
2651,India,IND,2001,14.23717281029672
2652,India,IND,2002,14.27971744725734
2653,India,IND,2003,14.33207922202731
2654,India,IND,2004,14.37666351586235
2655,India,IND,2005,14.397147259876562
2656,India,IND,2006,14.350862121892671
2657,India,IND,2007,14.23815287911762
2658,India,IND,2008,14.1012527933108
2659,India,IND,2009,13.98402626131014
2660,India,IND,2010,13.93041740962852
2661,India,IND,2011,13.930073762467073
2662,India,IND,2012,13.93719548596917
2663,India,IND,2013,13.94570918199998
2664,India,IND,2014,13.94910262293706
2665,India,IND,2015,13.94046941018506
2666,India,IND,2016,13.91996118922335
2667,India,IND,2017,13.89493300320343
2668,India,IND,2018,13.835812080244
2669,India,IND,2019,13.73323744336348
2670,Indonesia,IDN,1990,11.03497732734695
2671,Indonesia,IDN,1991,10.9915639964046
2672,Indonesia,IDN,1992,10.95384235109482
2673,Indonesia,IDN,1993,10.92022663717576
2674,Indonesia,IDN,1994,10.89309403476906
2675,Indonesia,IDN,1995,10.871888608926367
2676,Indonesia,IDN,1996,10.85798368875173
2677,Indonesia,IDN,1997,10.85083182906622
2678,Indonesia,IDN,1998,10.84706817340754
2679,Indonesia,IDN,1999,10.847738324948333
2680,Indonesia,IDN,2000,10.84908513170727
2681,Indonesia,IDN,2001,10.86021011130433
2682,Indonesia,IDN,2002,10.88284855541168
2683,Indonesia,IDN,2003,10.91001950793439
2684,Indonesia,IDN,2004,10.93317782189934
2685,Indonesia,IDN,2005,10.93879991590113
2686,Indonesia,IDN,2006,10.92167480701328
2687,Indonesia,IDN,2007,10.88544934425395
2688,Indonesia,IDN,2008,10.84214016565718
2689,Indonesia,IDN,2009,10.79986216732703
2690,Indonesia,IDN,2010,10.76657671401969
2691,Indonesia,IDN,2011,10.74440140797375
2692,Indonesia,IDN,2012,10.72771263956531
2693,Indonesia,IDN,2013,10.71374051505506
2694,Indonesia,IDN,2014,10.69899602530966
2695,Indonesia,IDN,2015,10.68618555270392
2696,Indonesia,IDN,2016,10.66419602203929
2697,Indonesia,IDN,2017,10.64352284700025
2698,Indonesia,IDN,2018,10.64726454692025
2699,Indonesia,IDN,2019,10.67598500791958
2700,Iran,IRN,1990,19.11162975123851
2701,Iran,IRN,1991,19.03420033949528
2702,Iran,IRN,1992,18.96336995707149
2703,Iran,IRN,1993,18.89922470019714
2704,Iran,IRN,1994,18.846885896099643
2705,Iran,IRN,1995,18.81098208956959
2706,Iran,IRN,1996,18.81075287203047
2707,Iran,IRN,1997,18.8450428393303
2708,Iran,IRN,1998,18.89361575204323
2709,Iran,IRN,1999,18.932243394491792
2710,Iran,IRN,2000,18.94028097628734
2711,Iran,IRN,2001,18.91960919085712
2712,Iran,IRN,2002,18.89006434895533
2713,Iran,IRN,2003,18.8583129825602
2714,Iran,IRN,2004,18.83109638626265
2715,Iran,IRN,2005,18.8179567287938
2716,Iran,IRN,2006,18.84718301930572
2717,Iran,IRN,2007,18.926333035398528
2718,Iran,IRN,2008,19.02541897269216
2719,Iran,IRN,2009,19.11237272008766
2720,Iran,IRN,2010,19.16026266751452
2721,Iran,IRN,2011,19.190817130107497
2722,Iran,IRN,2012,19.24001577273551
2723,Iran,IRN,2013,19.29297964873501
2724,Iran,IRN,2014,19.33596444469747
2725,Iran,IRN,2015,19.35466854644239
2726,Iran,IRN,2016,19.24137255144715
2727,Iran,IRN,2017,19.11109596905941
2728,Iran,IRN,2018,19.02759788875312
2729,Iran,IRN,2019,18.88764639244908
2730,Iraq,IRQ,1990,14.6547347035173
2731,Iraq,IRQ,1991,14.79710414362844
2732,Iraq,IRQ,1992,14.9200107198079
2733,Iraq,IRQ,1993,15.024495391440452
2734,Iraq,IRQ,1994,15.095666781562311
2735,Iraq,IRQ,1995,15.1221220080271
2736,Iraq,IRQ,1996,15.08581177114589
2737,Iraq,IRQ,1997,14.99862070869039
2738,Iraq,IRQ,1998,14.89432375559512
2739,Iraq,IRQ,1999,14.8066380937354
2740,Iraq,IRQ,2000,14.766441918739789
2741,Iraq,IRQ,2001,14.744456168937653
2742,Iraq,IRQ,2002,14.69984193543469
2743,Iraq,IRQ,2003,14.6427114544754
2744,Iraq,IRQ,2004,14.58995553904261
2745,Iraq,IRQ,2005,14.56475718440171
2746,Iraq,IRQ,2006,14.557550347074718
2747,Iraq,IRQ,2007,14.54739226534082
2748,Iraq,IRQ,2008,14.53882247942096
2749,Iraq,IRQ,2009,14.53027947269604
2750,Iraq,IRQ,2010,14.51966017471503
2751,Iraq,IRQ,2011,14.56813091028614
2752,Iraq,IRQ,2012,14.69977721706174
2753,Iraq,IRQ,2013,14.85730690789365
2754,Iraq,IRQ,2014,14.98523891887479
2755,Iraq,IRQ,2015,15.026242288437947
2756,Iraq,IRQ,2016,14.98387647464609
2757,Iraq,IRQ,2017,14.93905446504981
2758,Iraq,IRQ,2018,14.92266813516939
2759,Iraq,IRQ,2019,14.91283072781156
2760,Ireland,IRL,1990,17.08500198716346
2761,Ireland,IRL,1991,17.11800622989502
2762,Ireland,IRL,1992,17.14552479902578
2763,Ireland,IRL,1993,17.16806402921462
2764,Ireland,IRL,1994,17.17805677558598
2765,Ireland,IRL,1995,17.18657736982933
2766,Ireland,IRL,1996,17.16722632891004
2767,Ireland,IRL,1997,17.1135606824833
2768,Ireland,IRL,1998,17.045910671846528
2769,Ireland,IRL,1999,16.98597533571153
2770,Ireland,IRL,2000,16.95848974424952
2771,Ireland,IRL,2001,16.95475355793448
2772,Ireland,IRL,2002,16.95180831351927
2773,Ireland,IRL,2003,16.94542769881426
2774,Ireland,IRL,2004,16.94575713270866
2775,Ireland,IRL,2005,16.95384221530425
2776,Ireland,IRL,2006,17.03822555540027
2777,Ireland,IRL,2007,17.23641596291909
2778,Ireland,IRL,2008,17.46601863832189
2779,Ireland,IRL,2009,17.66448346705595
2780,Ireland,IRL,2010,17.75254509385189
2781,Ireland,IRL,2011,17.76053907559766
2782,Ireland,IRL,2012,17.74447755289648
2783,Ireland,IRL,2013,17.72000732312193
2784,Ireland,IRL,2014,17.70379116464728
2785,Ireland,IRL,2015,17.70177041090137
2786,Ireland,IRL,2016,17.7979710270164
2787,Ireland,IRL,2017,17.88389694781244
2788,Ireland,IRL,2018,17.801417688336958
2789,Ireland,IRL,2019,17.60945354268606
2790,Israel,ISR,1990,14.6585107327217
2791,Israel,ISR,1991,14.75675084924126
2792,Israel,ISR,1992,14.84446404472036
2793,Israel,ISR,1993,14.91295098448806
2794,Israel,ISR,1994,14.960368865780447
2795,Israel,ISR,1995,14.982488749752353
2796,Israel,ISR,1996,14.93336538472293
2797,Israel,ISR,1997,14.815704485662
2798,Israel,ISR,1998,14.66753207688166
2799,Israel,ISR,1999,14.53937066228982
2800,Israel,ISR,2000,14.47844392005703
2801,Israel,ISR,2001,14.46480119591359
2802,Israel,ISR,2002,14.433575525421
2803,Israel,ISR,2003,14.40677175148028
2804,Israel,ISR,2004,14.378865654389749
2805,Israel,ISR,2005,14.36155210063638
2806,Israel,ISR,2006,14.41463740317104
2807,Israel,ISR,2007,14.55079994620628
2808,Israel,ISR,2008,14.70932585834303
2809,Israel,ISR,2009,14.83574105291578
2810,Israel,ISR,2010,14.87465643467293
2811,Israel,ISR,2011,14.82415249312376
2812,Israel,ISR,2012,14.72406989219042
2813,Israel,ISR,2013,14.61597212517652
2814,Israel,ISR,2014,14.52241651026136
2815,Israel,ISR,2015,14.46972007345221
2816,Israel,ISR,2016,14.46565072601111
2817,Israel,ISR,2017,14.470370253573432
2818,Israel,ISR,2018,14.4722576389101
2819,Israel,ISR,2019,14.48335929831232
2820,Italy,ITA,1990,15.400106433443868
2821,Italy,ITA,1991,15.28622432514002
2822,Italy,ITA,1992,15.17809387343885
2823,Italy,ITA,1993,15.07925707754278
2824,Italy,ITA,1994,14.99307928647698
2825,Italy,ITA,1995,14.92088196072426
2826,Italy,ITA,1996,14.85439403064433
2827,Italy,ITA,1997,14.7882997000652
2828,Italy,ITA,1998,14.72696884781903
2829,Italy,ITA,1999,14.68228047549106
2830,Italy,ITA,2000,14.66215548128502
2831,Italy,ITA,2001,14.66209562875403
2832,Italy,ITA,2002,14.67193860634532
2833,Italy,ITA,2003,14.68248055230913
2834,Italy,ITA,2004,14.68673435478755
2835,Italy,ITA,2005,14.67710425399694
2836,Italy,ITA,2006,14.682742254147229
2837,Italy,ITA,2007,14.72859686554514
2838,Italy,ITA,2008,14.79164110521447
2839,Italy,ITA,2009,14.855923146976268
2840,Italy,ITA,2010,14.90113319709278
2841,Italy,ITA,2011,14.94029457895011
2842,Italy,ITA,2012,14.995987799909049
2843,Italy,ITA,2013,15.053235060491192
2844,Italy,ITA,2014,15.098320463022771
2845,Italy,ITA,2015,15.12036922297428
2846,Italy,ITA,2016,15.06866019991359
2847,Italy,ITA,2017,15.01275418311624
2848,Italy,ITA,2018,15.01531246266366
2849,Italy,ITA,2019,15.033929012786352
2850,Jamaica,JAM,1990,13.784786702583707
2851,Jamaica,JAM,1991,13.7449532165741
2852,Jamaica,JAM,1992,13.714615243283047
2853,Jamaica,JAM,1993,13.6852042711194
2854,Jamaica,JAM,1994,13.669585695786829
2855,Jamaica,JAM,1995,13.661867105554078
2856,Jamaica,JAM,1996,13.66715148913872
2857,Jamaica,JAM,1997,13.675360280906428
2858,Jamaica,JAM,1998,13.68548604514222
2859,Jamaica,JAM,1999,13.69534676214768
2860,Jamaica,JAM,2000,13.703409946262
2861,Jamaica,JAM,2001,13.70963881608509
2862,Jamaica,JAM,2002,13.72276037689599
2863,Jamaica,JAM,2003,13.732298917633573
2864,Jamaica,JAM,2004,13.74129824027595
2865,Jamaica,JAM,2005,13.743061395724428
