,Entity,Code,Year,Prevalence - Mental and substance use disorders - Sex: Male - Age: Age-standardized (Percent),Prevalence - Mental and substance use disorders - Sex: Female - Age: Age-standardized (Percent),Population (historical estimates),Continent
18908,Germany,DEU,2001,13.2552992145,17.108085039000002,81453894.0,
18909,Germany,DEU,2002,13.2688854244,17.0648820298,81535124.0,
18910,Germany,DEU,2003,13.2807711034,17.017677620300002,81614371.0,
18911,Germany,DEU,2004,13.3030152362,16.9757425986,81646474.0,
18912,Germany,DEU,2005,13.3150323094,16.962167678900002,81602739.0,
18913,Germany,DEU,2006,13.3124182974,16.9662441967,81472235.0,
18914,Germany,DEU,2007,13.3025632683,16.9829693758,81277836.0,
18915,Germany,DEU,2008,13.290734551700002,17.002373662500002,81065751.0,
18916,Germany,DEU,2009,13.2711486983,17.0228098977,80899961.0,
18917,Germany,DEU,2010,13.2661950548,17.031215474899998,80827001.0,
18918,Germany,DEU,2011,13.2628439157,17.0329764804,80855629.0,
18919,Germany,DEU,2012,13.2556726484,17.0366403359,80972629.0,
18920,Germany,DEU,2013,13.2442519143,17.046277424699998,81174373.0,
18921,Germany,DEU,2014,13.2341013798,17.0596495916,81450370.0,
18922,Germany,DEU,2015,13.2153473983,17.072228757999998,81787411.0,Europe
18923,Germany,DEU,2016,13.199067972,17.0860120231,82193770.0,
18924,Germany,DEU,2017,13.1771767871,17.1039872733,82658409.0,
18925,Germany,DEU,-10000,,,6576.0,
18926,Germany,DEU,-9000,,,9864.0,
18927,Germany,DEU,-8000,,,14796.0,
18928,Germany,DEU,-7000,,,22195.0,
18929,Germany,DEU,-6000,,,33292.0,
18930,Germany,DEU,-5000,,,44939.0,
18931,Germany,DEU,-4000,,,87408.0,
18932,Germany,DEU,-3000,,,161113.0,
18933,Germany,DEU,-2000,,,316670.0,
18934,Germany,DEU,-1000,,,625005.0,
18935,Germany,DEU,0,,,2999994.0,
18936,Germany,DEU,100,,,3250004.0,
18937,Germany,DEU,200,,,3500005.0,
18938,Germany,DEU,300,,,3500000.0,
18939,Germany,DEU,400,,,3499996.0,
18940,Germany,DEU,500,,,3250002.0,
18941,Germany,DEU,600,,,3000002.0,
18942,Germany,DEU,700,,,3125004.0,
18943,Germany,DEU,800,,,3250005.0,
18944,Germany,DEU,900,,,3375004.0,
18945,Germany,DEU,1000,,,3500006.0,
18946,Germany,DEU,1100,,,3999991.0,
18947,Germany,DEU,1200,,,5999998.0,
18948,Germany,DEU,1300,,,9000009.0,
18949,Germany,DEU,1400,,,6499992.0,
18950,Germany,DEU,1500,,,8999982.0,
18951,Germany,DEU,1600,,,12000005.0,
18952,Germany,DEU,1700,,,12999967.0,
18953,Germany,DEU,1710,,,13978600.0,
18954,Germany,DEU,1720,,,14957612.0,
18955,Germany,DEU,1730,,,15936966.0,
18956,Germany,DEU,1740,,,16916782.0,
18957,Germany,DEU,1750,,,17897054.0,
18958,Germany,DEU,1760,,,18891894.0,
18959,Germany,DEU,1770,,,19886730.0,
18960,Germany,DEU,1780,,,20881578.0,
18961,Germany,DEU,1790,,,21876482.0,
18962,Germany,DEU,1800,,,18000000.0,
18963,Germany,DEU,1801,,,18294612.0,
18964,Germany,DEU,1802,,,18594046.0,
18965,Germany,DEU,1803,,,18898381.0,
18966,Germany,DEU,1804,,,19207698.0,
18967,Germany,DEU,1805,,,19522077.0,
18968,Germany,DEU,1806,,,19841601.0,
18969,Germany,DEU,1807,,,20166356.0,
18970,Germany,DEU,1808,,,20496425.0,
18971,Germany,DEU,1809,,,20831897.0,
18972,Germany,DEU,1810,,,21178441.0,
18973,Germany,DEU,1811,,,21525076.0,
18974,Germany,DEU,1812,,,21877384.0,
18975,Germany,DEU,1813,,,22235459.0,
18976,Germany,DEU,1814,,,22599394.0,
18977,Germany,DEU,1815,,,22969286.0,
18978,Germany,DEU,1816,,,23345232.0,
18979,Germany,DEU,1817,,,23727332.0,
18980,Germany,DEU,1818,,,24115685.0,
18981,Germany,DEU,1819,,,24488367.0,
18982,Germany,DEU,1820,,,24844857.0,
18983,Germany,DEU,1821,,,25184625.0,
18984,Germany,DEU,1822,,,25507128.0,
18985,Germany,DEU,1823,,,25811809.0,
18986,Germany,DEU,1824,,,26120130.0,
18987,Germany,DEU,1825,,,26432134.0,
18988,Germany,DEU,1826,,,26747865.0,
18989,Germany,DEU,1827,,,27067367.0,
18990,Germany,DEU,1828,,,27390685.0,
18991,Germany,DEU,1829,,,27709637.0,
18992,Germany,DEU,1830,,,28024082.0,
18993,Germany,DEU,1831,,,28333882.0,
18994,Germany,DEU,1832,,,28638891.0,
18995,Germany,DEU,1833,,,28938965.0,
18996,Germany,DEU,1834,,,29242182.0,
18997,Germany,DEU,1835,,,29548576.0,
18998,Germany,DEU,1836,,,29858181.0,
18999,Germany,DEU,1837,,,30171030.0,
19000,Germany,DEU,1838,,,30487157.0,
19001,Germany,DEU,1839,,,30791884.0,
19002,Germany,DEU,1840,,,31084973.0,
19003,Germany,DEU,1841,,,31366182.0,
19004,Germany,DEU,1842,,,31635265.0,
19005,Germany,DEU,1843,,,31891972.0,
19006,Germany,DEU,1844,,,32150762.0,
19007,Germany,DEU,1845,,,32411652.0,
19008,Germany,DEU,1846,,,32674660.0,
19009,Germany,DEU,1847,,,32939801.0,
19010,Germany,DEU,1848,,,33207094.0,
19011,Germany,DEU,1849,,,33466493.0,
19012,Germany,DEU,1850,,,33717866.0,
19013,Germany,DEU,1851,,,33970411.0,
19014,Germany,DEU,1852,,,34214795.0,
19015,Germany,DEU,1853,,,34450874.0,
19016,Germany,DEU,1854,,,34688580.0,
19017,Germany,DEU,1855,,,34927923.0,
19018,Germany,DEU,1856,,,35168915.0,
19019,Germany,DEU,1857,,,35411567.0,
19020,Germany,DEU,1858,,,35655890.0,
19021,Germany,DEU,1859,,,35915420.0,
19022,Germany,DEU,1860,,,36190385.0,
19023,Germany,DEU,1861,,,36481013.0,
19024,Germany,DEU,1862,,,36787538.0,
19025,Germany,DEU,1863,,,37110194.0,
19026,Germany,DEU,1864,,,37435677.0,
19027,Germany,DEU,1865,,,37764012.0,
19028,Germany,DEU,1866,,,38095224.0,
19029,Germany,DEU,1867,,,38429338.0,
19030,Germany,DEU,1868,,,38766380.0,
19031,Germany,DEU,1869,,,39121267.0,
19032,Germany,DEU,1870,,,39494319.0,
19033,Germany,DEU,1871,,,39885860.0,
19034,Germany,DEU,1872,,,40296219.0,
19035,Germany,DEU,1873,,,40725727.0,
19036,Germany,DEU,1874,,,41159810.0,
19037,Germany,DEU,1875,,,41598517.0,
19038,Germany,DEU,1876,,,42041897.0,
19039,Germany,DEU,1877,,,42489999.0,
19040,Germany,DEU,1878,,,42942875.0,
19041,Germany,DEU,1879,,,43388996.0,
19042,Germany,DEU,1880,,,43828181.0,
19043,Germany,DEU,1881,,,44260243.0,
19044,Germany,DEU,1882,,,44684993.0,
19045,Germany,DEU,1883,,,45102238.0,
19046,Germany,DEU,1884,,,45523375.0,
19047,Germany,DEU,1885,,,45948441.0,
19048,Germany,DEU,1886,,,46377473.0,
19049,Germany,DEU,1887,,,46810508.0,
19050,Germany,DEU,1888,,,47247582.0,
19051,Germany,DEU,1889,,,47730525.0,
19052,Germany,DEU,1890,,,48260349.0,
19053,Germany,DEU,1891,,,48838083.0,
19054,Germany,DEU,1892,,,49464772.0,
19055,Germany,DEU,1893,,,50141481.0,
19056,Germany,DEU,1894,,,50827444.0,
19057,Germany,DEU,1895,,,51522787.0,
19058,Germany,DEU,1896,,,52227640.0,
19059,Germany,DEU,1897,,,52942131.0,
19060,Germany,DEU,1898,,,53666393.0,
19061,Germany,DEU,1899,,,54413956.0,
19062,Germany,DEU,1900,,,55185341.0,
19063,Germany,DEU,1901,,,55981081.0,
19064,Germany,DEU,1902,,,56801719.0,
19065,Germany,DEU,1903,,,57647806.0,
19066,Germany,DEU,1904,,,58506492.0,
19067,Germany,DEU,1905,,,59377964.0,
19068,Germany,DEU,1906,,,60262412.0,
19069,Germany,DEU,1907,,,61160030.0,
19070,Germany,DEU,1908,,,62071014.0,
19071,Germany,DEU,1909,,,62767668.0,
19072,Germany,DEU,1910,,,63247408.0,
19073,Germany,DEU,1911,,,63507611.0,
19074,Germany,DEU,1912,,,63545612.0,
19075,Germany,DEU,1913,,,63358703.0,
19076,Germany,DEU,1914,,,63172340.0,
19077,Germany,DEU,1915,,,62986521.0,
19078,Germany,DEU,1916,,,62801243.0,
19079,Germany,DEU,1917,,,62616506.0,
19080,Germany,DEU,1918,,,62415473.0,
19081,Germany,DEU,1919,,,62337715.0,
19082,Germany,DEU,1920,,,62383655.0,
19083,Germany,DEU,1921,,,62553720.0,
19084,Germany,DEU,1922,,,62848341.0,
19085,Germany,DEU,1923,,,63267954.0,
19086,Germany,DEU,1924,,,63690369.0,
19087,Germany,DEU,1925,,,64115604.0,
19088,Germany,DEU,1926,,,64543678.0,
19089,Germany,DEU,1927,,,64974611.0,
19090,Germany,DEU,1928,,,65408420.0,
19091,Germany,DEU,1929,,,65850348.0,
19092,Germany,DEU,1930,,,66300486.0,
19093,Germany,DEU,1931,,,66758925.0,
19094,Germany,DEU,1932,,,67225759.0,
19095,Germany,DEU,1933,,,67701081.0,
19096,Germany,DEU,1934,,,68179764.0,
19097,Germany,DEU,1935,,,68661832.0,
19098,Germany,DEU,1936,,,69147308.0,
19099,Germany,DEU,1937,,,69636216.0,
19100,Germany,DEU,1938,,,70128582.0,
19101,Germany,DEU,1939,,,70493827.0,
19102,Germany,DEU,1940,,,70731329.0,
19103,Germany,DEU,1941,,,70840459.0,
19104,Germany,DEU,1942,,,70820585.0,
19105,Germany,DEU,1943,,,70671068.0,
19106,Germany,DEU,1944,,,70521868.0,
19107,Germany,DEU,1945,,,70372982.0,
19108,Germany,DEU,1946,,,70224410.0,
19109,Germany,DEU,1947,,,70076152.0,
19110,Germany,DEU,1948,,,69928207.0,
19111,Germany,DEU,1949,,,69891436.0,
19112,Germany,DEU,1950,,,69966252.0,
19113,Germany,DEU,1951,,,70300011.0,
19114,Germany,DEU,1952,,,70620275.0,
19115,Germany,DEU,1953,,,70929839.0,
19116,Germany,DEU,1954,,,71233393.0,
19117,Germany,DEU,1955,,,71537454.0,
19118,Germany,DEU,1956,,,71850645.0,
19119,Germany,DEU,1957,,,72183453.0,
19120,Germany,DEU,1958,,,72547581.0,
19121,Germany,DEU,1959,,,72954885.0,
19122,Germany,DEU,1960,,,73414229.0,
19123,Germany,DEU,1961,,,73928077.0,
19124,Germany,DEU,1962,,,74489450.0,
19125,Germany,DEU,1963,,,75080749.0,
19126,Germany,DEU,1964,,,75677305.0,
19127,Germany,DEU,1965,,,76258034.0,
19128,Germany,DEU,1966,,,76819570.0,
19129,Germany,DEU,1967,,,77357251.0,
19130,Germany,DEU,1968,,,77847179.0,
19131,Germany,DEU,1969,,,78260756.0,
19132,Germany,DEU,1970,,,78578381.0,
19133,Germany,DEU,1971,,,78789931.0,
19134,Germany,DEU,1972,,,78901826.0,
19135,Germany,DEU,1973,,,78932455.0,
19136,Germany,DEU,1974,,,78909808.0,
19137,Germany,DEU,1975,,,78856031.0,
19138,Germany,DEU,1976,,,78781740.0,
19139,Germany,DEU,1977,,,78687323.0,
19140,Germany,DEU,1978,,,78573588.0,
19141,Germany,DEU,1979,,,78438171.0,
19142,Germany,DEU,1980,,,78283101.0,
19143,Germany,DEU,1981,,,78107860.0,
19144,Germany,DEU,1982,,,77926016.0,
19145,Germany,DEU,1983,,,77770210.0,
19146,Germany,DEU,1984,,,77682293.0,
19147,Germany,DEU,1985,,,77691591.0,
19148,Germany,DEU,1986,,,77806136.0,
19149,Germany,DEU,1987,,,78015742.0,
19150,Germany,DEU,1988,,,78307525.0,
19151,Germany,DEU,1989,,,78660301.0,
19152,Germany,DEU,2018,,,83124413.0,
19153,Germany,DEU,2019,,,83517046.0,
19154,Germany,DEU,2020,,,83783945.0,
19155,Germany,DEU,2021,,,83900471.0,
19156,Ghana,GHA,1990,11.766122614,11.3592412787,14773274.0,
19157,Ghana,GHA,1991,11.7619837303,11.3403358451,15207360.0,
19158,Ghana,GHA,1992,11.7578286469,11.3310727744,15653345.0,
19159,Ghana,GHA,1993,11.7543357265,11.3137003506,16106756.0,
19160,Ghana,GHA,1994,11.7472306444,11.3037998106,16561677.0,
19161,Ghana,GHA,1995,11.741041065,11.3001058055,17014058.0,
19162,Ghana,GHA,1996,11.7346499034,11.2990756025,17462504.0,
19163,Ghana,GHA,1997,11.7236559936,11.3018556568,17908977.0,
19164,Ghana,GHA,1998,11.7125732607,11.3114292964,18357159.0,
19165,Ghana,GHA,1999,11.703207098,11.3174384917,18812369.0,
19166,Ghana,GHA,2000,11.6994297451,11.319393238,19278850.0,
19167,Ghana,GHA,2001,11.701336576,11.3210473911,19756929.0,
19168,Ghana,GHA,2002,11.7075955176,11.3225210462,20246376.0,
19169,Ghana,GHA,2003,11.7178092231,11.3256741348,20750308.0,
19170,Ghana,GHA,2004,11.7279151936,11.332071248,21272328.0,
19171,Ghana,GHA,2005,11.7308367395,11.3306988632,21814648.0,
19172,Ghana,GHA,2006,11.7217711097,11.3199239547,22379057.0,
19173,Ghana,GHA,2007,11.7124024371,11.299268185,22963946.0,
19174,Ghana,GHA,2008,11.7016250517,11.2797427353,23563832.0,
19175,Ghana,GHA,2009,11.6900034983,11.2598474057,24170943.0,
19176,Ghana,GHA,2010,11.6791077492,11.2465947275,24779614.0,
19177,Ghana,GHA,2011,11.6758977534,11.2385958812,25387713.0,
19178,Ghana,GHA,2012,11.6769092708,11.2311377904,25996454.0,
19179,Ghana,GHA,2013,11.6792961726,11.2306799949,26607641.0,
19180,Ghana,GHA,2014,11.6875559492,11.2331707858,27224480.0,
19181,Ghana,GHA,2015,11.7024538316,11.239454944,27849203.0,Africa
19182,Ghana,GHA,2016,11.7179944725,11.2477741717,28481947.0,
19183,Ghana,GHA,2017,11.7399767101,11.2605364658,29121464.0,
19184,Ghana,GHA,-10000,,,4013.0,
19185,Ghana,GHA,-9000,,,6020.0,
19186,Ghana,GHA,-8000,,,9030.0,
19187,Ghana,GHA,-7000,,,13545.0,
19188,Ghana,GHA,-6000,,,20318.0,
19189,Ghana,GHA,-5000,,,30477.0,
19190,Ghana,GHA,-4000,,,45715.0,
19191,Ghana,GHA,-3000,,,68573.0,
19192,Ghana,GHA,-2000,,,102860.0,
19193,Ghana,GHA,-1000,,,154291.0,
19194,Ghana,GHA,0,,,231436.0,
19195,Ghana,GHA,100,,,264498.0,
19196,Ghana,GHA,200,,,302284.0,
19197,Ghana,GHA,300,,,345468.0,
19198,Ghana,GHA,400,,,394820.0,
19199,Ghana,GHA,500,,,451224.0,
19200,Ghana,GHA,600,,,515684.0,
19201,Ghana,GHA,700,,,589353.0,
19202,Ghana,GHA,800,,,673546.0,
19203,Ghana,GHA,900,,,769767.0,
19204,Ghana,GHA,1000,,,879734.0,
19205,Ghana,GHA,1100,,,1005411.0,
19206,Ghana,GHA,1200,,,1149041.0,
19207,Ghana,GHA,1300,,,1313189.0,
19208,Ghana,GHA,1400,,,1500788.0,
19209,Ghana,GHA,1500,,,1715186.0,
19210,Ghana,GHA,1600,,,1960214.0,
19211,Ghana,GHA,1700,,,2240244.0,
19212,Ghana,GHA,1710,,,2258312.0,
19213,Ghana,GHA,1720,,,2277288.0,
19214,Ghana,GHA,1730,,,2297260.0,
19215,Ghana,GHA,1740,,,2318340.0,
19216,Ghana,GHA,1750,,,2340632.0,
19217,Ghana,GHA,1760,,,2364274.0,
19218,Ghana,GHA,1770,,,2389426.0,
19219,Ghana,GHA,1780,,,2416274.0,
19220,Ghana,GHA,1790,,,2445040.0,
19221,Ghana,GHA,1800,,,2016034.0,
19222,Ghana,GHA,1801,,,2016034.0,
19223,Ghana,GHA,1802,,,2016034.0,
19224,Ghana,GHA,1803,,,2016034.0,
19225,Ghana,GHA,1804,,,2016034.0,
19226,Ghana,GHA,1805,,,2016034.0,
19227,Ghana,GHA,1806,,,2016034.0,
19228,Ghana,GHA,1807,,,2016034.0,
19229,Ghana,GHA,1808,,,2016034.0,
19230,Ghana,GHA,1809,,,2016034.0,
19231,Ghana,GHA,1810,,,2016034.0,
19232,Ghana,GHA,1811,,,2016034.0,
19233,Ghana,GHA,1812,,,2016034.0,
19234,Ghana,GHA,1813,,,2016034.0,
19235,Ghana,GHA,1814,,,2016034.0,
19236,Ghana,GHA,1815,,,2016034.0,
19237,Ghana,GHA,1816,,,2016034.0,
19238,Ghana,GHA,1817,,,2016034.0,
19239,Ghana,GHA,1818,,,2016034.0,
19240,Ghana,GHA,1819,,,2015799.0,
19241,Ghana,GHA,1820,,,2015328.0,
19242,Ghana,GHA,1821,,,2014623.0,
19243,Ghana,GHA,1822,,,2013683.0,
19244,Ghana,GHA,1823,,,2012508.0,
19245,Ghana,GHA,1824,,,2011334.0,
19246,Ghana,GHA,1825,,,2010161.0,
19247,Ghana,GHA,1826,,,2008988.0,
19248,Ghana,GHA,1827,,,2007816.0,
19249,Ghana,GHA,1828,,,2006645.0,
19250,Ghana,GHA,1829,,,2005474.0,
19251,Ghana,GHA,1830,,,2004304.0,
19252,Ghana,GHA,1831,,,2003135.0,
19253,Ghana,GHA,1832,,,2001966.0,
19254,Ghana,GHA,1833,,,2000798.0,
19255,Ghana,GHA,1834,,,1999631.0,
19256,Ghana,GHA,1835,,,1998465.0,
19257,Ghana,GHA,1836,,,1997299.0,
19258,Ghana,GHA,1837,,,1996134.0,
19259,Ghana,GHA,1838,,,1994969.0,
19260,Ghana,GHA,1839,,,1993805.0,
19261,Ghana,GHA,1840,,,1992642.0,
19262,Ghana,GHA,1841,,,1991480.0,
19263,Ghana,GHA,1842,,,1990318.0,
19264,Ghana,GHA,1843,,,1989157.0,
19265,Ghana,GHA,1844,,,1987996.0,
19266,Ghana,GHA,1845,,,1986836.0,
19267,Ghana,GHA,1846,,,1985677.0,
19268,Ghana,GHA,1847,,,1984519.0,
19269,Ghana,GHA,1848,,,1983361.0,
19270,Ghana,GHA,1849,,,1984621.0,
19271,Ghana,GHA,1850,,,1988311.0,
19272,Ghana,GHA,1851,,,1993031.0,
19273,Ghana,GHA,1852,,,2000193.0,
19274,Ghana,GHA,1853,,,2009804.0,
19275,Ghana,GHA,1854,,,2019459.0,
19276,Ghana,GHA,1855,,,2029160.0,
19277,Ghana,GHA,1856,,,2038907.0,
19278,Ghana,GHA,1857,,,2048699.0,
19279,Ghana,GHA,1858,,,2058537.0,
19280,Ghana,GHA,1859,,,2068425.0,
19281,Ghana,GHA,1860,,,2078362.0,
19282,Ghana,GHA,1861,,,2088348.0,
19283,Ghana,GHA,1862,,,2098385.0,
19284,Ghana,GHA,1863,,,2108472.0,
19285,Ghana,GHA,1864,,,2118606.0,
19286,Ghana,GHA,1865,,,2128787.0,
19287,Ghana,GHA,1866,,,2139017.0,
19288,Ghana,GHA,1867,,,2149295.0,
19289,Ghana,GHA,1868,,,2159621.0,
19290,Ghana,GHA,1869,,,2170536.0,
19291,Ghana,GHA,1870,,,2182048.0,
19292,Ghana,GHA,1871,,,2194160.0,
19293,Ghana,GHA,1872,,,2206880.0,
19294,Ghana,GHA,1873,,,2220213.0,
19295,Ghana,GHA,1874,,,2233625.0,
19296,Ghana,GHA,1875,,,2247117.0,
19297,Ghana,GHA,1876,,,2260689.0,
19298,Ghana,GHA,1877,,,2274342.0,
19299,Ghana,GHA,1878,,,2288077.0,
19300,Ghana,GHA,1879,,,2302515.0,
19301,Ghana,GHA,1880,,,2317666.0,
19302,Ghana,GHA,1881,,,2333538.0,
19303,Ghana,GHA,1882,,,2350140.0,
19304,Ghana,GHA,1883,,,2367479.0,
19305,Ghana,GHA,1884,,,2384945.0,
19306,Ghana,GHA,1885,,,2402539.0,
19307,Ghana,GHA,1886,,,2420261.0,
19308,Ghana,GHA,1887,,,2438113.0,
19309,Ghana,GHA,1888,,,2456095.0,
19310,Ghana,GHA,1889,,,2474557.0,
19311,Ghana,GHA,1890,,,2493504.0,
19312,Ghana,GHA,1891,,,2512944.0,
19313,Ghana,GHA,1892,,,2532881.0,
19314,Ghana,GHA,1893,,,2553323.0,
19315,Ghana,GHA,1894,,,2573929.0,
19316,Ghana,GHA,1895,,,2594699.0,
19317,Ghana,GHA,1896,,,2615636.0,
19318,Ghana,GHA,1897,,,2636740.0,
19319,Ghana,GHA,1898,,,2658013.0,
19320,Ghana,GHA,1899,,,2679458.0,
19321,Ghana,GHA,1900,,,2701076.0,
19322,Ghana,GHA,1901,,,2722869.0,
19323,Ghana,GHA,1902,,,2744839.0,
19324,Ghana,GHA,1903,,,2766986.0,
19325,Ghana,GHA,1904,,,2789310.0,
19326,Ghana,GHA,1905,,,2811813.0,
19327,Ghana,GHA,1906,,,2834496.0,
19328,Ghana,GHA,1907,,,2857360.0,
19329,Ghana,GHA,1908,,,2880407.0,
19330,Ghana,GHA,1909,,,2902786.0,
19331,Ghana,GHA,1910,,,2924488.0,
19332,Ghana,GHA,1911,,,2945501.0,
19333,Ghana,GHA,1912,,,2965814.0,
19334,Ghana,GHA,1913,,,2985418.0,
19335,Ghana,GHA,1914,,,3005150.0,
19336,Ghana,GHA,1915,,,3025010.0,
19337,Ghana,GHA,1916,,,3045000.0,
19338,Ghana,GHA,1917,,,3065120.0,
19339,Ghana,GHA,1918,,,3087665.0,
19340,Ghana,GHA,1919,,,3115166.0,
19341,Ghana,GHA,1920,,,3147731.0,
19342,Ghana,GHA,1921,,,3185471.0,
19343,Ghana,GHA,1922,,,3228498.0,
19344,Ghana,GHA,1923,,,3276925.0,
19345,Ghana,GHA,1924,,,3326079.0,
19346,Ghana,GHA,1925,,,3375970.0,
19347,Ghana,GHA,1926,,,3426609.0,
19348,Ghana,GHA,1927,,,3478008.0,
19349,Ghana,GHA,1928,,,3530178.0,
19350,Ghana,GHA,1929,,,3582404.0,
19351,Ghana,GHA,1930,,,3634675.0,
19352,Ghana,GHA,1931,,,3686983.0,
19353,Ghana,GHA,1932,,,3739317.0,
19354,Ghana,GHA,1933,,,3791668.0,
19355,Ghana,GHA,1934,,,3844751.0,
19356,Ghana,GHA,1935,,,3898578.0,
19357,Ghana,GHA,1936,,,3953158.0,
19358,Ghana,GHA,1937,,,4008502.0,
19359,Ghana,GHA,1938,,,4064621.0,
19360,Ghana,GHA,1939,,,4124869.0,
19361,Ghana,GHA,1940,,,4189363.0,
19362,Ghana,GHA,1941,,,4258223.0,
19363,Ghana,GHA,1942,,,4331575.0,
19364,Ghana,GHA,1943,,,4409543.0,
19365,Ghana,GHA,1944,,,4488915.0,
19366,Ghana,GHA,1945,,,4569715.0,
19367,Ghana,GHA,1946,,,4651970.0,
19368,Ghana,GHA,1947,,,4735706.0,
19369,Ghana,GHA,1948,,,4820948.0,
19370,Ghana,GHA,1949,,,4920872.0,
19371,Ghana,GHA,1950,,,5036151.0,
19372,Ghana,GHA,1951,,,5140319.0,
19373,Ghana,GHA,1952,,,5268648.0,
19374,Ghana,GHA,1953,,,5413371.0,
19375,Ghana,GHA,1954,,,5568654.0,
19376,Ghana,GHA,1955,,,5730592.0,
19377,Ghana,GHA,1956,,,5897345.0,
19378,Ghana,GHA,1957,,,6068997.0,
19379,Ghana,GHA,1958,,,6247304.0,
19380,Ghana,GHA,1959,,,6435160.0,
19381,Ghana,GHA,1960,,,6635229.0,
19382,Ghana,GHA,1961,,,6848291.0,
19383,Ghana,GHA,1962,,,7071966.0,
19384,Ghana,GHA,1963,,,7300124.0,
19385,Ghana,GHA,1964,,,7524470.0,
19386,Ghana,GHA,1965,,,7739463.0,
19387,Ghana,GHA,1966,,,7941418.0,
19388,Ghana,GHA,1967,,,8132803.0,
19389,Ghana,GHA,1968,,,8321772.0,
19390,Ghana,GHA,1969,,,8520018.0,
19391,Ghana,GHA,1970,,,8735493.0,
19392,Ghana,GHA,1971,,,8973247.0,
19393,Ghana,GHA,1972,,,9229640.0,
19394,Ghana,GHA,1973,,,9493552.0,
19395,Ghana,GHA,1974,,,9749098.0,
19396,Ghana,GHA,1975,,,9985946.0,
19397,Ghana,GHA,1976,,,10199164.0,
19398,Ghana,GHA,1977,,,10395453.0,
19399,Ghana,GHA,1978,,,10590265.0,
19400,Ghana,GHA,1979,,,10805318.0,
19401,Ghana,GHA,1980,,,11056112.0,
19402,Ghana,GHA,1981,,,11348287.0,
19403,Ghana,GHA,1982,,,11676828.0,
19404,Ghana,GHA,1983,,,12033559.0,
19405,Ghana,GHA,1984,,,12405659.0,
19406,Ghana,GHA,1985,,,12783617.0,
19407,Ghana,GHA,1986,,,13164839.0,
19408,Ghana,GHA,1987,,,13552021.0,
19409,Ghana,GHA,1988,,,13947047.0,
19410,Ghana,GHA,1989,,,14353409.0,
19411,Ghana,GHA,2018,,,29767108.0,
19412,Ghana,GHA,2019,,,30417858.0,
19413,Ghana,GHA,2020,,,31072945.0,
19414,Ghana,GHA,2021,,,31732128.0,
19415,Gibraltar,GIB,1950,,,22032.0,
19416,Gibraltar,GIB,1951,,,22287.0,
19417,Gibraltar,GIB,1952,,,22489.0,
19418,Gibraltar,GIB,1953,,,22632.0,
19419,Gibraltar,GIB,1954,,,22729.0,
19420,Gibraltar,GIB,1955,,,22784.0,
19421,Gibraltar,GIB,1956,,,22826.0,
19422,Gibraltar,GIB,1957,,,22881.0,
19423,Gibraltar,GIB,1958,,,22977.0,
19424,Gibraltar,GIB,1959,,,23145.0,
19425,Gibraltar,GIB,1960,,,23420.0,
19426,Gibraltar,GIB,1961,,,23808.0,
19427,Gibraltar,GIB,1962,,,24307.0,
19428,Gibraltar,GIB,1963,,,24889.0,
19429,Gibraltar,GIB,1964,,,25478.0,
19430,Gibraltar,GIB,1965,,,26079.0,
19431,Gibraltar,GIB,1966,,,26631.0,
19432,Gibraltar,GIB,1967,,,27172.0,
19433,Gibraltar,GIB,1968,,,27693.0,
