,Entity,Code,Year,Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent)
2403,Guatemala,GTM,1993,3.942660883385592
2404,Guatemala,GTM,1994,3.9752359449308
2405,Guatemala,GTM,1995,4.00982190559185
2406,Guatemala,GTM,1996,4.06088377243281
2407,Guatemala,GTM,1997,4.140827798509901
2408,Guatemala,GTM,1998,4.22635100643595
2409,Guatemala,GTM,1999,4.29535180266921
2410,Guatemala,GTM,2000,4.33004389598037
2411,Guatemala,GTM,2001,4.33857053248952
2412,Guatemala,GTM,2002,4.34325435210781
2413,Guatemala,GTM,2003,4.34719126454657
2414,Guatemala,GTM,2004,4.3467686983125695
2415,Guatemala,GTM,2005,4.34244956002689
2416,Guatemala,GTM,2006,4.32102113166358
2417,Guatemala,GTM,2007,4.28008917388895
2418,Guatemala,GTM,2008,4.22535520286001
2419,Guatemala,GTM,2009,4.16962662001787
2420,Guatemala,GTM,2010,4.12021255132918
2421,Guatemala,GTM,2011,4.06392062844324
2422,Guatemala,GTM,2012,3.99072556550129
2423,Guatemala,GTM,2013,3.920238768837472
2424,Guatemala,GTM,2014,3.8670538692456096
2425,Guatemala,GTM,2015,3.84525483150212
2426,Guatemala,GTM,2016,3.855745388035961
2427,Guatemala,GTM,2017,3.86780508886106
2428,Guatemala,GTM,2018,3.85855621693649
2429,Guatemala,GTM,2019,3.8350239044394696
2430,Guinea,GIN,1990,4.26823345624529
2431,Guinea,GIN,1991,4.27231228487199
2432,Guinea,GIN,1992,4.27656080336754
2433,Guinea,GIN,1993,4.28007752022967
2434,Guinea,GIN,1994,4.28329346960568
2435,Guinea,GIN,1995,4.29009383873097
2436,Guinea,GIN,1996,4.29739498923459
2437,Guinea,GIN,1997,4.30659523830723
2438,Guinea,GIN,1998,4.31791706542179
2439,Guinea,GIN,1999,4.3314887675285
2440,Guinea,GIN,2000,4.34326980592356
2441,Guinea,GIN,2001,4.35100804940533
2442,Guinea,GIN,2002,4.35884193903025
2443,Guinea,GIN,2003,4.36623904001497
2444,Guinea,GIN,2004,4.372993788334361
2445,Guinea,GIN,2005,4.37861660649896
2446,Guinea,GIN,2006,4.38378467425676
2447,Guinea,GIN,2007,4.38901910784475
2448,Guinea,GIN,2008,4.39509912089041
2449,Guinea,GIN,2009,4.40055724072027
2450,Guinea,GIN,2010,4.40144090357518
2451,Guinea,GIN,2011,4.40603258219949
2452,Guinea,GIN,2012,4.41065068965142
2453,Guinea,GIN,2013,4.41673365172535
2454,Guinea,GIN,2014,4.42069340563028
2455,Guinea,GIN,2015,4.42503835679224
2456,Guinea,GIN,2016,4.42742426033897
2457,Guinea,GIN,2017,4.43011406502302
2458,Guinea,GIN,2018,4.43505656445618
2459,Guinea,GIN,2019,4.4444137843338
2460,Guinea-Bissau,GNB,1990,4.3852803716538
2461,Guinea-Bissau,GNB,1991,4.38553270777491
2462,Guinea-Bissau,GNB,1992,4.38764976709379
2463,Guinea-Bissau,GNB,1993,4.39176139375275
2464,Guinea-Bissau,GNB,1994,4.39482938001905
2465,Guinea-Bissau,GNB,1995,4.399738656140189
2466,Guinea-Bissau,GNB,1996,4.40879668470799
2467,Guinea-Bissau,GNB,1997,4.42182505522224
2468,Guinea-Bissau,GNB,1998,4.4391763867993
2469,Guinea-Bissau,GNB,1999,4.45225643313074
2470,Guinea-Bissau,GNB,2000,4.46260055022389
2471,Guinea-Bissau,GNB,2001,4.47094339046862
2472,Guinea-Bissau,GNB,2002,4.48162034104424
2473,Guinea-Bissau,GNB,2003,4.49421811174511
2474,Guinea-Bissau,GNB,2004,4.50541435185376
2475,Guinea-Bissau,GNB,2005,4.51127475310526
2476,Guinea-Bissau,GNB,2006,4.517221464259269
2477,Guinea-Bissau,GNB,2007,4.52412619481682
2478,Guinea-Bissau,GNB,2008,4.52987405341431
2479,Guinea-Bissau,GNB,2009,4.53701552382804
2480,Guinea-Bissau,GNB,2010,4.53765445723053
2481,Guinea-Bissau,GNB,2011,4.54066080385728
2482,Guinea-Bissau,GNB,2012,4.54545119391639
2483,Guinea-Bissau,GNB,2013,4.55110600894926
2484,Guinea-Bissau,GNB,2014,4.55626536794522
2485,Guinea-Bissau,GNB,2015,4.5603104743386
2486,Guinea-Bissau,GNB,2016,4.56226637295638
2487,Guinea-Bissau,GNB,2017,4.56841515910787
2488,Guinea-Bissau,GNB,2018,4.5742812235061
2489,Guinea-Bissau,GNB,2019,4.582045784243309
2490,Guyana,GUY,1990,4.69914736777527
2491,Guyana,GUY,1991,4.71120882765264
2492,Guyana,GUY,1992,4.72592094615979
2493,Guyana,GUY,1993,4.744474551531551
2494,Guyana,GUY,1994,4.762070607267059
2495,Guyana,GUY,1995,4.780291230209429
2496,Guyana,GUY,1996,4.81247655254812
2497,Guyana,GUY,1997,4.86272612963007
2498,Guyana,GUY,1998,4.92258120136013
2499,Guyana,GUY,1999,4.97798140514433
2500,Guyana,GUY,2000,5.022245953466601
2501,Guyana,GUY,2001,5.0635305238633
2502,Guyana,GUY,2002,5.11038721920199
2503,Guyana,GUY,2003,5.15640122025205
2504,Guyana,GUY,2004,5.19428539491803
2505,Guyana,GUY,2005,5.2104772955932095
2506,Guyana,GUY,2006,5.21609648571347
2507,Guyana,GUY,2007,5.21862212754038
2508,Guyana,GUY,2008,5.21817717014162
2509,Guyana,GUY,2009,5.21512111535402
2510,Guyana,GUY,2010,5.21511285045353
2511,Guyana,GUY,2011,5.21393415798637
2512,Guyana,GUY,2012,5.20718129474693
2513,Guyana,GUY,2013,5.1947175447048295
2514,Guyana,GUY,2014,5.18611824042442
2515,Guyana,GUY,2015,5.1806579520284
2516,Guyana,GUY,2016,5.18052490823921
2517,Guyana,GUY,2017,5.17526007199454
2518,Guyana,GUY,2018,5.15016472737668
2519,Guyana,GUY,2019,5.09996489141753
2520,Haiti,HTI,1990,3.7810013918985694
2521,Haiti,HTI,1991,3.7698323811320695
2522,Haiti,HTI,1992,3.75830390323326
2523,Haiti,HTI,1993,3.7491148332883
2524,Haiti,HTI,1994,3.74253169441371
2525,Haiti,HTI,1995,3.74095764529567
2526,Haiti,HTI,1996,3.7400457858763
2527,Haiti,HTI,1997,3.73970340184252
2528,Haiti,HTI,1998,3.74050803609378
2529,Haiti,HTI,1999,3.74100346445715
2530,Haiti,HTI,2000,3.7397238368288304
2531,Haiti,HTI,2001,3.73968362639431
2532,Haiti,HTI,2002,3.73641748650003
2533,Haiti,HTI,2003,3.7336259760818704
2534,Haiti,HTI,2004,3.73093775124805
2535,Haiti,HTI,2005,3.72585043110396
2536,Haiti,HTI,2006,3.71536007734584
2537,Haiti,HTI,2007,3.7008398460074696
2538,Haiti,HTI,2008,3.68402980383452
2539,Haiti,HTI,2009,3.671859873139901
2540,Haiti,HTI,2010,3.6687903047425503
2541,Haiti,HTI,2011,3.67233947612172
2542,Haiti,HTI,2012,3.67542192330531
2543,Haiti,HTI,2013,3.6804649490406898
2544,Haiti,HTI,2014,3.6859778846734095
2545,Haiti,HTI,2015,3.68940235052507
2546,Haiti,HTI,2016,3.69693517465828
2547,Haiti,HTI,2017,3.7047741329177297
2548,Haiti,HTI,2018,3.70996678998914
2549,Haiti,HTI,2019,3.71651244291946
2550,Honduras,HND,1990,3.10405756798513
2551,Honduras,HND,1991,3.10603930360248
2552,Honduras,HND,1992,3.11099443504443
2553,Honduras,HND,1993,3.11739221023288
2554,Honduras,HND,1994,3.12434277946663
2555,Honduras,HND,1995,3.13347187603228
2556,Honduras,HND,1996,3.14216741349901
2557,Honduras,HND,1997,3.1566659363093
2558,Honduras,HND,1998,3.1727990094111904
2559,Honduras,HND,1999,3.18720994319672
2560,Honduras,HND,2000,3.20115743298019
2561,Honduras,HND,2001,3.2132134498682
2562,Honduras,HND,2002,3.22631804471442
2563,Honduras,HND,2003,3.23861628552671
2564,Honduras,HND,2004,3.25001000387949
2565,Honduras,HND,2005,3.25709445214803
2566,Honduras,HND,2006,3.2602262952260297
2567,Honduras,HND,2007,3.2633377775356203
2568,Honduras,HND,2008,3.26688651837944
2569,Honduras,HND,2009,3.2687199154924103
2570,Honduras,HND,2010,3.2713164758328404
2571,Honduras,HND,2011,3.2754099458054604
2572,Honduras,HND,2012,3.2796057596016803
2573,Honduras,HND,2013,3.2843618474716902
2574,Honduras,HND,2014,3.28811278888341
2575,Honduras,HND,2015,3.29346376107412
2576,Honduras,HND,2016,3.29928096266282
2577,Honduras,HND,2017,3.30344880187948
2578,Honduras,HND,2018,3.30018208976022
2579,Honduras,HND,2019,3.28960572497502
2580,Hungary,HUN,1990,3.60816587860378
2581,Hungary,HUN,1991,3.5979689988316403
2582,Hungary,HUN,1992,3.58296540127954
2583,Hungary,HUN,1993,3.5663169060526703
2584,Hungary,HUN,1994,3.54585382670704
2585,Hungary,HUN,1995,3.5231611988622404
2586,Hungary,HUN,1996,3.49097598829339
2587,Hungary,HUN,1997,3.44418583247052
2588,Hungary,HUN,1998,3.38966669841642
2589,Hungary,HUN,1999,3.34227712018281
2590,Hungary,HUN,2000,3.3015181598107297
2591,Hungary,HUN,2001,3.27099679074656
2592,Hungary,HUN,2002,3.24323960078476
2593,Hungary,HUN,2003,3.21707480361193
2594,Hungary,HUN,2004,3.19141792717827
2595,Hungary,HUN,2005,3.16809093755333
2596,Hungary,HUN,2006,3.14614346773988
2597,Hungary,HUN,2007,3.12521100473988
2598,Hungary,HUN,2008,3.10703266302585
2599,Hungary,HUN,2009,3.09019374836198
2600,Hungary,HUN,2010,3.0736633296088898
2601,Hungary,HUN,2011,3.06236687454928
2602,Hungary,HUN,2012,3.0526726341827697
2603,Hungary,HUN,2013,3.04732837344532
2604,Hungary,HUN,2014,3.04396323383118
2605,Hungary,HUN,2015,3.04241014616813
2606,Hungary,HUN,2016,3.05104338246811
2607,Hungary,HUN,2017,3.0585315006196
2608,Hungary,HUN,2018,3.05362226580239
2609,Hungary,HUN,2019,3.03998945432259
2610,Iceland,ISL,1990,3.49173008162514
2611,Iceland,ISL,1991,3.474890830626029
2612,Iceland,ISL,1992,3.4569593335977102
2613,Iceland,ISL,1993,3.44101895698802
2614,Iceland,ISL,1994,3.4291404239429
2615,Iceland,ISL,1995,3.41529351627752
2616,Iceland,ISL,1996,3.40281911014238
2617,Iceland,ISL,1997,3.38997734510533
2618,Iceland,ISL,1998,3.37649995267492
2619,Iceland,ISL,1999,3.36256889508335
2620,Iceland,ISL,2000,3.35005040829141
2621,Iceland,ISL,2001,3.33443744610633
2622,Iceland,ISL,2002,3.31442382287181
2623,Iceland,ISL,2003,3.29187968612078
2624,Iceland,ISL,2004,3.26947487875663
2625,Iceland,ISL,2005,3.2480860789883605
2626,Iceland,ISL,2006,3.22105172178309
2627,Iceland,ISL,2007,3.19223876367164
2628,Iceland,ISL,2008,3.16730461233604
2629,Iceland,ISL,2009,3.1507736391746297
2630,Iceland,ISL,2010,3.1477669336191805
2631,Iceland,ISL,2011,3.1542162360521298
2632,Iceland,ISL,2012,3.1661428194265104
2633,Iceland,ISL,2013,3.17966238670262
2634,Iceland,ISL,2014,3.19152726903818
2635,Iceland,ISL,2015,3.19623179497026
2636,Iceland,ISL,2016,3.19483245762268
2637,Iceland,ISL,2017,3.19197625646504
2638,Iceland,ISL,2018,3.20107765388318
2639,Iceland,ISL,2019,3.2227335813349898
2640,India,IND,1990,4.036883679140621
2641,India,IND,1991,4.18420098069532
2642,India,IND,1992,4.31238565537843
2643,India,IND,1993,4.41498016649574
2644,India,IND,1994,4.48443349245103
2645,India,IND,1995,4.512358313966311
2646,India,IND,1996,4.504917581538391
2647,India,IND,1997,4.47915908327227
2648,India,IND,1998,4.44784826052474
2649,India,IND,1999,4.42191763346524
2650,India,IND,2000,4.41378633224888
2651,India,IND,2001,4.4339138820915895
2652,India,IND,2002,4.47384636429237
2653,India,IND,2003,4.519974184638411
2654,India,IND,2004,4.55714804816254
2655,India,IND,2005,4.57080956999168
2656,India,IND,2006,4.49198660349802
2657,India,IND,2007,4.3082480647546895
2658,India,IND,2008,4.08736740448956
2659,India,IND,2009,3.89940834368818
2660,India,IND,2010,3.81420509218345
2661,India,IND,2011,3.8065698433304296
2662,India,IND,2012,3.8040118167242
2663,India,IND,2013,3.8045812184705
2664,India,IND,2014,3.8061279880846
2665,India,IND,2015,3.80588969707461
2666,India,IND,2016,3.80420977248734
2667,India,IND,2017,3.8019863101707
2668,India,IND,2018,3.78461023002205
2669,India,IND,2019,3.7490340912525295
2670,Indonesia,IDN,1990,2.47951160524419
2671,Indonesia,IDN,1991,2.46973089448813
2672,Indonesia,IDN,1992,2.4615164651833403
2673,Indonesia,IDN,1993,2.45509430031658
2674,Indonesia,IDN,1994,2.45111687243454
2675,Indonesia,IDN,1995,2.45010413697173
2676,Indonesia,IDN,1996,2.45142362335978
2677,Indonesia,IDN,1997,2.45430165440527
2678,Indonesia,IDN,1998,2.45762265966439
2679,Indonesia,IDN,1999,2.46140442624561
2680,Indonesia,IDN,2000,2.46403585469549
2681,Indonesia,IDN,2001,2.46747734238861
2682,Indonesia,IDN,2002,2.47216016765045
2683,Indonesia,IDN,2003,2.47707485385131
2684,Indonesia,IDN,2004,2.48147370588318
2685,Indonesia,IDN,2005,2.48292333034744
2686,Indonesia,IDN,2006,2.47846299543993
2687,Indonesia,IDN,2007,2.46852303743982
2688,Indonesia,IDN,2008,2.4572658853168403
2689,Indonesia,IDN,2009,2.44772304493419
2690,Indonesia,IDN,2010,2.4439413371368497
2691,Indonesia,IDN,2011,2.44686118316947
2692,Indonesia,IDN,2012,2.45447611135775
2693,Indonesia,IDN,2013,2.46373811034796
2694,Indonesia,IDN,2014,2.47146295252066
2695,Indonesia,IDN,2015,2.47598599358675
2696,Indonesia,IDN,2016,2.4709853899906298
2697,Indonesia,IDN,2017,2.46691555833011
2698,Indonesia,IDN,2018,2.48378010997248
2699,Indonesia,IDN,2019,2.52125662152113
2700,Iran,IRN,1990,4.8813912997383895
2701,Iran,IRN,1991,4.83648386377267
2702,Iran,IRN,1992,4.79579480333002
2703,Iran,IRN,1993,4.75887647514312
2704,Iran,IRN,1994,4.72986023976641
2705,Iran,IRN,1995,4.7140300571111
2706,Iran,IRN,1996,4.70187667594721
2707,Iran,IRN,1997,4.68613102672572
2708,Iran,IRN,1998,4.67066541061197
2709,Iran,IRN,1999,4.65862890630306
2710,Iran,IRN,2000,4.65635074000059
2711,Iran,IRN,2001,4.66420697008444
2712,Iran,IRN,2002,4.67944236213515
2713,Iran,IRN,2003,4.699301640902529
2714,Iran,IRN,2004,4.72193467632237
2715,Iran,IRN,2005,4.74632104854282
2716,Iran,IRN,2006,4.7892185274325305
2717,Iran,IRN,2007,4.85920793213034
2718,Iran,IRN,2008,4.93846209925794
2719,Iran,IRN,2009,5.00874268894322
2720,Iran,IRN,2010,5.05268335460734
2721,Iran,IRN,2011,5.087085090986109
2722,Iran,IRN,2012,5.13291533929404
2723,Iran,IRN,2013,5.179674263364
2724,Iran,IRN,2014,5.2170458849876
2725,Iran,IRN,2015,5.23492969845425
2726,Iran,IRN,2016,5.23604348629997
2727,Iran,IRN,2017,5.22905177437369
2728,Iran,IRN,2018,5.18446780168804
2729,Iran,IRN,2019,5.09595400731337
2730,Iraq,IRQ,1990,4.078781439991451
2731,Iraq,IRQ,1991,4.0855093315974695
2732,Iraq,IRQ,1992,4.08550102135888
2733,Iraq,IRQ,1993,4.08443995523625
2734,Iraq,IRQ,1994,4.08339422954927
2735,Iraq,IRQ,1995,4.08305846782002
2736,Iraq,IRQ,1996,4.03800483613289
2737,Iraq,IRQ,1997,3.93243770287096
2738,Iraq,IRQ,1998,3.8055959637788304
2739,Iraq,IRQ,1999,3.6991841725585
2740,Iraq,IRQ,2000,3.65193721770996
2741,Iraq,IRQ,2001,3.65135380372504
2742,Iraq,IRQ,2002,3.65527868559596
2743,Iraq,IRQ,2003,3.65875767132026
2744,Iraq,IRQ,2004,3.66103311958794
2745,Iraq,IRQ,2005,3.66487822597034
2746,Iraq,IRQ,2006,3.6657304949487295
2747,Iraq,IRQ,2007,3.66378959804047
2748,Iraq,IRQ,2008,3.65971098574622
2749,Iraq,IRQ,2009,3.65724324205628
2750,Iraq,IRQ,2010,3.657049898597
2751,Iraq,IRQ,2011,3.70758139498664
2752,Iraq,IRQ,2012,3.8232105494156303
2753,Iraq,IRQ,2013,3.96299588910872
2754,Iraq,IRQ,2014,4.08304545030082
2755,Iraq,IRQ,2015,4.13788316946031
2756,Iraq,IRQ,2016,4.14130015664969
2757,Iraq,IRQ,2017,4.14081858469297
2758,Iraq,IRQ,2018,4.13896509459179
2759,Iraq,IRQ,2019,4.12921518606848
2760,Ireland,IRL,1990,4.41338909570406
2761,Ireland,IRL,1991,4.43441984097731
2762,Ireland,IRL,1992,4.453658882337161
2763,Ireland,IRL,1993,4.46841765331481
2764,Ireland,IRL,1994,4.48132437876447
2765,Ireland,IRL,1995,4.49202257907443
2766,Ireland,IRL,1996,4.511726436102579
2767,Ireland,IRL,1997,4.54183807429067
2768,Ireland,IRL,1998,4.57635284066684
2769,Ireland,IRL,1999,4.60650190916045
2770,Ireland,IRL,2000,4.6242858535099804
2771,Ireland,IRL,2001,4.6311176292228
2772,Ireland,IRL,2002,4.638567831554901
2773,Ireland,IRL,2003,4.63945240584319
2774,Ireland,IRL,2004,4.63826234882631
2775,Ireland,IRL,2005,4.63999114320314
2776,Ireland,IRL,2006,4.63660267496872
2777,Ireland,IRL,2007,4.63123014874511
2778,Ireland,IRL,2008,4.62599470268667
2779,Ireland,IRL,2009,4.61853633913326
2780,Ireland,IRL,2010,4.6087534127389205
2781,Ireland,IRL,2011,4.58292254615205
2782,Ireland,IRL,2012,4.53344966758559
2783,Ireland,IRL,2013,4.47972943682486
2784,Ireland,IRL,2014,4.4382200428814
2785,Ireland,IRL,2015,4.422616897666161
2786,Ireland,IRL,2016,4.55081496254202
2787,Ireland,IRL,2017,4.6770165664968095
2788,Ireland,IRL,2018,4.67572824217704
2789,Ireland,IRL,2019,4.6489296406293
2790,Israel,ISR,1990,4.69605116546022
2791,Israel,ISR,1991,4.80125340705559
2792,Israel,ISR,1992,4.8985227958771205
2793,Israel,ISR,1993,4.97731863913088
2794,Israel,ISR,1994,5.03580662565642
2795,Israel,ISR,1995,5.06579718011387
2796,Israel,ISR,1996,5.07687405418946
2797,Israel,ISR,1997,5.08795480506114
2798,Israel,ISR,1998,5.092845537936331
2799,Israel,ISR,1999,5.0938896257522
2800,Israel,ISR,2000,5.08979178489981
2801,Israel,ISR,2001,5.07574233559591
2802,Israel,ISR,2002,5.04664070069939
2803,Israel,ISR,2003,5.01684422906045
2804,Israel,ISR,2004,4.986632855292
2805,Israel,ISR,2005,4.96436345558481
2806,Israel,ISR,2006,4.94791008916967
2807,Israel,ISR,2007,4.92730259152758
2808,Israel,ISR,2008,4.90487381855221
2809,Israel,ISR,2009,4.88009338039569
2810,Israel,ISR,2010,4.85352268327108
2811,Israel,ISR,2011,4.79920608503397
2812,Israel,ISR,2012,4.704246006702039
2813,Israel,ISR,2013,4.60179965626208
2814,Israel,ISR,2014,4.5118117827766095
2815,Israel,ISR,2015,4.46713404600808
2816,Israel,ISR,2016,4.4545433754481705
2817,Israel,ISR,2017,4.448387561283821
2818,Israel,ISR,2018,4.45389608487788
2819,Israel,ISR,2019,4.46809560281738
2820,Italy,ITA,1990,3.97850217585241
2821,Italy,ITA,1991,4.04803912029005
2822,Italy,ITA,1992,4.108499571345179
2823,Italy,ITA,1993,4.15698840051604
2824,Italy,ITA,1994,4.189614461412719
2825,Italy,ITA,1995,4.20196863661845
2826,Italy,ITA,1996,4.199948456130151
2827,Italy,ITA,1997,4.19299114408076
2828,Italy,ITA,1998,4.1816200242624095
2829,Italy,ITA,1999,4.168778253299401
2830,Italy,ITA,2000,4.15511630673335
2831,Italy,ITA,2001,4.13615761079743
2832,Italy,ITA,2002,4.10923806929109
2833,Italy,ITA,2003,4.07694062304449
2834,Italy,ITA,2004,4.04337213045624
2835,Italy,ITA,2005,4.01216935499046
2836,Italy,ITA,2006,3.96644843818889
2837,Italy,ITA,2007,3.89938286939308
2838,Italy,ITA,2008,3.82921326296168
2839,Italy,ITA,2009,3.77399605905842
2840,Italy,ITA,2010,3.75105707208823
2841,Italy,ITA,2011,3.75534748256695
2842,Italy,ITA,2012,3.76733386622046
2843,Italy,ITA,2013,3.78305139609115
2844,Italy,ITA,2014,3.7958161099187504
2845,Italy,ITA,2015,3.80244538588068
2846,Italy,ITA,2016,3.7891871492737
2847,Italy,ITA,2017,3.7766068316864
2848,Italy,ITA,2018,3.79270879085964
2849,Italy,ITA,2019,3.82790895345771
2850,Jamaica,JAM,1990,3.13746082101179
2851,Jamaica,JAM,1991,3.10194587721145
2852,Jamaica,JAM,1992,3.07148507884966
2853,Jamaica,JAM,1993,3.04657993479493
2854,Jamaica,JAM,1994,3.0292105653716
2855,Jamaica,JAM,1995,3.02394238273357
2856,Jamaica,JAM,1996,3.02570776645797
2857,Jamaica,JAM,1997,3.0314150267862003
2858,Jamaica,JAM,1998,3.03959649104017
2859,Jamaica,JAM,1999,3.04637987484408
2860,Jamaica,JAM,2000,3.05021329281981
2861,Jamaica,JAM,2001,3.05293965318892
2862,Jamaica,JAM,2002,3.05914384689153
