,Entity,Code,Year,Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent)
4710,Portugal,PRT,1990,5.34488828821571
4711,Portugal,PRT,1991,5.30538388107648
4712,Portugal,PRT,1992,5.280121953546
4713,Portugal,PRT,1993,5.26151917508533
4714,Portugal,PRT,1994,5.24988735089445
4715,Portugal,PRT,1995,5.24285258991992
4716,Portugal,PRT,1996,5.29742937524071
4717,Portugal,PRT,1997,5.442905154293539
4718,Portugal,PRT,1998,5.61394017427559
4719,Portugal,PRT,1999,5.75446287167071
4720,Portugal,PRT,2000,5.81482857873239
4721,Portugal,PRT,2001,5.7662229702944
4722,Portugal,PRT,2002,5.6484002586520194
4723,Portugal,PRT,2003,5.50790222398338
4724,Portugal,PRT,2004,5.3832832329054
4725,Portugal,PRT,2005,5.32427022405457
4726,Portugal,PRT,2006,5.31672871677102
4727,Portugal,PRT,2007,5.31323427396694
4728,Portugal,PRT,2008,5.31151851311859
4729,Portugal,PRT,2009,5.30957812792169
4730,Portugal,PRT,2010,5.29785639314966
4731,Portugal,PRT,2011,5.22793532173296
4732,Portugal,PRT,2012,5.08672299662141
4733,Portugal,PRT,2013,4.91998451108526
4734,Portugal,PRT,2014,4.7789323136877
4735,Portugal,PRT,2015,4.71336543263609
4736,Portugal,PRT,2016,4.75604576852885
4737,Portugal,PRT,2017,4.80887125684901
4738,Portugal,PRT,2018,4.81414840769028
4739,Portugal,PRT,2019,4.81225324783955
4740,Puerto Rico,PRI,1990,3.12384143596924
4741,Puerto Rico,PRI,1991,3.11877737637157
4742,Puerto Rico,PRI,1992,3.11292372216843
4743,Puerto Rico,PRI,1993,3.10933296174273
4744,Puerto Rico,PRI,1994,3.10562993137227
4745,Puerto Rico,PRI,1995,3.1018661441514
4746,Puerto Rico,PRI,1996,3.09668153061039
4747,Puerto Rico,PRI,1997,3.08945272638736
4748,Puerto Rico,PRI,1998,3.0794987957054603
4749,Puerto Rico,PRI,1999,3.0698790731756302
4750,Puerto Rico,PRI,2000,3.06411686677317
4751,Puerto Rico,PRI,2001,3.0616379397831803
4752,Puerto Rico,PRI,2002,3.05920329774531
4753,Puerto Rico,PRI,2003,3.05294844032097
4754,Puerto Rico,PRI,2004,3.04721619414921
4755,Puerto Rico,PRI,2005,3.04028228920677
4756,Puerto Rico,PRI,2006,3.02368463044695
4757,Puerto Rico,PRI,2007,2.99228015785978
4758,Puerto Rico,PRI,2008,2.95938419911805
4759,Puerto Rico,PRI,2009,2.93338563256257
4760,Puerto Rico,PRI,2010,2.92154421813639
4761,Puerto Rico,PRI,2011,2.92631544246088
4762,Puerto Rico,PRI,2012,2.93810859309614
4763,Puerto Rico,PRI,2013,2.95383462917085
4764,Puerto Rico,PRI,2014,2.96982565019866
4765,Puerto Rico,PRI,2015,2.97715480192401
4766,Puerto Rico,PRI,2016,2.9815788561798
4767,Puerto Rico,PRI,2017,2.9878631536023303
4768,Puerto Rico,PRI,2018,3.00836533732734
4769,Puerto Rico,PRI,2019,3.04375712628962
4770,Qatar,QAT,1990,4.42567007134292
4771,Qatar,QAT,1991,4.42876503911613
4772,Qatar,QAT,1992,4.43214744647983
4773,Qatar,QAT,1993,4.43696468993064
4774,Qatar,QAT,1994,4.442521835624659
4775,Qatar,QAT,1995,4.44985235218468
4776,Qatar,QAT,1996,4.45926679896686
4777,Qatar,QAT,1997,4.475461947224621
4778,Qatar,QAT,1998,4.49176294693708
4779,Qatar,QAT,1999,4.50247901101857
4780,Qatar,QAT,2000,4.50769781205137
4781,Qatar,QAT,2001,4.5007286808531095
4782,Qatar,QAT,2002,4.482004415880439
4783,Qatar,QAT,2003,4.4583676989114895
4784,Qatar,QAT,2004,4.42426193654611
4785,Qatar,QAT,2005,4.39178964827132
4786,Qatar,QAT,2006,4.3544019751139
4787,Qatar,QAT,2007,4.30788780726398
4788,Qatar,QAT,2008,4.25906114913163
4789,Qatar,QAT,2009,4.21835140092219
4790,Qatar,QAT,2010,4.19335294163771
4791,Qatar,QAT,2011,4.17873676410526
4792,Qatar,QAT,2012,4.16969879558498
4793,Qatar,QAT,2013,4.16024910036551
4794,Qatar,QAT,2014,4.15545525634708
4795,Qatar,QAT,2015,4.15327150322961
4796,Qatar,QAT,2016,4.1478381301352
4797,Qatar,QAT,2017,4.145134294392229
4798,Qatar,QAT,2018,4.16536581445784
4799,Qatar,QAT,2019,4.211338723357249
4800,Region of the Americas (WHO),,1990,3.65980872772092
4801,Region of the Americas (WHO),,1991,3.7063905076713
4802,Region of the Americas (WHO),,1992,3.7523019687499297
4803,Region of the Americas (WHO),,1993,3.7957527177982
4804,Region of the Americas (WHO),,1994,3.83589005105372
4805,Region of the Americas (WHO),,1995,3.87021806641491
4806,Region of the Americas (WHO),,1996,3.90640183872044
4807,Region of the Americas (WHO),,1997,3.94730230004035
4808,Region of the Americas (WHO),,1998,3.98791387593976
4809,Region of the Americas (WHO),,1999,4.02188921323242
4810,Region of the Americas (WHO),,2000,4.041339218373699
4811,Region of the Americas (WHO),,2001,4.04982417073894
4812,Region of the Americas (WHO),,2002,4.05443690360587
4813,Region of the Americas (WHO),,2003,4.05630749324375
4814,Region of the Americas (WHO),,2004,4.05705271824114
4815,Region of the Americas (WHO),,2005,4.05688396011529
4816,Region of the Americas (WHO),,2006,4.04334368818507
4817,Region of the Americas (WHO),,2007,4.010305092274679
4818,Region of the Americas (WHO),,2008,3.96915279856798
4819,Region of the Americas (WHO),,2009,3.93211535703553
4820,Region of the Americas (WHO),,2010,3.91071155637742
4821,Region of the Americas (WHO),,2011,3.8993784677087904
4822,Region of the Americas (WHO),,2012,3.8848762891602897
4823,Region of the Americas (WHO),,2013,3.86970716821886
4824,Region of the Americas (WHO),,2014,3.85604715235024
4825,Region of the Americas (WHO),,2015,3.84551496066231
4826,Region of the Americas (WHO),,2016,3.83881018850821
4827,Region of the Americas (WHO),,2017,3.83587869335573
4828,Region of the Americas (WHO),,2018,3.83555668703258
4829,Region of the Americas (WHO),,2019,3.83686720333255
4830,Romania,ROU,1990,2.84450235885066
4831,Romania,ROU,1991,2.8357614648223497
4832,Romania,ROU,1992,2.82976536086318
4833,Romania,ROU,1993,2.82416292299865
4834,Romania,ROU,1994,2.8211693925271
4835,Romania,ROU,1995,2.81968738049924
4836,Romania,ROU,1996,2.82334936002175
4837,Romania,ROU,1997,2.83165415833391
4838,Romania,ROU,1998,2.8414079159621
4839,Romania,ROU,1999,2.84923616326665
4840,Romania,ROU,2000,2.8534664439442503
4841,Romania,ROU,2001,2.8540646006805703
4842,Romania,ROU,2002,2.8548620686330897
4843,Romania,ROU,2003,2.85393645079199
4844,Romania,ROU,2004,2.8528815583644
4845,Romania,ROU,2005,2.85076199473501
4846,Romania,ROU,2006,2.84655409840459
4847,Romania,ROU,2007,2.84076924125049
4848,Romania,ROU,2008,2.83238913795906
4849,Romania,ROU,2009,2.82964518751741
4850,Romania,ROU,2010,2.8246060625138703
4851,Romania,ROU,2011,2.82511250672871
4852,Romania,ROU,2012,2.82505943649974
4853,Romania,ROU,2013,2.82532732898864
4854,Romania,ROU,2014,2.82626541563226
4855,Romania,ROU,2015,2.8267650106945803
4856,Romania,ROU,2016,2.82986301824084
4857,Romania,ROU,2017,2.8331982233562902
4858,Romania,ROU,2018,2.83350021263214
4859,Romania,ROU,2019,2.83359898418777
4860,Russia,RUS,1990,3.44413512689559
4861,Russia,RUS,1991,3.46137309617605
4862,Russia,RUS,1992,3.4754228002896097
4863,Russia,RUS,1993,3.4874370552328102
4864,Russia,RUS,1994,3.497207662344369
4865,Russia,RUS,1995,3.50493757257684
4866,Russia,RUS,1996,3.5095880422064303
4867,Russia,RUS,1997,3.51059082523969
4868,Russia,RUS,1998,3.5089628050690296
4869,Russia,RUS,1999,3.5047595741551896
4870,Russia,RUS,2000,3.49910889330358
4871,Russia,RUS,2001,3.4866418450653103
4872,Russia,RUS,2002,3.46572532623674
4873,Russia,RUS,2003,3.44046285534177
4874,Russia,RUS,2004,3.41504787475959
4875,Russia,RUS,2005,3.39359575164683
4876,Russia,RUS,2006,3.3703607806122102
4877,Russia,RUS,2007,3.3404611615306905
4878,Russia,RUS,2008,3.3104144591563203
4879,Russia,RUS,2009,3.28605963725462
4880,Russia,RUS,2010,3.2730556521955405
4881,Russia,RUS,2011,3.2789162035957804
4882,Russia,RUS,2012,3.29968226904149
4883,Russia,RUS,2013,3.326676022833229
4884,Russia,RUS,2014,3.3497316493342297
4885,Russia,RUS,2015,3.35959730251633
4886,Russia,RUS,2016,3.35953496479676
4887,Russia,RUS,2017,3.35731742439763
4888,Russia,RUS,2018,3.3458276808463703
4889,Russia,RUS,2019,3.3217931124932902
4890,Rwanda,RWA,1990,5.82829792926168
4891,Rwanda,RWA,1991,5.86019571955367
4892,Rwanda,RWA,1992,5.881110730836
4893,Rwanda,RWA,1993,5.89310032505702
4894,Rwanda,RWA,1994,5.931194535545941
4895,Rwanda,RWA,1995,5.9578016644368095
4896,Rwanda,RWA,1996,5.94002820483338
4897,Rwanda,RWA,1997,5.9104872132706205
4898,Rwanda,RWA,1998,5.87607203672788
4899,Rwanda,RWA,1999,5.83707780534882
4900,Rwanda,RWA,2000,5.79733929910636
4901,Rwanda,RWA,2001,5.7550140241028505
4902,Rwanda,RWA,2002,5.70297571776705
4903,Rwanda,RWA,2003,5.6482512838977
4904,Rwanda,RWA,2004,5.59006627242524
4905,Rwanda,RWA,2005,5.53438714490678
4906,Rwanda,RWA,2006,5.46854829161202
4907,Rwanda,RWA,2007,5.38411989796257
4908,Rwanda,RWA,2008,5.30055672529761
4909,Rwanda,RWA,2009,5.23338568089664
4910,Rwanda,RWA,2010,5.200219079391459
4911,Rwanda,RWA,2011,5.19182093041379
4912,Rwanda,RWA,2012,5.1834496906623
4913,Rwanda,RWA,2013,5.183479184390509
4914,Rwanda,RWA,2014,5.18375404834404
4915,Rwanda,RWA,2015,5.18773141099903
4916,Rwanda,RWA,2016,5.20011952393307
4917,Rwanda,RWA,2017,5.21523379595919
4918,Rwanda,RWA,2018,5.22971642907148
4919,Rwanda,RWA,2019,5.25427613408294
4920,Saint Kitts and Nevis,KNA,1990,4.14192576462541
4921,Saint Kitts and Nevis,KNA,1991,4.13386716286898
4922,Saint Kitts and Nevis,KNA,1992,4.12992798953385
4923,Saint Kitts and Nevis,KNA,1993,4.12573321079351
4924,Saint Kitts and Nevis,KNA,1994,4.1218856654994
4925,Saint Kitts and Nevis,KNA,1995,4.12046279179544
4926,Saint Kitts and Nevis,KNA,1996,4.12513882819104
4927,Saint Kitts and Nevis,KNA,1997,4.13534723709041
4928,Saint Kitts and Nevis,KNA,1998,4.14737791655533
4929,Saint Kitts and Nevis,KNA,1999,4.15694947264523
4930,Saint Kitts and Nevis,KNA,2000,4.1596223993628
4931,Saint Kitts and Nevis,KNA,2001,4.15951466844705
4932,Saint Kitts and Nevis,KNA,2002,4.16242622294679
4933,Saint Kitts and Nevis,KNA,2003,4.16024829846082
4934,Saint Kitts and Nevis,KNA,2004,4.16026332715971
4935,Saint Kitts and Nevis,KNA,2005,4.15703293579989
4936,Saint Kitts and Nevis,KNA,2006,4.150505104107951
4937,Saint Kitts and Nevis,KNA,2007,4.14074431412962
4938,Saint Kitts and Nevis,KNA,2008,4.13044174548234
4939,Saint Kitts and Nevis,KNA,2009,4.12259716408564
4940,Saint Kitts and Nevis,KNA,2010,4.11768283011185
4941,Saint Kitts and Nevis,KNA,2011,4.11958129769771
4942,Saint Kitts and Nevis,KNA,2012,4.12019479685876
4943,Saint Kitts and Nevis,KNA,2013,4.12440524186012
4944,Saint Kitts and Nevis,KNA,2014,4.12662038749698
4945,Saint Kitts and Nevis,KNA,2015,4.12848329179942
4946,Saint Kitts and Nevis,KNA,2016,4.13133023010452
4947,Saint Kitts and Nevis,KNA,2017,4.13455100201148
4948,Saint Kitts and Nevis,KNA,2018,4.1395966156247095
4949,Saint Kitts and Nevis,KNA,2019,4.14821152271554
4950,Saint Lucia,LCA,1990,3.40137164772273
4951,Saint Lucia,LCA,1991,3.38323949216901
4952,Saint Lucia,LCA,1992,3.3673504316151903
4953,Saint Lucia,LCA,1993,3.35305104844459
4954,Saint Lucia,LCA,1994,3.34586649968184
4955,Saint Lucia,LCA,1995,3.3443593579636097
4956,Saint Lucia,LCA,1996,3.3468663169555803
4957,Saint Lucia,LCA,1997,3.35310426658333
4958,Saint Lucia,LCA,1998,3.36054458144582
4959,Saint Lucia,LCA,1999,3.3687328196792503
4960,Saint Lucia,LCA,2000,3.37310049920879
4961,Saint Lucia,LCA,2001,3.37609245948238
4962,Saint Lucia,LCA,2002,3.38016059903108
4963,Saint Lucia,LCA,2003,3.38171039667722
4964,Saint Lucia,LCA,2004,3.38337521518501
4965,Saint Lucia,LCA,2005,3.38331311640689
4966,Saint Lucia,LCA,2006,3.3773161874929096
4967,Saint Lucia,LCA,2007,3.36842296081172
4968,Saint Lucia,LCA,2008,3.3573967908879
4969,Saint Lucia,LCA,2009,3.3508277911090603
4970,Saint Lucia,LCA,2010,3.34788542985217
4971,Saint Lucia,LCA,2011,3.35360860934453
4972,Saint Lucia,LCA,2012,3.36451865051388
4973,Saint Lucia,LCA,2013,3.37866072458368
4974,Saint Lucia,LCA,2014,3.39147304013262
4975,Saint Lucia,LCA,2015,3.39872851295245
4976,Saint Lucia,LCA,2016,3.39961691079758
4977,Saint Lucia,LCA,2017,3.40121731674217
4978,Saint Lucia,LCA,2018,3.42501049711469
4979,Saint Lucia,LCA,2019,3.47284208517022
4980,Saint Vincent and the Grenadines,VCT,1990,3.35032894500353
4981,Saint Vincent and the Grenadines,VCT,1991,3.3223837037546
4982,Saint Vincent and the Grenadines,VCT,1992,3.3009171711552896
4983,Saint Vincent and the Grenadines,VCT,1993,3.2842199632795097
4984,Saint Vincent and the Grenadines,VCT,1994,3.2757758952866296
4985,Saint Vincent and the Grenadines,VCT,1995,3.27293913080816
4986,Saint Vincent and the Grenadines,VCT,1996,3.28137934701093
4987,Saint Vincent and the Grenadines,VCT,1997,3.3001806867975603
4988,Saint Vincent and the Grenadines,VCT,1998,3.32316032586537
4989,Saint Vincent and the Grenadines,VCT,1999,3.3445183314804496
4990,Saint Vincent and the Grenadines,VCT,2000,3.35844478763598
4991,Saint Vincent and the Grenadines,VCT,2001,3.36959591532559
4992,Saint Vincent and the Grenadines,VCT,2002,3.38152133803095
4993,Saint Vincent and the Grenadines,VCT,2003,3.39405503081741
4994,Saint Vincent and the Grenadines,VCT,2004,3.4050543071143
4995,Saint Vincent and the Grenadines,VCT,2005,3.4083068925920097
4996,Saint Vincent and the Grenadines,VCT,2006,3.40763860298016
4997,Saint Vincent and the Grenadines,VCT,2007,3.4011772366569404
4998,Saint Vincent and the Grenadines,VCT,2008,3.39386297199053
4999,Saint Vincent and the Grenadines,VCT,2009,3.3864351409247604
5000,Saint Vincent and the Grenadines,VCT,2010,3.3855606095618005
5001,Saint Vincent and the Grenadines,VCT,2011,3.39248609988384
5002,Saint Vincent and the Grenadines,VCT,2012,3.4046630404696
5003,Saint Vincent and the Grenadines,VCT,2013,3.4236511329538697
5004,Saint Vincent and the Grenadines,VCT,2014,3.4373311502377
5005,Saint Vincent and the Grenadines,VCT,2015,3.4456983892254005
5006,Saint Vincent and the Grenadines,VCT,2016,3.44241519380714
5007,Saint Vincent and the Grenadines,VCT,2017,3.44032894239771
5008,Saint Vincent and the Grenadines,VCT,2018,3.46353845654507
5009,Saint Vincent and the Grenadines,VCT,2019,3.51163345764851
5010,Samoa,WSM,1990,3.09470314300714
5011,Samoa,WSM,1991,3.08973754481096
5012,Samoa,WSM,1992,3.0844785235874
5013,Samoa,WSM,1993,3.07858804015853
5014,Samoa,WSM,1994,3.07301371924142
5015,Samoa,WSM,1995,3.0658844172671897
5016,Samoa,WSM,1996,3.05751230553631
5017,Samoa,WSM,1997,3.0482226435692104
5018,Samoa,WSM,1998,3.03635838647232
5019,Samoa,WSM,1999,3.02655359875056
5020,Samoa,WSM,2000,3.01727227655509
5021,Samoa,WSM,2001,3.00858946061392
5022,Samoa,WSM,2002,3.00029897782764
5023,Samoa,WSM,2003,2.9912216635506703
5024,Samoa,WSM,2004,2.98276200847628
5025,Samoa,WSM,2005,2.97408513874402
5026,Samoa,WSM,2006,2.96226944241712
5027,Samoa,WSM,2007,2.94828482664703
5028,Samoa,WSM,2008,2.93307441526552
5029,Samoa,WSM,2009,2.92194532284482
5030,Samoa,WSM,2010,2.91444795302312
5031,Samoa,WSM,2011,2.91184667202817
5032,Samoa,WSM,2012,2.91050297087238
5033,Samoa,WSM,2013,2.90765194467995
5034,Samoa,WSM,2014,2.90576282513657
5035,Samoa,WSM,2015,2.90538149913359
5036,Samoa,WSM,2016,2.9015030063384
5037,Samoa,WSM,2017,2.90094122203072
5038,Samoa,WSM,2018,2.90819312962743
5039,Samoa,WSM,2019,2.92479245606588
5040,San Marino,SMR,1990,4.44063851287025
5041,San Marino,SMR,1991,4.444380640190619
5042,San Marino,SMR,1992,4.44611574456108
5043,San Marino,SMR,1993,4.45017880741147
5044,San Marino,SMR,1994,4.45375867328981
5045,San Marino,SMR,1995,4.45728021481705
5046,San Marino,SMR,1996,4.46052174368928
5047,San Marino,SMR,1997,4.46316191276913
5048,San Marino,SMR,1998,4.46561611019787
5049,San Marino,SMR,1999,4.46992317199189
5050,San Marino,SMR,2000,4.47283933717025
5051,San Marino,SMR,2001,4.474737685631871
5052,San Marino,SMR,2002,4.47648620663334
5053,San Marino,SMR,2003,4.478015910078359
5054,San Marino,SMR,2004,4.48172231610654
5055,San Marino,SMR,2005,4.48237407685384
5056,San Marino,SMR,2006,4.484888738926459
5057,San Marino,SMR,2007,4.48539136942132
5058,San Marino,SMR,2008,4.486245359457191
5059,San Marino,SMR,2009,4.48821837085749
5060,San Marino,SMR,2010,4.48950268862578
5061,San Marino,SMR,2011,4.49035439749389
5062,San Marino,SMR,2012,4.4925890950649
5063,San Marino,SMR,2013,4.492974831105441
5064,San Marino,SMR,2014,4.49157037507704
5065,San Marino,SMR,2015,4.49157277222471
5066,San Marino,SMR,2016,4.4949195322780096
5067,San Marino,SMR,2017,4.49517822227782
5068,San Marino,SMR,2018,4.49672697220437
5069,San Marino,SMR,2019,4.49820256093531
5070,Sao Tome and Principe,STP,1990,3.744683587892301
5071,Sao Tome and Principe,STP,1991,3.73129104772717
5072,Sao Tome and Principe,STP,1992,3.7183422362217904
5073,Sao Tome and Principe,STP,1993,3.7078436546918696
5074,Sao Tome and Principe,STP,1994,3.70267054026636
5075,Sao Tome and Principe,STP,1995,3.69959619865227
5076,Sao Tome and Principe,STP,1996,3.69768799188099
5077,Sao Tome and Principe,STP,1997,3.6999995854019896
5078,Sao Tome and Principe,STP,1998,3.70124071867265
5079,Sao Tome and Principe,STP,1999,3.70336757790454
5080,Sao Tome and Principe,STP,2000,3.70682432893292
5081,Sao Tome and Principe,STP,2001,3.71113328937794
