,Entity,Code,Year,Prevalence - Depressive disorders - Sex: Male - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Female - Age: Age-standardized (Percent),Population (historical estimates),Continent
18926,Germany,DEU,1888,,,47247582.0,
18927,Germany,DEU,1889,,,47730525.0,
18928,Germany,DEU,1890,,,48260349.0,
18929,Germany,DEU,1891,,,48838083.0,
18930,Germany,DEU,1892,,,49464772.0,
18931,Germany,DEU,1893,,,50141481.0,
18932,Germany,DEU,1894,,,50827444.0,
18933,Germany,DEU,1895,,,51522787.0,
18934,Germany,DEU,1896,,,52227640.0,
18935,Germany,DEU,1897,,,52942131.0,
18936,Germany,DEU,1898,,,53666393.0,
18937,Germany,DEU,1899,,,54413956.0,
18938,Germany,DEU,1900,,,55185341.0,
18939,Germany,DEU,1901,,,55981081.0,
18940,Germany,DEU,1902,,,56801719.0,
18941,Germany,DEU,1903,,,57647806.0,
18942,Germany,DEU,1904,,,58506492.0,
18943,Germany,DEU,1905,,,59377964.0,
18944,Germany,DEU,1906,,,60262412.0,
18945,Germany,DEU,1907,,,61160030.0,
18946,Germany,DEU,1908,,,62071014.0,
18947,Germany,DEU,1909,,,62767668.0,
18948,Germany,DEU,1910,,,63247408.0,
18949,Germany,DEU,1911,,,63507611.0,
18950,Germany,DEU,1912,,,63545612.0,
18951,Germany,DEU,1913,,,63358703.0,
18952,Germany,DEU,1914,,,63172340.0,
18953,Germany,DEU,1915,,,62986521.0,
18954,Germany,DEU,1916,,,62801243.0,
18955,Germany,DEU,1917,,,62616506.0,
18956,Germany,DEU,1918,,,62415473.0,
18957,Germany,DEU,1919,,,62337715.0,
18958,Germany,DEU,1920,,,62383655.0,
18959,Germany,DEU,1921,,,62553720.0,
18960,Germany,DEU,1922,,,62848341.0,
18961,Germany,DEU,1923,,,63267954.0,
18962,Germany,DEU,1924,,,63690369.0,
18963,Germany,DEU,1925,,,64115604.0,
18964,Germany,DEU,1926,,,64543678.0,
18965,Germany,DEU,1927,,,64974611.0,
18966,Germany,DEU,1928,,,65408420.0,
18967,Germany,DEU,1929,,,65850348.0,
18968,Germany,DEU,1930,,,66300486.0,
18969,Germany,DEU,1931,,,66758925.0,
18970,Germany,DEU,1932,,,67225759.0,
18971,Germany,DEU,1933,,,67701081.0,
18972,Germany,DEU,1934,,,68179764.0,
18973,Germany,DEU,1935,,,68661832.0,
18974,Germany,DEU,1936,,,69147308.0,
18975,Germany,DEU,1937,,,69636216.0,
18976,Germany,DEU,1938,,,70128582.0,
18977,Germany,DEU,1939,,,70493827.0,
18978,Germany,DEU,1940,,,70731329.0,
18979,Germany,DEU,1941,,,70840459.0,
18980,Germany,DEU,1942,,,70820585.0,
18981,Germany,DEU,1943,,,70671068.0,
18982,Germany,DEU,1944,,,70521868.0,
18983,Germany,DEU,1945,,,70372982.0,
18984,Germany,DEU,1946,,,70224410.0,
18985,Germany,DEU,1947,,,70076152.0,
18986,Germany,DEU,1948,,,69928207.0,
18987,Germany,DEU,1949,,,69891436.0,
18988,Germany,DEU,1950,,,69966252.0,
18989,Germany,DEU,1951,,,70300011.0,
18990,Germany,DEU,1952,,,70620275.0,
18991,Germany,DEU,1953,,,70929839.0,
18992,Germany,DEU,1954,,,71233393.0,
18993,Germany,DEU,1955,,,71537454.0,
18994,Germany,DEU,1956,,,71850645.0,
18995,Germany,DEU,1957,,,72183453.0,
18996,Germany,DEU,1958,,,72547581.0,
18997,Germany,DEU,1959,,,72954885.0,
18998,Germany,DEU,1960,,,73414229.0,
18999,Germany,DEU,1961,,,73928077.0,
19000,Germany,DEU,1962,,,74489450.0,
19001,Germany,DEU,1963,,,75080749.0,
19002,Germany,DEU,1964,,,75677305.0,
19003,Germany,DEU,1965,,,76258034.0,
19004,Germany,DEU,1966,,,76819570.0,
19005,Germany,DEU,1967,,,77357251.0,
19006,Germany,DEU,1968,,,77847179.0,
19007,Germany,DEU,1969,,,78260756.0,
19008,Germany,DEU,1970,,,78578381.0,
19009,Germany,DEU,1971,,,78789931.0,
19010,Germany,DEU,1972,,,78901826.0,
19011,Germany,DEU,1973,,,78932455.0,
19012,Germany,DEU,1974,,,78909808.0,
19013,Germany,DEU,1975,,,78856031.0,
19014,Germany,DEU,1976,,,78781740.0,
19015,Germany,DEU,1977,,,78687323.0,
19016,Germany,DEU,1978,,,78573588.0,
19017,Germany,DEU,1979,,,78438171.0,
19018,Germany,DEU,1980,,,78283101.0,
19019,Germany,DEU,1981,,,78107860.0,
19020,Germany,DEU,1982,,,77926016.0,
19021,Germany,DEU,1983,,,77770210.0,
19022,Germany,DEU,1984,,,77682293.0,
19023,Germany,DEU,1985,,,77691591.0,
19024,Germany,DEU,1986,,,77806136.0,
19025,Germany,DEU,1987,,,78015742.0,
19026,Germany,DEU,1988,,,78307525.0,
19027,Germany,DEU,1989,,,78660301.0,
19028,Germany,DEU,2020,,,83783945.0,
19029,Germany,DEU,2021,,,83900471.0,
19030,Ghana,GHA,1990,3.51679060151941,5.20987526975585,14773274.0,
19031,Ghana,GHA,1991,3.51310300908538,5.21371062547299,15207360.0,
19032,Ghana,GHA,1992,3.51172427815893,5.21672824045719,15653345.0,
19033,Ghana,GHA,1993,3.51042455839793,5.22268175030121,16106756.0,
19034,Ghana,GHA,1994,3.50966079755401,5.22900425384889,16561677.0,
19035,Ghana,GHA,1995,3.50772925602697,5.22953361903612,17014058.0,
19036,Ghana,GHA,1996,3.50854188019531,5.23716000800724,17462504.0,
19037,Ghana,GHA,1997,3.50633568141029,5.24627193393665,17908977.0,
19038,Ghana,GHA,1998,3.50436701948796,5.25684353398065,18357159.0,
19039,Ghana,GHA,1999,3.50675873130303,5.26231074956785,18812369.0,
19040,Ghana,GHA,2000,3.51030014267336,5.2673890435621,19278850.0,
19041,Ghana,GHA,2001,3.5187019878229897,5.267490650983301,19756929.0,
19042,Ghana,GHA,2002,3.53005699877948,5.2709152681085,20246376.0,
19043,Ghana,GHA,2003,3.53910341164078,5.27452488403077,20750308.0,
19044,Ghana,GHA,2004,3.5498700150724503,5.277242619719679,21272328.0,
19045,Ghana,GHA,2005,3.55741418984225,5.27560698170318,21814648.0,
19046,Ghana,GHA,2006,3.56350744184954,5.26158786175644,22379057.0,
19047,Ghana,GHA,2007,3.56377354966571,5.23719627204108,22963946.0,
19048,Ghana,GHA,2008,3.5659315549871904,5.20877481573264,23563832.0,
19049,Ghana,GHA,2009,3.56483057625929,5.18126333627024,24170943.0,
19050,Ghana,GHA,2010,3.56686313391981,5.16194100771429,24779614.0,
19051,Ghana,GHA,2011,3.57120842316918,5.15376989005153,25387713.0,
19052,Ghana,GHA,2012,3.58152184630228,5.15026203592699,25996454.0,
19053,Ghana,GHA,2013,3.59090651079464,5.14806913394107,26607641.0,
19054,Ghana,GHA,2014,3.6014952672779703,5.14856789456375,27224480.0,
19055,Ghana,GHA,2015,3.6113841193067,5.15310531905532,27849203.0,Africa
19056,Ghana,GHA,2016,3.61157475140072,5.16039104036224,28481947.0,
19057,Ghana,GHA,2017,3.61705681834225,5.17150071112015,29121464.0,
19058,Ghana,GHA,2018,3.63123425684894,5.171472518238851,29767108.0,
19059,Ghana,GHA,2019,3.65194438986325,5.165156660433181,30417858.0,
19060,Ghana,GHA,-10000,,,4013.0,
19061,Ghana,GHA,-9000,,,6020.0,
19062,Ghana,GHA,-8000,,,9030.0,
19063,Ghana,GHA,-7000,,,13545.0,
19064,Ghana,GHA,-6000,,,20318.0,
19065,Ghana,GHA,-5000,,,30477.0,
19066,Ghana,GHA,-4000,,,45715.0,
19067,Ghana,GHA,-3000,,,68573.0,
19068,Ghana,GHA,-2000,,,102860.0,
19069,Ghana,GHA,-1000,,,154291.0,
19070,Ghana,GHA,0,,,231436.0,
19071,Ghana,GHA,100,,,264498.0,
19072,Ghana,GHA,200,,,302284.0,
19073,Ghana,GHA,300,,,345468.0,
19074,Ghana,GHA,400,,,394820.0,
19075,Ghana,GHA,500,,,451224.0,
19076,Ghana,GHA,600,,,515684.0,
19077,Ghana,GHA,700,,,589353.0,
19078,Ghana,GHA,800,,,673546.0,
19079,Ghana,GHA,900,,,769767.0,
19080,Ghana,GHA,1000,,,879734.0,
19081,Ghana,GHA,1100,,,1005411.0,
19082,Ghana,GHA,1200,,,1149041.0,
19083,Ghana,GHA,1300,,,1313189.0,
19084,Ghana,GHA,1400,,,1500788.0,
19085,Ghana,GHA,1500,,,1715186.0,
19086,Ghana,GHA,1600,,,1960214.0,
19087,Ghana,GHA,1700,,,2240244.0,
19088,Ghana,GHA,1710,,,2258312.0,
19089,Ghana,GHA,1720,,,2277288.0,
19090,Ghana,GHA,1730,,,2297260.0,
19091,Ghana,GHA,1740,,,2318340.0,
19092,Ghana,GHA,1750,,,2340632.0,
19093,Ghana,GHA,1760,,,2364274.0,
19094,Ghana,GHA,1770,,,2389426.0,
19095,Ghana,GHA,1780,,,2416274.0,
19096,Ghana,GHA,1790,,,2445040.0,
19097,Ghana,GHA,1800,,,2016034.0,
19098,Ghana,GHA,1801,,,2016034.0,
19099,Ghana,GHA,1802,,,2016034.0,
19100,Ghana,GHA,1803,,,2016034.0,
19101,Ghana,GHA,1804,,,2016034.0,
19102,Ghana,GHA,1805,,,2016034.0,
19103,Ghana,GHA,1806,,,2016034.0,
19104,Ghana,GHA,1807,,,2016034.0,
19105,Ghana,GHA,1808,,,2016034.0,
19106,Ghana,GHA,1809,,,2016034.0,
19107,Ghana,GHA,1810,,,2016034.0,
19108,Ghana,GHA,1811,,,2016034.0,
19109,Ghana,GHA,1812,,,2016034.0,
19110,Ghana,GHA,1813,,,2016034.0,
19111,Ghana,GHA,1814,,,2016034.0,
19112,Ghana,GHA,1815,,,2016034.0,
19113,Ghana,GHA,1816,,,2016034.0,
19114,Ghana,GHA,1817,,,2016034.0,
19115,Ghana,GHA,1818,,,2016034.0,
19116,Ghana,GHA,1819,,,2015799.0,
19117,Ghana,GHA,1820,,,2015328.0,
19118,Ghana,GHA,1821,,,2014623.0,
19119,Ghana,GHA,1822,,,2013683.0,
19120,Ghana,GHA,1823,,,2012508.0,
19121,Ghana,GHA,1824,,,2011334.0,
19122,Ghana,GHA,1825,,,2010161.0,
19123,Ghana,GHA,1826,,,2008988.0,
19124,Ghana,GHA,1827,,,2007816.0,
19125,Ghana,GHA,1828,,,2006645.0,
19126,Ghana,GHA,1829,,,2005474.0,
19127,Ghana,GHA,1830,,,2004304.0,
19128,Ghana,GHA,1831,,,2003135.0,
19129,Ghana,GHA,1832,,,2001966.0,
19130,Ghana,GHA,1833,,,2000798.0,
19131,Ghana,GHA,1834,,,1999631.0,
19132,Ghana,GHA,1835,,,1998465.0,
19133,Ghana,GHA,1836,,,1997299.0,
19134,Ghana,GHA,1837,,,1996134.0,
19135,Ghana,GHA,1838,,,1994969.0,
19136,Ghana,GHA,1839,,,1993805.0,
19137,Ghana,GHA,1840,,,1992642.0,
19138,Ghana,GHA,1841,,,1991480.0,
19139,Ghana,GHA,1842,,,1990318.0,
19140,Ghana,GHA,1843,,,1989157.0,
19141,Ghana,GHA,1844,,,1987996.0,
19142,Ghana,GHA,1845,,,1986836.0,
19143,Ghana,GHA,1846,,,1985677.0,
19144,Ghana,GHA,1847,,,1984519.0,
19145,Ghana,GHA,1848,,,1983361.0,
19146,Ghana,GHA,1849,,,1984621.0,
19147,Ghana,GHA,1850,,,1988311.0,
19148,Ghana,GHA,1851,,,1993031.0,
19149,Ghana,GHA,1852,,,2000193.0,
19150,Ghana,GHA,1853,,,2009804.0,
19151,Ghana,GHA,1854,,,2019459.0,
19152,Ghana,GHA,1855,,,2029160.0,
19153,Ghana,GHA,1856,,,2038907.0,
19154,Ghana,GHA,1857,,,2048699.0,
19155,Ghana,GHA,1858,,,2058537.0,
19156,Ghana,GHA,1859,,,2068425.0,
19157,Ghana,GHA,1860,,,2078362.0,
19158,Ghana,GHA,1861,,,2088348.0,
19159,Ghana,GHA,1862,,,2098385.0,
19160,Ghana,GHA,1863,,,2108472.0,
19161,Ghana,GHA,1864,,,2118606.0,
19162,Ghana,GHA,1865,,,2128787.0,
19163,Ghana,GHA,1866,,,2139017.0,
19164,Ghana,GHA,1867,,,2149295.0,
19165,Ghana,GHA,1868,,,2159621.0,
19166,Ghana,GHA,1869,,,2170536.0,
19167,Ghana,GHA,1870,,,2182048.0,
19168,Ghana,GHA,1871,,,2194160.0,
19169,Ghana,GHA,1872,,,2206880.0,
19170,Ghana,GHA,1873,,,2220213.0,
19171,Ghana,GHA,1874,,,2233625.0,
19172,Ghana,GHA,1875,,,2247117.0,
19173,Ghana,GHA,1876,,,2260689.0,
19174,Ghana,GHA,1877,,,2274342.0,
19175,Ghana,GHA,1878,,,2288077.0,
19176,Ghana,GHA,1879,,,2302515.0,
19177,Ghana,GHA,1880,,,2317666.0,
19178,Ghana,GHA,1881,,,2333538.0,
19179,Ghana,GHA,1882,,,2350140.0,
19180,Ghana,GHA,1883,,,2367479.0,
19181,Ghana,GHA,1884,,,2384945.0,
19182,Ghana,GHA,1885,,,2402539.0,
19183,Ghana,GHA,1886,,,2420261.0,
19184,Ghana,GHA,1887,,,2438113.0,
19185,Ghana,GHA,1888,,,2456095.0,
19186,Ghana,GHA,1889,,,2474557.0,
19187,Ghana,GHA,1890,,,2493504.0,
19188,Ghana,GHA,1891,,,2512944.0,
19189,Ghana,GHA,1892,,,2532881.0,
19190,Ghana,GHA,1893,,,2553323.0,
19191,Ghana,GHA,1894,,,2573929.0,
19192,Ghana,GHA,1895,,,2594699.0,
19193,Ghana,GHA,1896,,,2615636.0,
19194,Ghana,GHA,1897,,,2636740.0,
19195,Ghana,GHA,1898,,,2658013.0,
19196,Ghana,GHA,1899,,,2679458.0,
19197,Ghana,GHA,1900,,,2701076.0,
19198,Ghana,GHA,1901,,,2722869.0,
19199,Ghana,GHA,1902,,,2744839.0,
19200,Ghana,GHA,1903,,,2766986.0,
19201,Ghana,GHA,1904,,,2789310.0,
19202,Ghana,GHA,1905,,,2811813.0,
19203,Ghana,GHA,1906,,,2834496.0,
19204,Ghana,GHA,1907,,,2857360.0,
19205,Ghana,GHA,1908,,,2880407.0,
19206,Ghana,GHA,1909,,,2902786.0,
19207,Ghana,GHA,1910,,,2924488.0,
19208,Ghana,GHA,1911,,,2945501.0,
19209,Ghana,GHA,1912,,,2965814.0,
19210,Ghana,GHA,1913,,,2985418.0,
19211,Ghana,GHA,1914,,,3005150.0,
19212,Ghana,GHA,1915,,,3025010.0,
19213,Ghana,GHA,1916,,,3045000.0,
19214,Ghana,GHA,1917,,,3065120.0,
19215,Ghana,GHA,1918,,,3087665.0,
19216,Ghana,GHA,1919,,,3115166.0,
19217,Ghana,GHA,1920,,,3147731.0,
19218,Ghana,GHA,1921,,,3185471.0,
19219,Ghana,GHA,1922,,,3228498.0,
19220,Ghana,GHA,1923,,,3276925.0,
19221,Ghana,GHA,1924,,,3326079.0,
19222,Ghana,GHA,1925,,,3375970.0,
19223,Ghana,GHA,1926,,,3426609.0,
19224,Ghana,GHA,1927,,,3478008.0,
19225,Ghana,GHA,1928,,,3530178.0,
19226,Ghana,GHA,1929,,,3582404.0,
19227,Ghana,GHA,1930,,,3634675.0,
19228,Ghana,GHA,1931,,,3686983.0,
19229,Ghana,GHA,1932,,,3739317.0,
19230,Ghana,GHA,1933,,,3791668.0,
19231,Ghana,GHA,1934,,,3844751.0,
19232,Ghana,GHA,1935,,,3898578.0,
19233,Ghana,GHA,1936,,,3953158.0,
19234,Ghana,GHA,1937,,,4008502.0,
19235,Ghana,GHA,1938,,,4064621.0,
19236,Ghana,GHA,1939,,,4124869.0,
19237,Ghana,GHA,1940,,,4189363.0,
19238,Ghana,GHA,1941,,,4258223.0,
19239,Ghana,GHA,1942,,,4331575.0,
19240,Ghana,GHA,1943,,,4409543.0,
19241,Ghana,GHA,1944,,,4488915.0,
19242,Ghana,GHA,1945,,,4569715.0,
19243,Ghana,GHA,1946,,,4651970.0,
19244,Ghana,GHA,1947,,,4735706.0,
19245,Ghana,GHA,1948,,,4820948.0,
19246,Ghana,GHA,1949,,,4920872.0,
19247,Ghana,GHA,1950,,,5036151.0,
19248,Ghana,GHA,1951,,,5140319.0,
19249,Ghana,GHA,1952,,,5268648.0,
19250,Ghana,GHA,1953,,,5413371.0,
19251,Ghana,GHA,1954,,,5568654.0,
19252,Ghana,GHA,1955,,,5730592.0,
19253,Ghana,GHA,1956,,,5897345.0,
19254,Ghana,GHA,1957,,,6068997.0,
19255,Ghana,GHA,1958,,,6247304.0,
19256,Ghana,GHA,1959,,,6435160.0,
19257,Ghana,GHA,1960,,,6635229.0,
19258,Ghana,GHA,1961,,,6848291.0,
19259,Ghana,GHA,1962,,,7071966.0,
19260,Ghana,GHA,1963,,,7300124.0,
19261,Ghana,GHA,1964,,,7524470.0,
19262,Ghana,GHA,1965,,,7739463.0,
19263,Ghana,GHA,1966,,,7941418.0,
19264,Ghana,GHA,1967,,,8132803.0,
19265,Ghana,GHA,1968,,,8321772.0,
19266,Ghana,GHA,1969,,,8520018.0,
19267,Ghana,GHA,1970,,,8735493.0,
19268,Ghana,GHA,1971,,,8973247.0,
19269,Ghana,GHA,1972,,,9229640.0,
19270,Ghana,GHA,1973,,,9493552.0,
19271,Ghana,GHA,1974,,,9749098.0,
19272,Ghana,GHA,1975,,,9985946.0,
19273,Ghana,GHA,1976,,,10199164.0,
19274,Ghana,GHA,1977,,,10395453.0,
19275,Ghana,GHA,1978,,,10590265.0,
19276,Ghana,GHA,1979,,,10805318.0,
19277,Ghana,GHA,1980,,,11056112.0,
19278,Ghana,GHA,1981,,,11348287.0,
19279,Ghana,GHA,1982,,,11676828.0,
19280,Ghana,GHA,1983,,,12033559.0,
19281,Ghana,GHA,1984,,,12405659.0,
19282,Ghana,GHA,1985,,,12783617.0,
19283,Ghana,GHA,1986,,,13164839.0,
19284,Ghana,GHA,1987,,,13552021.0,
19285,Ghana,GHA,1988,,,13947047.0,
19286,Ghana,GHA,1989,,,14353409.0,
19287,Ghana,GHA,2020,,,31072945.0,
19288,Ghana,GHA,2021,,,31732128.0,
19289,Gibraltar,GIB,1950,,,22032.0,
19290,Gibraltar,GIB,1951,,,22287.0,
19291,Gibraltar,GIB,1952,,,22489.0,
19292,Gibraltar,GIB,1953,,,22632.0,
19293,Gibraltar,GIB,1954,,,22729.0,
19294,Gibraltar,GIB,1955,,,22784.0,
19295,Gibraltar,GIB,1956,,,22826.0,
19296,Gibraltar,GIB,1957,,,22881.0,
19297,Gibraltar,GIB,1958,,,22977.0,
19298,Gibraltar,GIB,1959,,,23145.0,
19299,Gibraltar,GIB,1960,,,23420.0,
19300,Gibraltar,GIB,1961,,,23808.0,
19301,Gibraltar,GIB,1962,,,24307.0,
19302,Gibraltar,GIB,1963,,,24889.0,
19303,Gibraltar,GIB,1964,,,25478.0,
19304,Gibraltar,GIB,1965,,,26079.0,
19305,Gibraltar,GIB,1966,,,26631.0,
19306,Gibraltar,GIB,1967,,,27172.0,
19307,Gibraltar,GIB,1968,,,27693.0,
19308,Gibraltar,GIB,1969,,,28165.0,
19309,Gibraltar,GIB,1970,,,28601.0,
19310,Gibraltar,GIB,1971,,,29007.0,
19311,Gibraltar,GIB,1972,,,29353.0,
19312,Gibraltar,GIB,1973,,,29657.0,
19313,Gibraltar,GIB,1974,,,29886.0,
19314,Gibraltar,GIB,1975,,,30062.0,
19315,Gibraltar,GIB,1976,,,30179.0,
19316,Gibraltar,GIB,1977,,,30228.0,
19317,Gibraltar,GIB,1978,,,30224.0,
19318,Gibraltar,GIB,1979,,,30172.0,
19319,Gibraltar,GIB,1980,,,30068.0,
19320,Gibraltar,GIB,1981,,,29902.0,
19321,Gibraltar,GIB,1982,,,29698.0,
19322,Gibraltar,GIB,1983,,,29481.0,
19323,Gibraltar,GIB,1984,,,29284.0,
19324,Gibraltar,GIB,1985,,,29151.0,
19325,Gibraltar,GIB,1986,,,29096.0,
19326,Gibraltar,GIB,1987,,,29114.0,
19327,Gibraltar,GIB,1988,,,29164.0,
19328,Gibraltar,GIB,1989,,,29187.0,
19329,Gibraltar,GIB,1990,,,29149.0,
19330,Gibraltar,GIB,1991,,,29021.0,
19331,Gibraltar,GIB,1992,,,28844.0,
19332,Gibraltar,GIB,1993,,,28680.0,
19333,Gibraltar,GIB,1994,,,28605.0,
19334,Gibraltar,GIB,1995,,,28688.0,
19335,Gibraltar,GIB,1996,,,28970.0,
19336,Gibraltar,GIB,1997,,,29404.0,
19337,Gibraltar,GIB,1998,,,29945.0,
19338,Gibraltar,GIB,1999,,,30526.0,
19339,Gibraltar,GIB,2000,,,31081.0,
19340,Gibraltar,GIB,2001,,,31604.0,
19341,Gibraltar,GIB,2002,,,32097.0,
19342,Gibraltar,GIB,2003,,,32555.0,
19343,Gibraltar,GIB,2004,,,32930.0,
19344,Gibraltar,GIB,2005,,,33222.0,
19345,Gibraltar,GIB,2006,,,33420.0,
19346,Gibraltar,GIB,2007,,,33524.0,
19347,Gibraltar,GIB,2008,,,33570.0,
19348,Gibraltar,GIB,2009,,,33562.0,
19349,Gibraltar,GIB,2010,,,33585.0,
19350,Gibraltar,GIB,2011,,,33608.0,
19351,Gibraltar,GIB,2012,,,33653.0,
19352,Gibraltar,GIB,2013,,,33694.0,
19353,Gibraltar,GIB,2014,,,33726.0,
19354,Gibraltar,GIB,2015,,,33742.0,Europe
19355,Gibraltar,GIB,2016,,,33738.0,
19356,Gibraltar,GIB,2017,,,33723.0,
19357,Gibraltar,GIB,2018,,,33715.0,
19358,Gibraltar,GIB,2019,,,33706.0,
19359,Gibraltar,GIB,2020,,,33691.0,
19360,Gibraltar,GIB,2021,,,33691.0,
