,Entity,Code,Year,Prevalence - Depressive disorders - Sex: Male - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Female - Age: Age-standardized (Percent),Population (historical estimates),Continent
23725,Ireland,IRL,1909,,,4339485.0,
23726,Ireland,IRL,1910,,,4332660.0,
23727,Ireland,IRL,1911,,,4327013.0,
23728,Ireland,IRL,1912,,,4322541.0,
23729,Ireland,IRL,1913,,,4319240.0,
23730,Ireland,IRL,1914,,,4315941.0,
23731,Ireland,IRL,1915,,,4312645.0,
23732,Ireland,IRL,1916,,,4309351.0,
23733,Ireland,IRL,1917,,,4306059.0,
23734,Ireland,IRL,1918,,,4303696.0,
23735,Ireland,IRL,1919,,,4268199.0,
23736,Ireland,IRL,1920,,,4200881.0,
23737,Ireland,IRL,1921,,,4103003.0,
23738,Ireland,IRL,1922,,,3975780.0,
23739,Ireland,IRL,1923,,,3820375.0,
23740,Ireland,IRL,1924,,,3671044.0,
23741,Ireland,IRL,1925,,,3527551.0,
23742,Ireland,IRL,1926,,,3389666.0,
23743,Ireland,IRL,1927,,,3257171.0,
23744,Ireland,IRL,1928,,,3129856.0,
23745,Ireland,IRL,1929,,,3030681.0,
23746,Ireland,IRL,1930,,,2958572.0,
23747,Ireland,IRL,1931,,,2912496.0,
23748,Ireland,IRL,1932,,,2891459.0,
23749,Ireland,IRL,1933,,,2894506.0,
23750,Ireland,IRL,1934,,,2897558.0,
23751,Ireland,IRL,1935,,,2900612.0,
23752,Ireland,IRL,1936,,,2903669.0,
23753,Ireland,IRL,1937,,,2906730.0,
23754,Ireland,IRL,1938,,,2909794.0,
23755,Ireland,IRL,1939,,,2912345.0,
23756,Ireland,IRL,1940,,,2914383.0,
23757,Ireland,IRL,1941,,,2915908.0,
23758,Ireland,IRL,1942,,,2916917.0,
23759,Ireland,IRL,1943,,,2917412.0,
23760,Ireland,IRL,1944,,,2917906.0,
23761,Ireland,IRL,1945,,,2918401.0,
23762,Ireland,IRL,1946,,,2918895.0,
23763,Ireland,IRL,1947,,,2919390.0,
23764,Ireland,IRL,1948,,,2919885.0,
23765,Ireland,IRL,1949,,,2917645.0,
23766,Ireland,IRL,1950,,,2912682.0,
23767,Ireland,IRL,1951,,,2912605.0,
23768,Ireland,IRL,1952,,,2909049.0,
23769,Ireland,IRL,1953,,,2901312.0,
23770,Ireland,IRL,1954,,,2889284.0,
23771,Ireland,IRL,1955,,,2873410.0,
23772,Ireland,IRL,1956,,,2854784.0,
23773,Ireland,IRL,1957,,,2835058.0,
23774,Ireland,IRL,1958,,,2816353.0,
23775,Ireland,IRL,1959,,,2801088.0,
23776,Ireland,IRL,1960,,,2791390.0,
23777,Ireland,IRL,1961,,,2788526.0,
23778,Ireland,IRL,1962,,,2792380.0,
23779,Ireland,IRL,1963,,,2801184.0,
23780,Ireland,IRL,1964,,,2812226.0,
23781,Ireland,IRL,1965,,,2823644.0,
23782,Ireland,IRL,1966,,,2834679.0,
23783,Ireland,IRL,1967,,,2846351.0,
23784,Ireland,IRL,1968,,,2860729.0,
23785,Ireland,IRL,1969,,,2880757.0,
23786,Ireland,IRL,1970,,,2908430.0,
23787,Ireland,IRL,1971,,,2944092.0,
23788,Ireland,IRL,1972,,,2986566.0,
23789,Ireland,IRL,1973,,,3034327.0,
23790,Ireland,IRL,1974,,,3085159.0,
23791,Ireland,IRL,1975,,,3137181.0,
23792,Ireland,IRL,1976,,,3189867.0,
23793,Ireland,IRL,1977,,,3242767.0,
23794,Ireland,IRL,1978,,,3294158.0,
23795,Ireland,IRL,1979,,,3342005.0,
23796,Ireland,IRL,1980,,,3384760.0,
23797,Ireland,IRL,1981,,,3422026.0,
23798,Ireland,IRL,1982,,,3453785.0,
23799,Ireland,IRL,1983,,,3479464.0,
23800,Ireland,IRL,1984,,,3498540.0,
23801,Ireland,IRL,1985,,,3510978.0,
23802,Ireland,IRL,1986,,,3516423.0,
23803,Ireland,IRL,1987,,,3515827.0,
23804,Ireland,IRL,1988,,,3512179.0,
23805,Ireland,IRL,1989,,,3509508.0,
23806,Ireland,IRL,2020,,,4937796.0,
23807,Ireland,IRL,2021,,,4982904.0,
23808,Isle of Man,IMN,1950,,,55253.0,
23809,Isle of Man,IMN,1951,,,55224.0,
23810,Isle of Man,IMN,1952,,,54848.0,
23811,Isle of Man,IMN,1953,,,54212.0,
23812,Isle of Man,IMN,1954,,,53374.0,
23813,Isle of Man,IMN,1955,,,52411.0,
23814,Isle of Man,IMN,1956,,,51403.0,
23815,Isle of Man,IMN,1957,,,50433.0,
23816,Isle of Man,IMN,1958,,,49569.0,
23817,Isle of Man,IMN,1959,,,48877.0,
23818,Isle of Man,IMN,1960,,,48444.0,
23819,Isle of Man,IMN,1961,,,48286.0,
23820,Isle of Man,IMN,1962,,,48421.0,
23821,Isle of Man,IMN,1963,,,48800.0,
23822,Isle of Man,IMN,1964,,,49396.0,
23823,Isle of Man,IMN,1965,,,50145.0,
23824,Isle of Man,IMN,1966,,,51051.0,
23825,Isle of Man,IMN,1967,,,52117.0,
23826,Isle of Man,IMN,1968,,,53252.0,
23827,Isle of Man,IMN,1969,,,54378.0,
23828,Isle of Man,IMN,1970,,,55431.0,
23829,Isle of Man,IMN,1971,,,56352.0,
23830,Isle of Man,IMN,1972,,,57166.0,
23831,Isle of Man,IMN,1973,,,57919.0,
23832,Isle of Man,IMN,1974,,,58673.0,
23833,Isle of Man,IMN,1975,,,59482.0,
23834,Isle of Man,IMN,1976,,,60374.0,
23835,Isle of Man,IMN,1977,,,61335.0,
23836,Isle of Man,IMN,1978,,,62260.0,
23837,Isle of Man,IMN,1979,,,63026.0,
23838,Isle of Man,IMN,1980,,,63546.0,
23839,Isle of Man,IMN,1981,,,63778.0,
23840,Isle of Man,IMN,1982,,,63765.0,
23841,Isle of Man,IMN,1983,,,63697.0,
23842,Isle of Man,IMN,1984,,,63812.0,
23843,Isle of Man,IMN,1985,,,64277.0,
23844,Isle of Man,IMN,1986,,,65200.0,
23845,Isle of Man,IMN,1987,,,66476.0,
23846,Isle of Man,IMN,1988,,,67927.0,
23847,Isle of Man,IMN,1989,,,69263.0,
23848,Isle of Man,IMN,1990,,,70292.0,
23849,Isle of Man,IMN,1991,,,70928.0,
23850,Isle of Man,IMN,1992,,,71262.0,
23851,Isle of Man,IMN,1993,,,71431.0,
23852,Isle of Man,IMN,1994,,,71662.0,
23853,Isle of Man,IMN,1995,,,72133.0,
23854,Isle of Man,IMN,1996,,,72884.0,
23855,Isle of Man,IMN,1997,,,73851.0,
23856,Isle of Man,IMN,1998,,,74936.0,
23857,Isle of Man,IMN,1999,,,75996.0,
23858,Isle of Man,IMN,2000,,,76942.0,
23859,Isle of Man,IMN,2001,,,77707.0,
23860,Isle of Man,IMN,2002,,,78318.0,
23861,Isle of Man,IMN,2003,,,78878.0,
23862,Isle of Man,IMN,2004,,,79515.0,
23863,Isle of Man,IMN,2005,,,80293.0,
23864,Isle of Man,IMN,2006,,,81283.0,
23865,Isle of Man,IMN,2007,,,82406.0,
23866,Isle of Man,IMN,2008,,,83515.0,
23867,Isle of Man,IMN,2009,,,84379.0,
23868,Isle of Man,IMN,2010,,,84856.0,
23869,Isle of Man,IMN,2011,,,84889.0,
23870,Isle of Man,IMN,2012,,,84534.0,
23871,Isle of Man,IMN,2013,,,83985.0,
23872,Isle of Man,IMN,2014,,,83488.0,
23873,Isle of Man,IMN,2015,,,83232.0,Europe
23874,Isle of Man,IMN,2016,,,83296.0,
23875,Isle of Man,IMN,2017,,,83610.0,
23876,Isle of Man,IMN,2018,,,84073.0,
23877,Isle of Man,IMN,2019,,,84589.0,
23878,Isle of Man,IMN,2020,,,85032.0,
23879,Isle of Man,IMN,2021,,,85410.0,
23880,Israel,ISR,1990,3.55975447527452,5.7217813967151,4448348.0,
23881,Israel,ISR,1991,3.64335434159794,5.8458431511496505,4589305.0,
23882,Israel,ISR,1992,3.72207806341836,5.95953861263767,4752826.0,
23883,Israel,ISR,1993,3.7881157910442,6.0504512321039305,4929413.0,
23884,Israel,ISR,1994,3.84101962946692,6.11475193529802,5105571.0,
23885,Israel,ISR,1995,3.87321711051324,6.143474486463671,5271368.0,
23886,Israel,ISR,1996,3.89333626268982,6.14657865600675,5424241.0,
23887,Israel,ISR,1997,3.91772764016012,6.14517493775312,5566551.0,
23888,Israel,ISR,1998,3.9361499593173295,6.13802202037792,5699279.0,
23889,Israel,ISR,1999,3.9517471262511497,6.12656177207141,5824944.0,
23890,Israel,ISR,2000,3.95783827539012,6.11431233806349,5945949.0,
23891,Israel,ISR,2001,3.95583132406122,6.091072803094931,6060679.0,
23892,Israel,ISR,2002,3.9437820529362,6.04816154516008,6169311.0,
23893,Israel,ISR,2003,3.9305528145572,6.0056810036472,6278374.0,
23894,Israel,ISR,2004,3.91678150320793,5.96275749328414,6396511.0,
23895,Israel,ISR,2005,3.90443802983217,5.93334302682606,6529470.0,
23896,Israel,ISR,2006,3.88821449532078,5.91851586595038,6680641.0,
23897,Israel,ISR,2007,3.867626696429341,5.90016042365055,6847148.0,
23898,Israel,ISR,2008,3.8408332600983,5.8841611327064,7020832.0,
23899,Israel,ISR,2009,3.81347289871757,5.8642488275431,7190037.0,
23900,Israel,ISR,2010,3.78595792026642,5.84074686192009,7346446.0,
23901,Israel,ISR,2011,3.74647825197751,5.77411435994439,7487095.0,
23902,Israel,ISR,2012,3.68517556547426,5.64854520682196,7614946.0,
23903,Israel,ISR,2013,3.62396363179562,5.50789459495523,7734834.0,
23904,Israel,ISR,2014,3.5685711908482203,5.38602125745846,7854216.0,
23905,Israel,ISR,2015,3.5401654403279497,5.327122400758451,7978496.0,Asia
23906,Israel,ISR,2016,3.53376291441044,5.3102871484412,8108984.0,
23907,Israel,ISR,2017,3.5303266438386403,5.30313199361187,8243849.0,
23908,Israel,ISR,2018,3.5283196407509503,5.3178173797270505,8381507.0,
23909,Israel,ISR,2019,3.52554715853399,5.35068637394469,8519373.0,
23910,Israel,ISR,-10000,,,12402.0,
23911,Israel,ISR,-9000,,,17533.0,
23912,Israel,ISR,-8000,,,24871.0,
23913,Israel,ISR,-7000,,,35403.0,
23914,Israel,ISR,-6000,,,50565.0,
23915,Israel,ISR,-5000,,,72463.0,
23916,Israel,ISR,-4000,,,104181.0,
23917,Israel,ISR,-3000,,,150253.0,
23918,Israel,ISR,-2000,,,217356.0,
23919,Israel,ISR,-1000,,,315335.0,
23920,Israel,ISR,0,,,458737.0,
23921,Israel,ISR,100,,,633578.0,
23922,Israel,ISR,200,,,894629.0,
23923,Israel,ISR,300,,,1284966.0,
23924,Israel,ISR,400,,,991608.0,
23925,Israel,ISR,500,,,770994.0,
23926,Israel,ISR,600,,,604954.0,
23927,Israel,ISR,700,,,479856.0,
23928,Israel,ISR,800,,,385476.0,
23929,Israel,ISR,900,,,360147.0,
23930,Israel,ISR,1000,,,334867.0,
23931,Israel,ISR,1100,,,340303.0,
23932,Israel,ISR,1200,,,345786.0,
23933,Israel,ISR,1300,,,351315.0,
23934,Israel,ISR,1400,,,280223.0,
23935,Israel,ISR,1500,,,324176.0,
23936,Israel,ISR,1600,,,322172.0,
23937,Israel,ISR,1700,,,274211.0,
23938,Israel,ISR,1710,,,300677.0,
23939,Israel,ISR,1720,,,328257.0,
23940,Israel,ISR,1730,,,357075.0,
23941,Israel,ISR,1740,,,387268.0,
23942,Israel,ISR,1750,,,418988.0,
23943,Israel,ISR,1760,,,452406.0,
23944,Israel,ISR,1770,,,487710.0,
23945,Israel,ISR,1780,,,525109.0,
23946,Israel,ISR,1790,,,564837.0,
23947,Israel,ISR,1800,,,209954.0,
23948,Israel,ISR,1801,,,209954.0,
23949,Israel,ISR,1802,,,209954.0,
23950,Israel,ISR,1803,,,209954.0,
23951,Israel,ISR,1804,,,209954.0,
23952,Israel,ISR,1805,,,209954.0,
23953,Israel,ISR,1806,,,209954.0,
23954,Israel,ISR,1807,,,209954.0,
23955,Israel,ISR,1808,,,209954.0,
23956,Israel,ISR,1809,,,209954.0,
23957,Israel,ISR,1810,,,209954.0,
23958,Israel,ISR,1811,,,209954.0,
23959,Israel,ISR,1812,,,209954.0,
23960,Israel,ISR,1813,,,209954.0,
23961,Israel,ISR,1814,,,209954.0,
23962,Israel,ISR,1815,,,209954.0,
23963,Israel,ISR,1816,,,209954.0,
23964,Israel,ISR,1817,,,209954.0,
23965,Israel,ISR,1818,,,209954.0,
23966,Israel,ISR,1819,,,209954.0,
23967,Israel,ISR,1820,,,209954.0,
23968,Israel,ISR,1821,,,209954.0,
23969,Israel,ISR,1822,,,209954.0,
23970,Israel,ISR,1823,,,209954.0,
23971,Israel,ISR,1824,,,209954.0,
23972,Israel,ISR,1825,,,209954.0,
23973,Israel,ISR,1826,,,209954.0,
23974,Israel,ISR,1827,,,209954.0,
23975,Israel,ISR,1828,,,209954.0,
23976,Israel,ISR,1829,,,209954.0,
23977,Israel,ISR,1830,,,209954.0,
23978,Israel,ISR,1831,,,209954.0,
23979,Israel,ISR,1832,,,209954.0,
23980,Israel,ISR,1833,,,209954.0,
23981,Israel,ISR,1834,,,209954.0,
23982,Israel,ISR,1835,,,209954.0,
23983,Israel,ISR,1836,,,209954.0,
23984,Israel,ISR,1837,,,209954.0,
23985,Israel,ISR,1838,,,209954.0,
23986,Israel,ISR,1839,,,209954.0,
23987,Israel,ISR,1840,,,209954.0,
23988,Israel,ISR,1841,,,209954.0,
23989,Israel,ISR,1842,,,209954.0,
23990,Israel,ISR,1843,,,209954.0,
23991,Israel,ISR,1844,,,209954.0,
23992,Israel,ISR,1845,,,209954.0,
23993,Israel,ISR,1846,,,209954.0,
23994,Israel,ISR,1847,,,209954.0,
23995,Israel,ISR,1848,,,209954.0,
23996,Israel,ISR,1849,,,210299.0,
23997,Israel,ISR,1850,,,210992.0,
23998,Israel,ISR,1851,,,211935.0,
23999,Israel,ISR,1852,,,213229.0,
24000,Israel,ISR,1853,,,214879.0,
24001,Israel,ISR,1854,,,216541.0,
24002,Israel,ISR,1855,,,218216.0,
24003,Israel,ISR,1856,,,219904.0,
24004,Israel,ISR,1857,,,221605.0,
24005,Israel,ISR,1858,,,223319.0,
24006,Israel,ISR,1859,,,225488.0,
24007,Israel,ISR,1860,,,228123.0,
24008,Israel,ISR,1861,,,231234.0,
24009,Israel,ISR,1862,,,234834.0,
24010,Israel,ISR,1863,,,238934.0,
24011,Israel,ISR,1864,,,243106.0,
24012,Israel,ISR,1865,,,247351.0,
24013,Israel,ISR,1866,,,251669.0,
24014,Israel,ISR,1867,,,256063.0,
24015,Israel,ISR,1868,,,260534.0,
24016,Israel,ISR,1869,,,264308.0,
24017,Israel,ISR,1870,,,267370.0,
24018,Israel,ISR,1871,,,269708.0,
24019,Israel,ISR,1872,,,271305.0,
24020,Israel,ISR,1873,,,272147.0,
24021,Israel,ISR,1874,,,272991.0,
24022,Israel,ISR,1875,,,273838.0,
24023,Israel,ISR,1876,,,274688.0,
24024,Israel,ISR,1877,,,275540.0,
24025,Israel,ISR,1878,,,276395.0,
24026,Israel,ISR,1879,,,277735.0,
24027,Israel,ISR,1880,,,279567.0,
24028,Israel,ISR,1881,,,281897.0,
24029,Israel,ISR,1882,,,284734.0,
24030,Israel,ISR,1883,,,288084.0,
24031,Israel,ISR,1884,,,291474.0,
24032,Israel,ISR,1885,,,294903.0,
24033,Israel,ISR,1886,,,298373.0,
24034,Israel,ISR,1887,,,301883.0,
24035,Israel,ISR,1888,,,305435.0,
24036,Israel,ISR,1889,,,309067.0,
24037,Israel,ISR,1890,,,312781.0,
24038,Israel,ISR,1891,,,316578.0,
24039,Israel,ISR,1892,,,320460.0,
24040,Israel,ISR,1893,,,324428.0,
24041,Israel,ISR,1894,,,328445.0,
24042,Israel,ISR,1895,,,332512.0,
24043,Israel,ISR,1896,,,336629.0,
24044,Israel,ISR,1897,,,340797.0,
24045,Israel,ISR,1898,,,345016.0,
24046,Israel,ISR,1899,,,349359.0,
24047,Israel,ISR,1900,,,353826.0,
24048,Israel,ISR,1901,,,358422.0,
24049,Israel,ISR,1902,,,363148.0,
24050,Israel,ISR,1903,,,368007.0,
24051,Israel,ISR,1904,,,372931.0,
24052,Israel,ISR,1905,,,377920.0,
24053,Israel,ISR,1906,,,382977.0,
24054,Israel,ISR,1907,,,388100.0,
24055,Israel,ISR,1908,,,393293.0,
24056,Israel,ISR,1909,,,398180.0,
24057,Israel,ISR,1910,,,402756.0,
24058,Israel,ISR,1911,,,407013.0,
24059,Israel,ISR,1912,,,410943.0,
24060,Israel,ISR,1913,,,414539.0,
24061,Israel,ISR,1914,,,418167.0,
24062,Israel,ISR,1915,,,421826.0,
24063,Israel,ISR,1916,,,425517.0,
24064,Israel,ISR,1917,,,429240.0,
24065,Israel,ISR,1918,,,433210.0,
24066,Israel,ISR,1919,,,438688.0,
24067,Israel,ISR,1920,,,445727.0,
24068,Israel,ISR,1921,,,454380.0,
24069,Israel,ISR,1922,,,464703.0,
24070,Israel,ISR,1923,,,476751.0,
24071,Israel,ISR,1924,,,489111.0,
24072,Israel,ISR,1925,,,501792.0,
24073,Israel,ISR,1926,,,514802.0,
24074,Israel,ISR,1927,,,528149.0,
24075,Israel,ISR,1928,,,541842.0,
24076,Israel,ISR,1929,,,557741.0,
24077,Israel,ISR,1930,,,575981.0,
24078,Israel,ISR,1931,,,596703.0,
24079,Israel,ISR,1932,,,620058.0,
24080,Israel,ISR,1933,,,646201.0,
24081,Israel,ISR,1934,,,673446.0,
24082,Israel,ISR,1935,,,701840.0,
24083,Israel,ISR,1936,,,731431.0,
24084,Israel,ISR,1937,,,762270.0,
24085,Israel,ISR,1938,,,794409.0,
24086,Israel,ISR,1939,,,827103.0,
24087,Israel,ISR,1940,,,860345.0,
24088,Israel,ISR,1941,,,894129.0,
24089,Israel,ISR,1942,,,928443.0,
24090,Israel,ISR,1943,,,963277.0,
24091,Israel,ISR,1944,,,999418.0,
24092,Israel,ISR,1945,,,1036916.0,
24093,Israel,ISR,1946,,,1075820.0,
24094,Israel,ISR,1947,,,1116183.0,
24095,Israel,ISR,1948,,,1158061.0,
24096,Israel,ISR,1949,,,1205193.0,
24097,Israel,ISR,1950,,,1257968.0,
24098,Israel,ISR,1951,,,1345335.0,
24099,Israel,ISR,1952,,,1435825.0,
24100,Israel,ISR,1953,,,1525358.0,
24101,Israel,ISR,1954,,,1611168.0,
24102,Israel,ISR,1955,,,1691873.0,
24103,Israel,ISR,1956,,,1767489.0,
24104,Israel,ISR,1957,,,1839371.0,
24105,Israel,ISR,1958,,,1910043.0,
24106,Israel,ISR,1959,,,1982760.0,
24107,Israel,ISR,1960,,,2060476.0,
24108,Israel,ISR,1961,,,2144648.0,
24109,Israel,ISR,1962,,,2234199.0,
24110,Israel,ISR,1963,,,2325149.0,
24111,Israel,ISR,1964,,,2411782.0,
24112,Israel,ISR,1965,,,2490322.0,
24113,Israel,ISR,1966,,,2558716.0,
24114,Israel,ISR,1967,,,2619102.0,
24115,Israel,ISR,1968,,,2676972.0,
24116,Israel,ISR,1969,,,2740066.0,
24117,Israel,ISR,1970,,,2813746.0,
24118,Israel,ISR,1971,,,2900016.0,
24119,Israel,ISR,1972,,,2996475.0,
24120,Israel,ISR,1973,,,3098785.0,
24121,Israel,ISR,1974,,,3200533.0,
24122,Israel,ISR,1975,,,3296931.0,
24123,Israel,ISR,1976,,,3387048.0,
24124,Israel,ISR,1977,,,3472118.0,
24125,Israel,ISR,1978,,,3552297.0,
24126,Israel,ISR,1979,,,3628307.0,
24127,Israel,ISR,1980,,,3700916.0,
24128,Israel,ISR,1981,,,3770694.0,
24129,Israel,ISR,1982,,,3838109.0,
24130,Israel,ISR,1983,,,3903954.0,
24131,Israel,ISR,1984,,,3969182.0,
24132,Israel,ISR,1985,,,4035062.0,
24133,Israel,ISR,1986,,,4100542.0,
24134,Israel,ISR,1987,,,4167130.0,
24135,Israel,ISR,1988,,,4241786.0,
24136,Israel,ISR,1989,,,4333578.0,
24137,Israel,ISR,2020,,,8655541.0,
24138,Israel,ISR,2021,,,8789776.0,
24139,Italy,ITA,1990,2.9708580954774697,4.885610696213219,57048237.0,
24140,Italy,ITA,1991,2.98654178594527,5.0088410275356505,57088125.0,
24141,Italy,ITA,1992,2.99837018331612,5.11757128637223,57145308.0,
24142,Italy,ITA,1993,3.00799939105858,5.204458802177269,57197610.0,
24143,Italy,ITA,1994,3.01394920091982,5.263486650295881,57213538.0,
24144,Italy,ITA,1995,3.01667836409056,5.28553746566999,57174412.0,
24145,Italy,ITA,1996,3.0165665033827502,5.28188160849778,57065231.0,
24146,Italy,ITA,1997,3.01354894296017,5.27094076579355,56903633.0,
24147,Italy,ITA,1998,3.00692076915552,5.25468575359175,56742755.0,
24148,Italy,ITA,1999,2.99877630370023,5.2371932085297,56655629.0,
24149,Italy,ITA,2000,2.98927918644007,5.220031589023559,56692178.0,
24150,Italy,ITA,2001,2.97335514172155,5.19998478802481,56875148.0,
24151,Italy,ITA,2002,2.9515869959868697,5.17125398453307,57182521.0,
24152,Italy,ITA,2003,2.92519626373469,5.13710363721553,57564589.0,
24153,Italy,ITA,2004,2.8992507861502497,5.10004732518813,57948421.0,
24154,Italy,ITA,2005,2.87652845442958,5.06366523277303,58281209.0,
24155,Italy,ITA,2006,2.85294664742409,4.997577792814701,58542619.0,
24156,Italy,ITA,2007,2.82557929725253,4.89103483768893,58747862.0,
24157,Italy,ITA,2008,2.79998944486259,4.77557839356767,58922116.0,
24158,Italy,ITA,2009,2.78114095349241,4.68332022650263,59105622.0,
24159,Italy,ITA,2010,2.77412245146293,4.64428576225715,59325232.0,
24160,Italy,ITA,2011,2.77647893091258,4.65181617277963,59589070.0,
24161,Italy,ITA,2012,2.7818919681109,4.6729294371758,59879469.0,
24162,Italy,ITA,2013,2.7900494822724298,4.69947914393397,60166828.0,
24163,Italy,ITA,2014,2.79675139927384,4.72168415363402,60409622.0,
24164,Italy,ITA,2015,2.8014018054439203,4.73313142773356,60578489.0,Europe
24165,Italy,ITA,2016,2.79409298459683,4.71635570374897,60663068.0,
24166,Italy,ITA,2017,2.7867817056111,4.70153846205897,60673694.0,
24167,Italy,ITA,2018,2.79924452073588,4.72485889189364,60627291.0,
24168,Italy,ITA,2019,2.8242755600631098,4.77402089827313,60550092.0,
24169,Italy,ITA,-10000,,,12658.0,
24170,Italy,ITA,-9000,,,16879.0,
24171,Italy,ITA,-8000,,,22509.0,
24172,Italy,ITA,-7000,,,30019.0,
24173,Italy,ITA,-6000,,,52539.0,
24174,Italy,ITA,-5000,,,75078.0,
24175,Italy,ITA,-4000,,,150157.0,
24176,Italy,ITA,-3000,,,300313.0,
24177,Italy,ITA,-2000,,,1000630.0,
24178,Italy,ITA,-1000,,,2001260.0,
24179,Italy,ITA,0,,,7459086.0,
24180,Italy,ITA,100,,,7082949.0,
24181,Italy,ITA,200,,,6706842.0,
24182,Italy,ITA,300,,,6330710.0,
24183,Italy,ITA,400,,,5954598.0,
24184,Italy,ITA,500,,,3984038.0,
24185,Italy,ITA,600,,,2002851.0,
24186,Italy,ITA,700,,,3002912.0,
24187,Italy,ITA,800,,,4002981.0,
24188,Italy,ITA,900,,,4503054.0,
24189,Italy,ITA,1000,,,5203117.0,
24190,Italy,ITA,1100,,,6503226.0,
24191,Italy,ITA,1200,,,8503322.0,
24192,Italy,ITA,1300,,,12503423.0,
24193,Italy,ITA,1400,,,8003594.0,
24194,Italy,ITA,1500,,,9003790.0,
24195,Italy,ITA,1600,,,13277017.0,
24196,Italy,ITA,1700,,,13485409.0,
24197,Italy,ITA,1710,,,13900223.0,
24198,Italy,ITA,1720,,,14379574.0,
24199,Italy,ITA,1730,,,14875479.0,
24200,Italy,ITA,1740,,,15388497.0,
24201,Italy,ITA,1750,,,15919171.0,
24202,Italy,ITA,1760,,,16468175.0,
24203,Italy,ITA,1770,,,17036072.0,
24204,Italy,ITA,1780,,,17623606.0,
24205,Italy,ITA,1790,,,18231400.0,
24206,Italy,ITA,1800,,,19000000.0,
24207,Italy,ITA,1801,,,19057138.0,
24208,Italy,ITA,1802,,,19114447.0,
24209,Italy,ITA,1803,,,19171929.0,
24210,Italy,ITA,1804,,,19229584.0,
24211,Italy,ITA,1805,,,19287412.0,
24212,Italy,ITA,1806,,,19345415.0,
24213,Italy,ITA,1807,,,19403591.0,
24214,Italy,ITA,1808,,,19461943.0,
24215,Italy,ITA,1809,,,19520470.0,
24216,Italy,ITA,1810,,,19579349.0,
24217,Italy,ITA,1811,,,19638229.0,
24218,Italy,ITA,1812,,,19697286.0,
24219,Italy,ITA,1813,,,19756521.0,
24220,Italy,ITA,1814,,,19815934.0,
24221,Italy,ITA,1815,,,19875525.0,
24222,Italy,ITA,1816,,,19935296.0,
24223,Italy,ITA,1817,,,19995247.0,
24224,Italy,ITA,1818,,,20055377.0,
24225,Italy,ITA,1819,,,20129529.0,
24226,Italy,ITA,1820,,,20217832.0,
24227,Italy,ITA,1821,,,20320419.0,
24228,Italy,ITA,1822,,,20437423.0,
24229,Italy,ITA,1823,,,20568978.0,
24230,Italy,ITA,1824,,,20701381.0,
24231,Italy,ITA,1825,,,20834635.0,
24232,Italy,ITA,1826,,,20968748.0,
24233,Italy,ITA,1827,,,21103723.0,
24234,Italy,ITA,1828,,,21239568.0,
24235,Italy,ITA,1829,,,21376294.0,
24236,Italy,ITA,1830,,,21513909.0,
24237,Italy,ITA,1831,,,21652416.0,
24238,Italy,ITA,1832,,,21791823.0,
24239,Italy,ITA,1833,,,21932135.0,
24240,Italy,ITA,1834,,,22073351.0,
24241,Italy,ITA,1835,,,22215476.0,
24242,Italy,ITA,1836,,,22358516.0,
24243,Italy,ITA,1837,,,22502477.0,
24244,Italy,ITA,1838,,,22647364.0,
24245,Italy,ITA,1839,,,22793194.0,
24246,Italy,ITA,1840,,,22939972.0,
24247,Italy,ITA,1841,,,23087704.0,
24248,Italy,ITA,1842,,,23236396.0,
24249,Italy,ITA,1843,,,23386055.0,
24250,Italy,ITA,1844,,,23536678.0,
24251,Italy,ITA,1845,,,23688271.0,
24252,Italy,ITA,1846,,,23840841.0,
24253,Italy,ITA,1847,,,23994393.0,
24254,Italy,ITA,1848,,,24148934.0,
24255,Italy,ITA,1849,,,24304454.0,
24256,Italy,ITA,1850,,,24460960.0,
24257,Italy,ITA,1851,,,24614425.0,
24258,Italy,ITA,1852,,,24768837.0,
24259,Italy,ITA,1853,,,24924200.0,
24260,Italy,ITA,1854,,,25080537.0,
24261,Italy,ITA,1855,,,25237854.0,
24262,Italy,ITA,1856,,,25396157.0,
24263,Italy,ITA,1857,,,25555453.0,
24264,Italy,ITA,1858,,,25715747.0,
24265,Italy,ITA,1859,,,25878525.0,
24266,Italy,ITA,1860,,,26043812.0,
24267,Italy,ITA,1861,,,26211633.0,
24268,Italy,ITA,1862,,,26382014.0,
24269,Italy,ITA,1863,,,26554980.0,
24270,Italy,ITA,1864,,,26729079.0,
24271,Italy,ITA,1865,,,26904320.0,
24272,Italy,ITA,1866,,,27080708.0,
24273,Italy,ITA,1867,,,27258252.0,
24274,Italy,ITA,1868,,,27436959.0,
24275,Italy,ITA,1869,,,27611442.0,
24276,Italy,ITA,1870,,,27781643.0,
24277,Italy,ITA,1871,,,27947505.0,
24278,Italy,ITA,1872,,,28108969.0,
24279,Italy,ITA,1873,,,28265978.0,
24280,Italy,ITA,1874,,,28423863.0,
24281,Italy,ITA,1875,,,28582629.0,
24282,Italy,ITA,1876,,,28742281.0,
24283,Italy,ITA,1877,,,28902824.0,
24284,Italy,ITA,1878,,,29064263.0,
24285,Italy,ITA,1879,,,29234586.0,
24286,Italy,ITA,1880,,,29413896.0,
24287,Italy,ITA,1881,,,29602297.0,
24288,Italy,ITA,1882,,,29799897.0,
24289,Italy,ITA,1883,,,30006800.0,
